(TS : gneJ00  Phase : 0),(TS : gneJ00  Phase : 2),(TS : gneJ00  Phase : 4),(TS : gneJ00  Phase : 6),(TS : gneJ9  Phase : 0),(TS : gneJ9  Phase : 2),(TS : gneJ9  Phase : 4),(TS : gneJ9  Phase : 6)
10.009784735812133,45.194117647058825,10.101761252446185,24.003913894324853,10.00609756097561,48.96544715447155,10.024390243902438,24.00609756097561
0.009688994757219837,107.39565167243367,0.34972292538708116,0.0038985757560671104,0.006060380725758479,230.3260418732236,0.10916121356335516,0.006060380725758478
0.09843269150653068,10.363187331725394,0.5913737611587795,0.06243857586514214,0.07784844716343724,15.176496363562428,0.33039554107668456,0.07784844716343724
10.0,68,10.0,24.0,10,50,10.0,24
10.0,39,10.0,24.0,10,68,10,24
10.0,38,10.0,24.0,10,24,10,24
10.0,47,10.0,24.0,10,56,10,24
10.0,43,10.0,24.0,10,34,10,24
11.0,42,14.0,24.0,10,55,10,24
10.0,73,10.0,24.0,10,33,10,24
10.0,42,10.0,24.0,11,34,10,24
10.0,46,10.0,24.0,10,53,10,24
10.0,53,11.0,24.0,10,56,10,24
10.0,45,10.0,24.0,10,63,10,24
10.0,63,10.0,24.0,10,58,10,24
10.0,24,10.0,24.0,10,63,10,24
10.0,38,15.0,24.0,10,26,10,24
10.0,38,10.0,24.0,10,33,10,24
10.0,58,11.0,24.0,10,35,10,24
10.0,48,10.0,24.0,10,68,10,24
10.0,49,10.0,24.0,10,58,10,24
10.0,45,10.0,24.0,10,53,10,24
10.0,29,11.0,24.0,10,46,10,24
10.0,37,10.0,24.0,10,53,10,24
10.0,38,10.0,24.0,10,49,10,24
10.0,34,10.0,24.0,10,40,10,24
10.0,42,10.0,24.0,10,47,10,24
10.0,37,10.0,24.0,10,37,10,24
10.0,43,10.0,24.0,10,53,10,24
10.0,25,10.0,24.0,10,24,10,24
10.0,50,10.0,24.0,10,51,10,24
10.0,53,10.0,24.0,10,54,10,24
10.0,50,10.0,24.0,10,58,10,24
10.0,64,11.0,24.0,10,67,10,24
10.0,41,10.0,24.0,10,35,10,24
10.0,63,10.0,24.0,10,71,10,24
10.0,29,10.0,24.0,10,25,10,24
10.0,37,10.0,24.0,10,26,11,24
10.0,33,12.0,24.0,10,51,10,24
10.0,33,10.0,24.0,10,94,10,24
10.0,60,10.0,24.0,10,74,10,24
10.0,60,10.0,24.0,10,35,10,24
10.0,37,10.0,24.0,10,59,10,24
10.0,47,10.0,24.0,10,31,10,24
10.0,28,10.0,24.0,10,64,10,24
10.0,60,10.0,24.0,10,25,10,24
10.0,62,10.0,24.0,10,83,10,24
10.0,59,12.0,24.0,10,64,10,24
10.0,64,10.0,24.0,10,30,10,24
10.0,45,10.0,24.0,10,38,10,24
10.0,56,10.0,24.0,10,55,10,24
10.0,62,10.0,24.0,10,29,10,24
10.0,49,10.0,24.0,10,26,10,24
10.0,52,10.0,24.0,10,94,10,24
10.0,43,10.0,24.0,10,45,10,24
10.0,73,10.0,24.0,10,44,10,24
