(TS : gneJ00  Phase : 0),(TS : gneJ00  Phase : 2),(TS : gneJ00  Phase : 4),(TS : gneJ00  Phase : 6),(TS : gneJ9  Phase : 0),(TS : gneJ9  Phase : 2),(TS : gneJ9  Phase : 4),(TS : gneJ9  Phase : 6)
10.023391812865498,44.81640625,10.077972709551657,24.009746588693957,10.008130081300813,48.9349593495935,10.060975609756097,24.010162601626018
0.03843917786669401,99.95848083496094,0.3331015431148805,0.00965159270278794,0.008063983078855178,208.92259898208738,0.40685108070592896,0.010059323154207152
0.1960591182952071,9.99792382622317,0.5771494980634398,0.09824251983122145,0.0897996830665631,14.4541550767275,0.637848791412141,0.10029617716646608
10.0,34,10.0,24.0,10,62,10.0,24
10.0,35,10.0,24.0,10,49,10,24
10.0,45,10.0,24.0,10,52,10,24
10.0,41,10.0,24.0,10,42,10,24
10.0,36,10.0,24.0,10,44,10,24
10.0,49,10.0,24.0,10,49,10,24
10.0,51,10.0,24.0,10,49,10,24
10.0,43,10.0,24.0,10,55,10,24
10.0,41,10.0,24.0,10,48,10,24
10.0,47,10.0,24.0,10,53,10,24
10.0,35,10.0,24.0,10,36,10,24
10.0,47,10.0,25.0,10,55,10,24
10.0,57,10.0,24.0,10,57,10,24
10.0,63,10.0,24.0,10,59,10,24
10.0,40,10.0,24.0,10,53,10,24
10.0,63,10.0,24.0,10,56,10,24
10.0,50,10.0,24.0,10,44,10,24
10.0,58,10.0,24.0,10,64,10,24
10.0,41,10.0,24.0,10,52,10,24
10.0,61,10.0,24.0,10,54,10,24
10.0,46,10.0,24.0,10,61,10,24
10.0,36,10.0,24.0,10,71,10,24
10.0,50,10.0,24.0,10,35,10,24
10.0,41,10.0,24.0,10,35,10,24
10.0,43,10.0,24.0,10,64,10,24
10.0,39,10.0,24.0,10,45,10,24
11.0,44,10.0,24.0,10,58,10,24
10.0,51,10.0,24.0,10,41,10,24
10.0,48,10.0,24.0,10,45,10,24
10.0,39,10.0,24.0,10,47,10,24
10.0,49,10.0,24.0,10,43,10,24
10.0,36,10.0,24.0,10,48,10,24
11.0,46,10.0,24.0,10,36,10,24
10.0,33,10.0,24.0,10,30,10,24
10.0,33,10.0,24.0,10,45,10,24
10.0,39,10.0,24.0,10,49,10,24
10.0,47,10.0,24.0,10,41,10,24
10.0,43,10.0,24.0,10,29,10,24
10.0,48,10.0,24.0,10,50,10,24
10.0,29,10.0,24.0,10,55,10,24
10.0,49,10.0,24.0,10,33,10,24
10.0,42,10.0,24.0,10,37,10,24
10.0,29,10.0,24.0,10,27,10,24
10.0,47,10.0,24.0,10,74,10,24
10.0,32,10.0,24.0,10,73,10,24
10.0,46,10.0,24.0,10,50,10,24
10.0,32,10.0,24.0,10,42,10,24
10.0,43,10.0,24.0,10,45,10,24
10.0,37,10.0,24.0,10,50,10,24
10.0,46,10.0,24.0,10,43,10,24
10.0,43,10.0,24.0,10,60,10,24
10.0,43,10.0,24.0,10,55,10,24
10.0,52,10.0,24.0,10,47,10,24
10.0,50,10.0,24.0,10,30,10,24
10.0,43,10.0,24.0,10,52,10,24
10.0,39,10.0,24.0,10,44,10,24
10.0,51,10.0,24.0,10,45,10,24
