(TS : gneJ00  Phase : 0),(TS : gneJ00  Phase : 2),(TS : gneJ00  Phase : 4),(TS : gneJ00  Phase : 6),(TS : gneJ9  Phase : 0),(TS : gneJ9  Phase : 2),(TS : gneJ9  Phase : 4),(TS : gneJ9  Phase : 6)
10.009746588693957,44.48927875243665,10.376218323586745,24.009746588693957,10.013916500994036,46.72564612326044,10.023809523809524,24.007952286282308
0.013550228180370789,75.39608388526004,2.7765884279683397,0.00965159270278794,0.013722831994118789,148.00425281314102,0.10657596371882085,0.007889047425190409
0.11640544738271826,8.683091839043282,1.6663098235227265,0.09824251983122145,0.11714449194955258,12.165699848884199,0.3264597428762402,0.08882030975621741
10.0,50.0,10.0,24.0,10,71,10.0,24
10.0,55.0,10.0,24.0,10,29,10,24
10.0,45.0,10.0,24.0,10,85,10,24
10.0,39.0,14.0,24.0,10,64,10,24
10.0,57.0,10.0,24.0,10,73,10,24
10.0,47.0,10.0,24.0,10,25,10,24
10.0,31.0,14.0,24.0,10,53,17,24
10.0,28.0,10.0,24.0,10,26,10,24
10.0,68.0,10.0,24.0,10,67,10,24
10.0,58.0,10.0,24.0,10,59,10,24
10.0,51.0,15.0,24.0,10,54,10,24
10.0,63.0,10.0,24.0,10,56,10,24
10.0,37.0,10.0,24.0,10,45,10,24
10.0,52.0,11.0,24.0,10,56,10,24
10.0,45.0,11.0,24.0,10,49,10,24
10.0,50.0,10.0,24.0,10,66,10,24
10.0,46.0,10.0,24.0,10,57,10,24
10.0,45.0,10.0,24.0,10,24,10,24
10.0,57.0,10.0,24.0,10,69,10,24
10.0,28.0,10.0,24.0,10,40,10,24
10.0,45.0,10.0,24.0,10,41,10,24
10.0,37.0,11.0,24.0,10,65,10,24
10.0,66.0,10.0,24.0,10,76,10,24
10.0,36.0,10.0,24.0,10,27,10,24
10.0,53.0,10.0,24.0,10,28,10,24
10.0,25.0,10.0,24.0,10,71,10,24
10.0,53.0,10.0,24.0,10,39,10,24
10.0,48.0,10.0,24.0,10,54,10,24
10.0,42.0,10.0,24.0,10,35,10,24
10.0,26.0,10.0,24.0,10,47,10,24
10.0,49.0,10.0,24.0,10,38,10,24
10.0,49.0,10.0,24.0,10,52,10,24
10.0,40.0,10.0,24.0,10,28,10,24
10.0,34.0,10.0,24.0,10,46,10,24
10.0,45.0,10.0,24.0,10,49,10,24
11.0,46.0,10.0,24.0,10,61,10,24
10.0,47.0,10.0,24.0,10,50,10,24
10.0,63.0,10.0,24.0,10,58,10,24
10.0,45.0,10.0,24.0,10,48,10,24
10.0,47.0,10.0,24.0,10,54,10,24
10.0,54.0,10.0,24.0,10,61,10,24
10.0,55.0,10.0,24.0,10,50,10,24
10.0,52.0,10.0,24.0,10,50,10,24
10.0,47.0,10.0,24.0,10,40,10,24
10.0,50.0,10.0,24.0,10,60,10,24
10.0,45.0,10.0,24.0,10,24,10,24
10.0,44.0,10.0,24.0,10,39,10,24
10.0,62.0,10.0,24.0,10,55,10,24
10.0,49.0,11.0,24.0,10,43,10,24
10.0,48.0,10.0,24.0,10,55,10,24
10.0,48.0,10.0,24.0,10,39,10,24
10.0,56.0,10.0,24.0,10,70,10,24
10.0,42.0,10.0,24.0,10,38,10,24
10.0,32.0,10.0,24.0,10,72,10,24
10.0,39.0,10.0,24.0,10,49,10,24
10.0,39.0,10.0,24.0,10,52,10,24
10.0,47.0,10.0,24.0,10,66,10,24
10.0,44.0,10.0,24.0,10,53,10,24
10.0,40.0,10.0,24.0,10,50,10,24
10.0,43.0,10.0,24.0,10,45,10,24
10.0,47.0,10.0,24.0,10,51,10,24
10.0,45.0,10.0,24.0,10,43,10,24
10.0,53.0,10.0,24.0,10,42,10,24
10.0,38.0,10.0,24.0,10,46,10,24
10.0,51.0,10.0,24.0,10,27,10,24
10.0,42.0,10.0,24.0,10,24,10,24
10.0,24.0,10.0,24.0,10,57,10,24
10.0,41.0,10.0,24.0,10,55,10,24
10.0,48.0,10.0,24.0,10,52,10,24
10.0,40.0,10.0,24.0,10,49,10,24
10.0,58.0,10.0,24.0,10,43,10,24
10.0,40.0,10.0,24.0,10,33,10,24
