(TS : gneJ00  Phase : 0),(TS : gneJ00  Phase : 2),(TS : gneJ00  Phase : 4),(TS : gneJ00  Phase : 6),(TS : gneJ9  Phase : 0),(TS : gneJ9  Phase : 2),(TS : gneJ9  Phase : 4),(TS : gneJ9  Phase : 6)
10.169811320754716,40.658490566037734,10.303201506591337,24.58679245283019,10.253438113948919,44.42436149312377,10.239215686274509,24.69744597249509
0.7522961908152369,383.1909184763261,2.3016658332180695,27.536806692773222,1.5683820889991928,527.5448682072403,1.6329719338715885,28.839698781462182
0.8673500970284358,19.575262922278366,1.5171241983496504,5.2475524478344395,1.252350625423724,22.96834491658553,1.277877902567999,5.37026058785439
10,25,11.0,26,12,30,11.0,25
11,24,12.0,26,10,24,10,24
10,28,11.0,28,11,29,11,26
11,24,11.0,24,10,25,12,25
12,29,10.0,24,10,27,11,29
10,25,10.0,31,10,25,11,24
11,27,14.0,25,12,25,12,24
10,24,13.0,25,10,24,10,27
10,26,10.0,24,10,24,10,24
11,25,11.0,24,10,24,11,24
10,24,10.0,24,16,25,10,25
11,25,10.0,24,10,24,10,26
10,25,10.0,24,11,27,11,24
12,24,10.0,28,10,25,10,24
10,26,10.0,24,11,29,11,25
10,24,10.0,24,11,25,12,27
11,25,10.0,25,10,24,10,24
10,24,12.0,24,11,25,11,25
12,25,11.0,24,10,25,13,24
13,25,10.0,24,10,25,12,25
11,24,10.0,28,10,24,10,25
10,24,12.0,25,15,26,13,27
11,24,10.0,24,10,24,10,24
11,24,10.0,24,13,25,11,24
10,24,11.0,24,11,24,10,24
10,24,12.0,25,10,24,13,24
10,28,10.0,25,10,24,10,27
11,24,10.0,24,10,24,10,24
11,24,10.0,24,10,24,12,25
10,24,10.0,24,12,24,10,25
10,25,10.0,26,10,24,10,25
10,24,11.0,24,10,25,13,26
11,24,10.0,26,14,25,11,24
10,24,17.0,25,10,25,10,24
11,24,11.0,26,13,24,12,24
11,24,11.0,24,10,24,10,24
10,30,10.0,25,11,24,10,25
10,24,11.0,24,11,25,10,25
13,24,11.0,25,10,24,10,26
10,24,10.0,25,10,24,10,24
10,26,10.0,24,14,26,10,25
10,25,11.0,24,10,25,10,25
10,25,12.0,24,10,24,10,33
12,27,10.0,24,10,24,10,26
11,24,10.0,24,10,24,11,24
10,24,10.0,24,11,24,10,24
10,25,11.0,24,11,26,10,25
11,25,10.0,25,12,24,11,24
10,24,11.0,25,10,24,10,25
12,26,11.0,24,10,24,11,25
10,24,11.0,24,12,25,10,24
10,24,11.0,24,10,24,12,24
10,25,10.0,24,10,24,10,24
10,24,10.0,24,10,24,10,24
10,27,10.0,24,10,27,11,24
14,27,12.0,25,11,25,13,25
11,29,10.0,24,10,24,10,25
10,28,15.0,25,11,31,10,28
11,24,15.0,26,10,29,10,26
12,25,13.0,25,13,24,10,32
17,30,15.0,25,10,27,11,38
12,26,11.0,25,15,27,10,25
10,27,15.0,26,14,25,12,24
14,24,15.0,25,14,34,11,30
10,24,10.0,24,22,35,15,24
10,24,13.0,27,10,24,11,24
10,25,10.0,24,11,24,11,24
10,24,11.0,24,11,25,10,24
13,24,10.0,24,10,24,12,25
10,24,10.0,24,10,24,10,24
12,24,11.0,27,10,24,11,24
13,24,10.0,24,11,25,10,25
10,26,10.0,25,10,24,11,24
10,24,10.0,26,10,24,10,25
10,24,10.0,24,10,26,10,24
10,24,10.0,24,10,24,10,24
10,24,11.0,24,11,25,10,24
10,24,10.0,24,10,24,10,24
10,24,10.0,24,10,25,10,24
10,24,11.0,24,10,24,10,25
10,24,10.0,24,10,24,10,25
10,24,10.0,25,10,24,10,24
10,24,10.0,24,11,24,10,24
10,24,10.0,24,11,25,10,24
10,26,10.0,24,10,25,10,24
10,28,10.0,24,11,28,11,53
12,26,23.0,31,10,24,25,24
10,24,21.0,24,11,24,10,24
10,24,11.0,24,10,24,10,24
10,25,10.0,24,11,24,10,24
10,24,10.0,24,10,24,10,24
10,24,10.0,24,10,24,10,24
10,25,10.0,25,10,24,11,24
10,27,10.0,25,10,25,11,24
10,24,10.0,25,10,24,11,24
10,24,10.0,24,10,24,10,25
10,24,10.0,24,10,24,10,24
11,24,10.0,24,10,30,11,24
10,27,10.0,25,11,27,17,34
10,30,16.0,59,10,24,10,24
10,24,10.0,24,10,24,10,24
10,24,11.0,25,11,24,10,24
10,24,10.0,25,10,24,10,24
10,24,10.0,24,10,24,10,24
10,24,10.0,24,10,24,10,25
10,24,10.0,24,10,24,10,24
11,24,10.0,24,10,24,10,24
10,24,10.0,25,10,24,10,24
10,24,10.0,24,12,24,10,24
11,24,10.0,24,10,24,10,24
10,24,10.0,24,10,24,10,24
10,24,10.0,24,10,24,10,24
10,24,11.0,24,10,24,10,24
10,24,10.0,24,10,24,10,25
10,24,10.0,24,10,24,10,24
10,24,10.0,27,10,24,10,24
10,24,10.0,24,10,24,10,24
10,24,10.0,24,10,24,11,25
10,25,10.0,24,10,24,10,24
10,24,10.0,24,10,24,10,24
11,24,10.0,24,10,24,10,24
10,24,10.0,24,10,24,10,24
10,24,10.0,24,10,24,10,24
10,24,10.0,24,10,24,10,24
10,24,10.0,24,10,24,10,24
10,24,10.0,24,10,24,10,24
10,24,10.0,24,10,24,10,24
10,24,10.0,24,10,24,10,24
10,24,10.0,24,10,24,10,24
10,24,10.0,24,10,24,10,24
10,24,11.0,24,10,24,10,24
10,24,10.0,24,10,24,10,24
10,24,10.0,24,10,24,10,24
10,24,10.0,24,10,24,10,24
10,24,10.0,24,11,24,10,24
10,29,10.0,24,10,24,10,24
10,87,10.0,24,11,100,10,24
25,84,25.0,100,23,100,25,54
10,33,10.0,24,10,49,10,24
10,24,10.0,24,10,24,10,24
11,24,10.0,24,10,24,10,24
10,24,10.0,24,10,24,10,24
10,24,10.0,24,10,24,10,24
10,24,10.0,24,10,24,10,24
10,24,10.0,24,10,24,10,24
10,24,10.0,25,10,24,10,24
10,24,10.0,24,10,24,10,24
10,24,10.0,24,10,24,10,24
10,24,10.0,24,10,24,10,24
10,24,10.0,24,10,24,10,24
10,24,10.0,24,10,24,10,24
