(TS : gneJ00  Phase : 0),(TS : gneJ00  Phase : 2),(TS : gneJ00  Phase : 4),(TS : gneJ00  Phase : 6),(TS : gneJ9  Phase : 0),(TS : gneJ9  Phase : 2),(TS : gneJ9  Phase : 4),(TS : gneJ9  Phase : 6)
10.015355086372361,43.23992322456814,10.061302681992338,24.032629558541267,10.01394422310757,47.03792415169661,10.0199203187251,24.00796812749004
0.015119307694858185,87.91364605936465,0.17248719190851575,0.11985661709174371,0.013749781749496037,184.58339209803944,0.023507563372009974,0.007904636434342313
0.12296059407329726,9.376227709445022,0.4153157737294789,0.34620314425456006,0.11725946336861702,13.58614706596537,0.1533217641824212,0.08890802232837211
10,62,10.0,24,10,55,10.0,24
10,38,10.0,24,10,57,10,24
10,37,10.0,24,10,44,10,24
10,35,10.0,24,10,62,10,24
10,60,10.0,24,10,59,10,24
10,40,10.0,24,10,42,10,24
10,48,10.0,24,10,53,10,24
10,45,10.0,24,10,47,10,24
10,50,10.0,24,10,51,10,24
10,40,10.0,24,10,51,10,24
10,42,10.0,24,10,46,10,24
10,55,10.0,24,10,51,10,24
10,45,10.0,24,10,56,10,24
10,31,10.0,24,10,27,10,24
10,38,10.0,24,10,49,10,25
10,61,10.0,24,10,59,10,24
10,45,10.0,24,10,52,10,24
10,56,10.0,24,10,56,10,24
10,45,10.0,24,10,48,10,24
10,45,10.0,24,10,90,11,24
10,43,10.0,24,10,46,10,24
10,42,10.0,24,10,31,10,24
11,24,10.0,24,10,30,10,24
10,26,10.0,24,11,27,10,24
10,41,10.0,24,10,60,10,24
10,48,10.0,24,10,44,10,24
10,36,10.0,24,10,24,10,24
10,24,10.0,24,10,53,10,24
10,45,10.0,24,10,27,10,24
10,26,10.0,24,10,50,10,24
10,44,10.0,24,10,47,10,24
10,49,10.0,24,11,47,10,24
10,46,10.0,24,10,57,10,24
10,60,10.0,24,10,58,10,24
10,55,10.0,24,10,34,10,24
10,38,10.0,24,10,52,10,24
10,52,10.0,24,10,28,10,24
10,37,10.0,24,10,52,10,24
10,57,10.0,24,10,50,10,24
10,36,10.0,24,10,52,10,24
10,54,10.0,24,10,27,10,24
10,35,10.0,24,10,38,10,24
10,49,10.0,24,10,52,10,24
10,46,10.0,24,10,28,10,24
10,39,10.0,24,10,57,10,24
10,44,10.0,24,10,46,10,24
10,40,10.0,24,10,52,10,24
10,48,10.0,24,10,24,10,24
10,33,10.0,24,10,57,10,24
10,52,10.0,24,10,49,10,24
10,40,10.0,24,10,56,10,24
10,46,10.0,24,10,41,10,24
10,41,10.0,24,10,56,10,24
10,56,10.0,24,10,48,10,24
10,39,10.0,24,10,58,10,24
10,35,10.0,25,10,42,10,24
10,24,10.0,24,10,43,10,24
10,24,10.0,24,10,55,10,24
10,36,10.0,24,10,30,10,24
11,52,10.0,24,10,63,10,24
10,33,10.0,24,10,37,10,24
10,57,10.0,24,10,35,10,24
10,38,10.0,24,10,33,10,24
10,34,10.0,24,10,58,10,24
10,38,10.0,24,10,33,10,24
10,43,10.0,24,10,34,10,24
10,36,10.0,24,10,57,10,24
10,49,10.0,24,10,45,10,24
10,45,10.0,24,10,51,10,24
10,49,10.0,24,10,46,10,24
10,44,11.0,24,10,31,10,24
10,46,10.0,24,10,48,10,24
10,35,10.0,24,10,48,10,24
10,42,10.0,24,10,57,10,24
10,49,10.0,24,10,45,10,24
10,50,10.0,24,10,70,10,24
10,62,10.0,24,10,71,11,24
10,37,10.0,24,10,59,10,24
10,65,10.0,24,10,59,10,24
10,36,10.0,24,10,45,10,24
10,35,10.0,24,10,54,10,24
10,43,10.0,24,10,50,10,24
10,40,10.0,24,10,52,10,24
10,54,10.0,24,10,56,10,24
11,45,10.0,24,10,72,10,24
10,50,10.0,24,10,39,10,24
10,50,10.0,24,10,32,10,24
10,53,10.0,24,10,79,10,24
10,43,10.0,24,10,33,10,24
10,69,10.0,24,10,58,10,24
10,52,10.0,24,10,55,10,24
10,41,10.0,24,10,64,10,24
10,44,10.0,24,10,30,10,24
10,50,10.0,24,10,62,10,24
10,67,10.0,24,10,48,10,24
10,39,10.0,24,10,56,10,24
10,48,10.0,24,10,68,10,24
10,49,10.0,24,10,53,10,24
10,45,10.0,24,10,26,10,24
10,38,10.0,24,10,46,10,24
10,40,10.0,24,10,37,10,24
10,50,10.0,24,10,32,10,24
10,30,10.0,24,10,68,10,24
10,48,10.0,24,10,52,10,24
10,33,10.0,24,10,42,10,24
10,57,10.0,24,10,63,10,24
10,41,10.0,24,10,26,10,24
10,41,10.0,24,10,63,10,24
10,37,10.0,24,10,36,10,24
10,56,10.0,24,10,38,10,24
10,29,10.0,24,10,30,10,24
11,57,12.0,24,10,76,11,24
10,36,10.0,24,10,31,10,24
10,58,10.0,25,10,68,10,24
10,44,10.0,24,10,29,10,24
10,38,10.0,24,10,40,10,24
10,34,10.0,24,10,88,10,24
10,57,12.0,24,10,52,10,24
10,55,10.0,24,10,41,10,24
10,50,10.0,24,10,31,10,24
10,54,10.0,24,10,63,10,24
10,40,10.0,24,10,39,10,24
10,41,10.0,24,11,74,10,24
10,40,10.0,24,10,55,10,24
10,48,11.0,24,10,44,10,24
10,35,10.0,24,10,41,10,24
10,25,10.0,24,10,61,10,24
10,43,10.0,24,10,40,10,24
10,47,10.0,24,10,53,10,24
10,36,10.0,25,10,68,10,24
10,38,10.0,24,10,41,10,24
10,55,10.0,24,10,70,10,24
10,44,10.0,24,10,54,10,24
10,43,10.0,24,10,45,10,24
10,42,10.0,24,10,42,10,24
10,55,10.0,24,10,43,10,24
10,34,10.0,24,10,48,11,24
10,38,10.0,24,10,59,10,24
10,33,10.0,24,10,27,10,24
10,43,10.0,24,10,67,10,24
10,40,10.0,24,10,29,10,24
10,38,10.0,24,10,37,10,24
10,44,10.0,24,10,47,10,24
10,58,10.0,24,10,60,10,24
10,41,10.0,24,10,35,10,24
10,59,10.0,24,10,24,10,24
10,30,10.0,24,10,31,10,24
10,48,10.0,24,10,36,10,24
10,27,10.0,24,10,44,10,24
10,56,10.0,24,10,80,10,24
10,29,10.0,24,10,61,10,24
10,46,10.0,24,10,59,10,24
10,45,10.0,24,10,45,10,24
10,31,10.0,24,10,33,10,24
10,40,10.0,24,10,32,10,24
10,52,10.0,24,10,38,10,24
10,50,10.0,24,10,42,10,24
10,53,10.0,24,10,37,10,24
10,27,10.0,24,10,45,10,24
10,31,10.0,24,10,49,10,24
10,41,10.0,24,10,67,10,24
10,38,10.0,24,10,34,10,24
10,58,10.0,24,10,77,10,24
10,36,10.0,24,10,41,10,24
10,44,10.0,24,10,48,10,24
11,42,10.0,24,10,55,10,24
10,54,10.0,24,10,61,10,24
10,42,10.0,24,10,29,10,24
10,37,10.0,24,10,48,10,24
10,53,10.0,24,10,47,10,24
10,41,10.0,24,10,30,10,24
10,34,10.0,24,10,32,10,24
10,46,10.0,24,10,28,10,24
10,61,10.0,24,10,30,10,24
10,33,10.0,24,10,50,10,24
10,40,10.0,24,10,33,10,24
10,42,10.0,24,10,49,10,24
10,25,10.0,24,10,27,10,24
10,35,11.0,24,10,43,10,24
10,24,10.0,24,10,28,10,24
10,36,11.0,24,10,63,10,24
10,45,10.0,24,10,61,10,24
10,37,10.0,24,10,68,10,24
10,48,10.0,24,10,35,10,24
10,29,10.0,24,10,81,10,24
10,34,10.0,24,10,42,10,24
10,37,10.0,24,10,36,10,24
10,57,10.0,24,10,46,10,24
10,48,10.0,24,10,42,10,24
10,57,11.0,24,10,33,10,24
10,46,10.0,24,10,51,10,24
10,48,10.0,24,10,30,10,24
10,30,10.0,24,10,47,10,24
10,42,10.0,24,10,50,10,24
10,32,10.0,24,10,29,10,24
10,42,10.0,24,10,44,10,24
10,37,10.0,24,10,43,10,24
10,31,10.0,24,10,58,10,24
10,45,10.0,24,10,39,10,24
10,34,10.0,24,10,43,10,24
10,37,10.0,24,10,58,10,24
10,39,10.0,24,10,74,10,24
10,28,10.0,24,10,34,10,24
10,54,10.0,24,10,25,10,24
10,33,10.0,24,10,27,10,24
10,46,10.0,24,10,75,10,24
10,43,10.0,24,10,77,10,24
10,40,10.0,24,10,33,10,24
10,49,10.0,24,10,24,10,24
10,55,10.0,24,10,78,10,24
10,42,10.0,25,10,79,10,24
10,36,10.0,24,10,50,10,24
10,58,10.0,31,10,30,10,24
10,43,10.0,24,10,80,10,24
10,60,10.0,24,10,31,10,24
10,63,10.0,24,10,45,10,24
10,39,10.0,24,10,55,10,24
10,51,10.0,24,10,38,10,24
10,54,10.0,24,10,63,10,24
10,55,10.0,24,10,55,10,24
10,49,10.0,24,10,45,10,24
10,32,10.0,24,10,47,10,24
10,49,10.0,24,10,63,10,24
10,46,10.0,24,10,58,10,24
10,57,10.0,24,10,60,10,24
10,34,10.0,24,10,50,10,24
10,69,10.0,24,10,65,10,24
10,36,10.0,24,10,56,10,24
10,42,10.0,24,10,47,10,24
10,37,10.0,24,10,41,10,24
10,60,10.0,24,10,92,10,24
10,41,10.0,24,10,49,10,24
10,58,10.0,24,10,51,10,24
10,62,10.0,24,10,45,11,24
10,42,10.0,24,10,41,10,24
10,58,10.0,24,10,57,10,24
10,24,10.0,24,10,37,10,24
10,62,10.0,24,10,34,10,24
10,36,10.0,24,10,48,10,24
10,61,10.0,24,10,45,10,24
10,39,10.0,24,10,37,10,24
10,44,10.0,24,10,32,10,24
10,51,10.0,24,10,29,10,24
10,40,10.0,24,10,70,10,24
10,56,10.0,24,10,60,10,24
10,37,10.0,24,10,44,10,24
10,32,10.0,24,10,56,10,24
10,33,10.0,24,10,36,10,24
10,54,10.0,24,10,55,10,24
10,34,10.0,24,10,43,10,24
10,24,10.0,24,10,40,10,24
10,33,10.0,24,10,47,10,24
10,47,10.0,24,10,45,10,24
10,47,10.0,24,10,54,10,24
10,46,10.0,24,10,41,10,24
10,39,10.0,24,10,46,10,24
10,56,10.0,24,10,41,10,24
10,33,10.0,24,10,47,10,24
10,38,10.0,24,10,32,10,24
10,31,10.0,24,10,34,10,24
10,37,10.0,24,10,24,10,24
10,34,10.0,24,10,60,10,24
10,45,10.0,24,10,35,10,24
10,47,10.0,24,10,56,10,24
10,52,10.0,24,10,47,10,24
10,38,10.0,24,10,37,10,24
10,49,10.0,24,10,27,10,24
10,35,10.0,24,10,43,10,24
10,46,10.0,24,10,50,10,24
10,31,10.0,26,10,31,10,24
10,34,10.0,24,10,63,10,24
10,25,10.0,24,10,54,10,24
