(TS : gneJ00  Phase : 0),(TS : gneJ00  Phase : 2),(TS : gneJ00  Phase : 4),(TS : gneJ00  Phase : 6),(TS : gneJ9  Phase : 0),(TS : gneJ9  Phase : 2),(TS : gneJ9  Phase : 4),(TS : gneJ9  Phase : 6)
10.025742574257425,46.154761904761905,10.25148514851485,24.005940594059407,10.012145748987853,48.445344129554655,10.086868686868687,24.008097165991902
0.08844623076169006,121.80541383219956,1.546656210175473,0.00590530340162729,0.011998229769378284,211.42515038764773,0.7459891847770639,0.008031601894802409
0.2973991102234337,11.036549000126787,1.243646336454007,0.07684597192844457,0.10953643124266138,14.540465961847568,0.8637066543549747,0.08961920494404316
10.0,39,10.0,24.0,10,55,10.0,24
10.0,36,10.0,24.0,10,38,10,24
10.0,28,10.0,24.0,10,35,11,24
10.0,37,10.0,24.0,10,65,10,24
10.0,47,10.0,24.0,10,42,10,24
10.0,41,10.0,24.0,10,49,10,24
10.0,39,10.0,24.0,10,43,10,24
10.0,30,10.0,24.0,10,25,10,24
10.0,46,10.0,24.0,10,45,10,24
10.0,43,10.0,24.0,10,53,10,24
10.0,44,10.0,24.0,10,41,10,24
10.0,44,10.0,24.0,10,45,10,24
10.0,52,10.0,24.0,10,53,10,24
10.0,47,10.0,24.0,10,59,10,24
10.0,44,10.0,24.0,10,44,10,24
10.0,55,10.0,24.0,10,54,10,24
10.0,40,10.0,24.0,10,43,10,24
10.0,62,10.0,24.0,10,53,10,24
10.0,54,10.0,24.0,10,29,10,24
10.0,63,10.0,24.0,10,78,10,24
10.0,51,10.0,24.0,10,67,10,24
10.0,59,10.0,24.0,10,27,10,24
10.0,54,10.0,24.0,10,84,10,24
10.0,52,10.0,24.0,10,60,10,24
10.0,60,10.0,24.0,10,64,10,24
10.0,63,10.0,24.0,10,61,10,24
10.0,62,10.0,24.0,10,49,10,24
10.0,68,10.0,24.0,10,65,10,24
10.0,55,10.0,24.0,10,56,10,24
10.0,62,10.0,24.0,10,55,10,24
10.0,34,10.0,24.0,10,34,10,24
10.0,62,23.0,24.0,10,74,10,24
10.0,41,10.0,24.0,10,44,10,24
10.0,37,10.0,24.0,10,39,10,24
10.0,35,10.0,24.0,10,31,10,24
10.0,70,10.0,24.0,10,79,10,24
10.0,69,10.0,24.0,10,58,10,24
10.0,58,10.0,24.0,10,61,10,24
10.0,53,10.0,24.0,10,63,10,24
10.0,28,10.0,24.0,10,24,10,24
10.0,27,17.0,24.0,10,31,10,24
10.0,25,17.0,24.0,10,25,10,24
10.0,56,10.0,24.0,10,59,10,24
10.0,79,10.0,24.0,10,71,10,24
10.0,29,10.0,24.0,10,38,10,24
10.0,64,10.0,24.0,10,25,10,24
10.0,64,10.0,24.0,10,92,10,24
10.0,58,10.0,24.0,10,61,10,24
10.0,56,10.0,24.0,10,50,10,24
10.0,55,10.0,24.0,10,64,10,24
10.0,65,10.0,24.0,10,33,10,24
10.0,44,10.0,24.0,10,35,10,24
10.0,55,10.0,24.0,10,47,10,24
10.0,29,10.0,24.0,10,54,10,24
10.0,53,10.0,24.0,10,35,10,24
10.0,44,10.0,24.0,10,37,10,24
10.0,25,10.0,24.0,10,50,10,24
10.0,27,10.0,24.0,10,39,10,24
10.0,46,10.0,24.0,10,59,10,24
10.0,53,11.0,24.0,10,55,10,24
10.0,57,10.0,24.0,11,40,10,24
10.0,48,10.0,24.0,10,68,10,24
10.0,40,10.0,24.0,10,40,10,24
10.0,59,10.0,24.0,10,42,10,24
10.0,38,10.0,24.0,10,48,10,24
10.0,36,10.0,24.0,10,41,10,25
10.0,29,10.0,24.0,10,32,10,24
10.0,43,10.0,24.0,10,47,10,24
10.0,49,10.0,24.0,10,48,10,24
10.0,42,10.0,24.0,10,50,10,24
10.0,43,10.0,24.0,10,36,10,24
10.0,44,10.0,24.0,10,25,10,24
10.0,39,10.0,24.0,10,41,10,24
10.0,38,10.0,24.0,10,51,10,24
10.0,53,10.0,24.0,10,49,10,24
10.0,35,10.0,24.0,10,41,10,24
10.0,55,10.0,24.0,10,53,10,24
10.0,43,10.0,24.0,10,56,10,24
10.0,46,10.0,24.0,10,45,10,24
10.0,33,10.0,24.0,10,27,10,24
10.0,41,10.0,24.0,10,40,10,24
10.0,44,10.0,24.0,10,53,10,24
10.0,44,10.0,24.0,10,44,10,24
10.0,49,10.0,24.0,10,45,10,24
10.0,47,10.0,24.0,10,24,10,24
10.0,33,10.0,24.0,10,59,10,24
10.0,44,10.0,24.0,10,30,10,24
10.0,57,10.0,24.0,10,72,10,24
10.0,44,10.0,24.0,10,53,10,24
10.0,45,10.0,24.0,10,42,10,24
10.0,33,10.0,24.0,10,28,10,24
10.0,62,10.0,24.0,10,50,10,24
10.0,42,10.0,24.0,10,59,10,24
10.0,53,10.0,24.0,10,63,10,24
10.0,36,10.0,24.0,10,24,10,24
10.0,55,10.0,24.0,10,64,10,24
10.0,46,10.0,24.0,10,57,10,24
10.0,35,10.0,24.0,10,70,10,24
10.0,47,10.0,24.0,10,53,10,24
10.0,33,10.0,24.0,10,50,10,24
10.0,47,10.0,24.0,10,52,10,24
10.0,42,10.0,24.0,10,67,10,24
10.0,74,10.0,24.0,10,29,10,24
10.0,28,10.0,24.0,11,29,10,24
10.0,25,10.0,24.0,10,31,10,24
10.0,32,18.0,24.0,10,66,10,24
10.0,65,10.0,24.0,10,50,10,24
10.0,48,10.0,24.0,10,24,10,24
10.0,25,10.0,24.0,10,55,10,24
10.0,57,10.0,24.0,10,54,10,25
10.0,51,12.0,24.0,10,26,10,24
10.0,26,16.0,24.0,10,52,10,24
10.0,48,17.0,24.0,10,43,10,24
10.0,50,10.0,24.0,10,42,10,24
10.0,25,10.0,24.0,10,48,10,24
10.0,48,22.0,24.0,10,48,10,24
10.0,42,11.0,24.0,10,44,10,24
10.0,28,10.0,24.0,10,24,10,24
10.0,29,10.0,24.0,10,58,10,24
10.0,50,14.0,24.0,10,33,10,24
10.0,56,12.0,24.0,10,55,23,24
10.0,54,10.0,24.0,10,73,10,24
10.0,47,10.0,24.0,10,65,10,24
10.0,52,11.0,24.0,10,66,10,24
11.0,61,10.0,24.0,10,66,10,24
10.0,36,10.0,24.0,10,51,10,24
10.0,42,12.0,24.0,10,62,10,24
10.0,45,11.0,24.0,10,64,10,24
10.0,60,10.0,24.0,10,41,10,24
10.0,49,10.0,24.0,10,45,10,24
10.0,37,10.0,24.0,10,50,10,24
10.0,37,16.0,24.0,10,52,10,24
10.0,47,12.0,24.0,10,41,10,24
10.0,43,10.0,24.0,10,63,10,24
10.0,48,15.0,24.0,10,49,10,24
10.0,53,10.0,24.0,10,60,10,24
10.0,41,10.0,24.0,10,62,10,24
10.0,57,10.0,24.0,10,56,10,24
10.0,49,10.0,24.0,10,63,10,24
10.0,61,10.0,24.0,10,33,10,24
10.0,52,11.0,24.0,10,76,10,24
10.0,43,10.0,24.0,10,56,10,24
10.0,42,10.0,24.0,10,53,10,24
10.0,43,11.0,24.0,10,54,10,24
10.0,40,10.0,24.0,10,37,10,24
10.0,41,10.0,24.0,10,34,10,24
10.0,52,15.0,24.0,10,65,10,24
10.0,29,10.0,24.0,10,55,10,24
10.0,30,10.0,24.0,10,45,10,24
10.0,56,10.0,24.0,10,27,10,24
10.0,52,10.0,24.0,10,76,15,24
10.0,46,10.0,24.0,10,29,10,24
10.0,50,10.0,24.0,10,55,10,24
10.0,55,10.0,24.0,10,57,10,24
10.0,40,10.0,24.0,10,59,10,24
10.0,53,11.0,24.0,10,29,10,24
10.0,46,10.0,24.0,10,49,10,24
10.0,53,10.0,24.0,10,30,10,24
10.0,30,10.0,24.0,10,46,10,24
10.0,40,10.0,24.0,10,74,10,24
10.0,36,10.0,24.0,10,50,10,24
10.0,63,10.0,24.0,10,41,10,24
10.0,51,10.0,24.0,10,78,10,24
10.0,28,15.0,24.0,10,45,10,24
10.0,45,10.0,24.0,10,74,10,24
10.0,42,10.0,24.0,10,37,10,24
10.0,38,10.0,24.0,10,39,10,24
10.0,39,10.0,24.0,10,50,10,24
10.0,65,10.0,24.0,10,28,10,24
10.0,39,11.0,24.0,10,39,10,24
10.0,33,10.0,24.0,10,46,10,24
10.0,51,10.0,24.0,10,73,10,24
10.0,47,10.0,24.0,10,45,10,24
10.0,46,10.0,24.0,10,61,10,24
10.0,52,10.0,24.0,10,26,10,24
10.0,34,10.0,24.0,10,85,10,24
10.0,45,10.0,24.0,10,29,10,24
10.0,62,10.0,24.0,10,27,10,24
10.0,38,10.0,24.0,10,33,10,24
10.0,63,10.0,24.0,10,48,10,24
10.0,34,10.0,24.0,10,66,10,24
10.0,26,10.0,24.0,10,38,10,24
10.0,39,10.0,24.0,10,54,10,25
10.0,29,10.0,24.0,10,30,10,24
10.0,30,12.0,24.0,10,47,10,24
10.0,26,10.0,24.0,10,35,10,24
10.0,33,10.0,24.0,10,50,10,24
10.0,53,10.0,24.0,10,32,10,24
10.0,24,10.0,24.0,10,62,10,24
10.0,55,10.0,24.0,10,24,10,24
10.0,33,10.0,24.0,10,54,10,24
10.0,44,10.0,24.0,10,24,10,24
10.0,45,10.0,24.0,10,24,10,24
10.0,46,10.0,24.0,10,53,10,24
10.0,24,10.0,24.0,10,49,10,24
10.0,56,10.0,24.0,10,67,10,24
10.0,24,10.0,24.0,10,51,10,24
10.0,54,10.0,24.0,10,47,10,24
10.0,40,10.0,24.0,10,53,10,24
10.0,56,10.0,24.0,10,49,10,24
10.0,45,10.0,24.0,10,36,10,24
16.0,43,10.0,24.0,10,57,10,24
10.0,42,10.0,24.0,10,40,10,24
10.0,51,10.0,24.0,10,58,10,24
10.0,46,10.0,24.0,10,60,10,24
10.0,38,10.0,24.0,10,62,10,24
10.0,58,10.0,24.0,10,42,10,24
10.0,32,10.0,24.0,10,72,10,24
10.0,52,10.0,24.0,10,25,10,24
10.0,51,10.0,24.0,10,52,10,24
10.0,51,10.0,24.0,10,48,10,24
10.0,34,10.0,24.0,10,49,10,24
10.0,48,10.0,24.0,10,46,10,24
10.0,34,10.0,24.0,10,50,10,24
10.0,27,10.0,24.0,10,41,10,24
10.0,48,10.0,24.0,10,44,10,24
10.0,44,10.0,24.0,10,40,10,24
10.0,45,10.0,24.0,10,49,10,24
11.0,45,10.0,24.0,10,53,10,24
10.0,51,10.0,24.0,10,24,11,24
10.0,39,10.0,24.0,10,76,10,24
10.0,44,10.0,24.0,10,29,10,24
10.0,43,10.0,24.0,10,69,10,24
10.0,51,10.0,24.0,10,24,10,24
10.0,42,10.0,24.0,10,52,10,24
10.0,52,10.0,24.0,10,58,10,24
10.0,40,10.0,24.0,10,57,10,24
12.0,33,10.0,24.0,11,46,10,24
10.0,51,10.0,24.0,10,77,10,24
10.0,36,10.0,24.0,10,39,10,24
10.0,40,10.0,24.0,10,42,10,24
10.0,60,10.0,24.0,10,58,10,24
10.0,48,10.0,24.0,10,57,10,24
10.0,26,10.0,24.0,10,52,10,24
10.0,51,13.0,24.0,10,45,10,24
10.0,45,10.0,24.0,10,54,10,24
10.0,34,10.0,24.0,10,39,10,24
10.0,48,10.0,24.0,10,49,10,24
10.0,56,10.0,25.0,10,47,10,24
10.0,40,10.0,24.0,10,46,10,24
10.0,45,10.0,24.0,10,38,10,24
10.0,41,10.0,24.0,10,76,10,24
10.0,59,10.0,24.0,10,37,10,24
10.0,39,10.0,24.0,10,28,10,24
10.0,45,10.0,24.0,10,68,10,24
10.0,48,10.0,24.0,10,33,10,24
10.0,47,10.0,24.0,10,49,10,24
10.0,57,10.0,24.0,10,51,10,24
10.0,46,10.0,24.0,10,33,10,24
10.0,43,10.0,24.0,10,34,10,24
10.0,50,10.0,24.0,10,64,10,24
10.0,52,10.0,24.0,10,46,10,24
10.0,32,10.0,24.0,10,60,10,24
10.0,51,10.0,24.0,10,48,10,24
10.0,44,10.0,24.0,10,31,10,24
10.0,40,10.0,24.0,10,74,10,24
10.0,29,10.0,24.0,10,36,10,24
10.0,59,10.0,24.0,10,54,10,24
10.0,44,10.0,24.0,10,75,10,24
10.0,50,10.0,24.0,10,54,10,24
10.0,42,10.0,24.0,10,44,10,24
10.0,45,10.0,24.0,10,45,10,24
10.0,58,10.0,24.0,10,25,11,24
10.0,43,10.0,24.0,10,68,10,24
10.0,30,10.0,24.0,10,38,10,24
10.0,37,10.0,24.0,10,64,10,24
10.0,55,10.0,24.0,10,33,10,24
10.0,38,10.0,24.0,10,52,10,24
10.0,43,10.0,24.0,10,34,10,24
10.0,42,10.0,24.0,10,53,10,24
10.0,48,10.0,24.0,10,39,10,24
10.0,43,10.0,24.0,10,34,10,24
10.0,42,10.0,24.0,10,29,10,24
10.0,55,10.0,24.0,10,70,10,24
10.0,40,10.0,24.0,10,43,10,24
10.0,49,10.0,24.0,10,50,10,24
10.0,42,10.0,24.0,10,24,10,24
10.0,60,10.0,24.0,10,27,10,24
10.0,36,10.0,24.0,10,64,10,24
10.0,55,10.0,24.0,10,48,10,24
10.0,31,10.0,24.0,10,31,10,24
10.0,41,10.0,24.0,10,26,10,24
10.0,34,10.0,24.0,11,59,10,24
10.0,57,10.0,24.0,10,32,10,24
10.0,30,10.0,24.0,10,53,10,24
10.0,46,10.0,24.0,10,46,10,24
10.0,39,10.0,24.0,10,45,10,24
10.0,47,10.0,24.0,10,28,10,24
10.0,34,10.0,24.0,10,68,10,24
10.0,53,10.0,24.0,10,53,10,24
10.0,27,10.0,24.0,10,24,10,24
10.0,37,10.0,24.0,10,32,10,24
10.0,49,10.0,24.0,10,63,10,24
10.0,42,10.0,24.0,10,38,10,24
10.0,48,10.0,24.0,10,31,10,24
10.0,31,10.0,24.0,11,45,10,24
10.0,68,10.0,24.0,10,55,10,24
10.0,40,10.0,24.0,10,54,10,24
10.0,25,17.0,24.0,10,51,10,24
10.0,32,10.0,24.0,10,48,10,24
10.0,62,10.0,24.0,10,63,10,24
10.0,40,10.0,24.0,10,41,10,24
10.0,41,10.0,24.0,10,56,10,24
10.0,32,10.0,24.0,10,44,10,24
10.0,56,10.0,24.0,10,27,10,24
10.0,54,10.0,24.0,10,57,10,24
10.0,51,10.0,24.0,10,74,10,24
10.0,41,10.0,24.0,10,66,10,24
10.0,51,11.0,24.0,10,33,10,24
10.0,46,10.0,24.0,10,63,10,24
10.0,50,15.0,24.0,10,54,10,24
10.0,54,10.0,24.0,10,52,10,24
10.0,47,12.0,24.0,10,58,10,24
10.0,54,10.0,24.0,10,27,10,24
10.0,63,10.0,24.0,10,40,10,24
10.0,58,10.0,24.0,10,58,15,24
10.0,54,10.0,25.0,10,48,10,24
10.0,48,10.0,24.0,10,80,10,24
10.0,52,10.0,24.0,10,63,10,24
10.0,59,10.0,24.0,10,34,10,24
10.0,46,10.0,24.0,10,66,10,24
10.0,29,10.0,24.0,10,43,10,24
10.0,67,12.0,24.0,10,80,10,24
10.0,27,10.0,24.0,10,26,10,24
10.0,58,10.0,24.0,10,74,10,24
10.0,39,10.0,24.0,10,60,10,24
10.0,87,10.0,24.0,10,51,10,24
10.0,69,10.0,24.0,10,39,10,24
10.0,39,10.0,24.0,10,34,10,24
10.0,62,10.0,24.0,10,73,10,24
10.0,72,10.0,24.0,10,34,10,24
10.0,74,10.0,24.0,10,70,10,24
10.0,48,10.0,24.0,10,25,10,24
10.0,55,10.0,24.0,10,68,10,24
10.0,53,10.0,24.0,10,46,10,24
10.0,41,10.0,24.0,10,76,10,24
10.0,34,10.0,24.0,10,71,10,24
10.0,73,10.0,24.0,10,63,10,24
10.0,33,10.0,24.0,10,60,10,24
10.0,63,12.0,24.0,10,57,10,24
10.0,60,10.0,24.0,10,71,10,24
10.0,35,10.0,24.0,10,56,10,24
10.0,35,10.0,24.0,10,25,10,24
10.0,77,10.0,24.0,10,87,10,24
10.0,65,10.0,24.0,10,68,10,24
10.0,61,10.0,24.0,10,50,10,24
10.0,53,10.0,24.0,10,69,10,24
10.0,49,10.0,24.0,10,72,10,24
10.0,56,10.0,24.0,10,30,10,24
10.0,58,10.0,24.0,10,49,10,24
10.0,68,10.0,24.0,10,61,10,24
10.0,56,10.0,24.0,10,50,10,24
10.0,55,10.0,24.0,10,27,10,24
10.0,57,10.0,24.0,10,55,10,24
10.0,56,10.0,24.0,10,44,10,24
10.0,58,10.0,24.0,10,72,10,24
10.0,66,10.0,24.0,10,31,10,24
10.0,52,10.0,24.0,10,69,10,24
10.0,72,10.0,24.0,10,52,10,24
10.0,51,10.0,24.0,10,50,10,24
10.0,54,10.0,24.0,10,24,10,24
10.0,46,10.0,24.0,10,61,10,24
10.0,54,10.0,24.0,10,25,10,24
11.0,53,10.0,24.0,10,63,10,24
10.0,46,10.0,24.0,10,33,10,24
10.0,52,10.0,24.0,10,29,10,24
10.0,48,10.0,25.0,10,54,10,24
