(TS : gneJ00  Phase : 0),(TS : gneJ00  Phase : 2),(TS : gneJ00  Phase : 4),(TS : gneJ00  Phase : 6),(TS : gneJ9  Phase : 0),(TS : gneJ9  Phase : 2),(TS : gneJ9  Phase : 4),(TS : gneJ9  Phase : 6)
10.011605415860735,44.007736943907155,10.015444015444016,24.01158301158301,10.00204918032787,49.778688524590166,10.012269938650308,24.022540983606557
0.011470730183434405,85.33069449172993,0.01906650169198432,0.011448845425679404,0.0020449811878527277,199.168234345606,0.016209366805926707,0.022032887664606295
0.10710149477684429,9.237461474438199,0.1380815038011403,0.10699927768765266,0.04522146821867604,14.112697628221403,0.12731601158505834,0.14843479263503653
10,59,10.0,24.0,10,27,10.0,24
10,43,10.0,24.0,10,74,10,24
10,32,10.0,24.0,10,45,10,24
10,36,10.0,24.0,10,35,10,24
10,35,10.0,24.0,10,58,10,24
10,46,10.0,24.0,10,66,10,24
10,47,11.0,24.0,10,47,10,24
10,48,10.0,24.0,10,66,10,24
10,56,10.0,24.0,10,61,10,24
10,33,10.0,24.0,10,31,10,24
10,42,10.0,24.0,10,47,10,24
10,27,10.0,24.0,10,27,10,25
10,62,10.0,24.0,10,63,10,24
10,52,10.0,24.0,10,63,10,24
10,42,10.0,24.0,10,36,10,24
10,28,10.0,24.0,10,47,10,24
10,49,10.0,24.0,10,68,10,24
10,58,10.0,24.0,10,41,10,24
10,49,10.0,24.0,10,53,10,24
10,50,10.0,24.0,10,42,10,24
10,46,10.0,24.0,10,55,10,24
10,40,10.0,24.0,10,73,10,24
10,42,10.0,24.0,10,55,10,24
11,54,10.0,24.0,10,58,10,24
10,53,10.0,24.0,10,45,10,24
10,38,10.0,24.0,10,53,10,24
10,48,10.0,24.0,10,43,10,24
10,40,10.0,24.0,10,51,10,24
10,43,10.0,24.0,10,27,10,24
10,37,10.0,24.0,10,75,10,24
10,67,10.0,24.0,10,48,10,24
10,39,10.0,24.0,10,55,10,24
10,53,10.0,24.0,10,31,10,24
10,37,10.0,24.0,10,52,10,24
10,48,10.0,24.0,10,30,10,24
10,32,10.0,24.0,10,33,10,24
10,38,10.0,24.0,10,30,10,24
10,31,10.0,24.0,10,61,10,24
10,59,10.0,24.0,10,51,10,24
10,42,10.0,24.0,10,51,10,24
10,30,10.0,24.0,10,63,10,24
10,39,10.0,24.0,10,34,10,24
10,39,10.0,24.0,10,59,10,24
10,42,10.0,24.0,10,50,10,24
10,43,10.0,24.0,10,37,10,24
10,40,10.0,24.0,10,55,10,24
10,31,10.0,24.0,10,38,10,24
10,45,10.0,25.0,10,34,10,24
10,38,10.0,24.0,10,48,10,24
10,33,10.0,24.0,10,49,10,24
10,44,10.0,24.0,10,31,10,24
10,51,10.0,24.0,10,62,10,24
10,30,10.0,24.0,10,53,10,24
10,53,10.0,24.0,10,41,10,24
10,49,10.0,24.0,10,64,10,24
10,27,10.0,24.0,10,62,10,24
10,41,10.0,24.0,10,26,10,24
10,32,10.0,24.0,10,82,10,24
10,40,10.0,24.0,10,67,10,24
10,52,10.0,24.0,10,52,10,24
10,41,10.0,24.0,10,66,10,24
10,63,10.0,24.0,10,57,10,24
10,43,10.0,24.0,10,82,10,24
10,60,10.0,24.0,10,26,10,24
10,59,10.0,24.0,10,60,10,24
10,48,10.0,24.0,10,24,10,24
10,43,10.0,24.0,10,61,10,24
10,42,10.0,24.0,10,82,10,24
10,61,10.0,24.0,10,39,10,24
10,37,10.0,24.0,10,49,10,24
10,51,10.0,24.0,10,41,10,24
10,57,10.0,24.0,10,61,10,24
10,42,10.0,24.0,10,55,10,24
10,48,10.0,24.0,10,27,10,24
10,27,10.0,24.0,10,42,10,24
10,61,10.0,24.0,10,71,10,24
10,44,10.0,24.0,10,34,10,24
10,24,10.0,24.0,10,71,10,24
10,43,10.0,24.0,10,52,10,24
10,71,10.0,24.0,10,84,10,25
10,39,10.0,24.0,10,47,11,24
10,55,10.0,24.0,10,43,10,24
10,46,10.0,24.0,10,49,10,24
10,48,10.0,24.0,10,57,10,24
10,43,10.0,24.0,10,28,10,24
10,25,10.0,24.0,10,72,10,24
10,26,10.0,24.0,10,36,10,24
10,47,10.0,24.0,10,44,10,24
10,50,10.0,24.0,10,55,10,24
10,41,10.0,24.0,10,65,10,24
10,60,10.0,24.0,10,29,10,24
10,37,10.0,24.0,10,38,10,24
10,37,10.0,24.0,10,37,10,24
10,46,10.0,24.0,10,72,10,24
10,63,10.0,24.0,10,57,10,24
10,30,10.0,24.0,10,28,10,24
10,48,10.0,24.0,10,64,10,24
10,34,11.0,24.0,10,31,10,24
10,58,10.0,24.0,10,68,10,24
10,51,10.0,24.0,10,74,10,24
10,37,10.0,24.0,10,49,10,24
10,55,10.0,24.0,10,56,10,24
10,49,10.0,24.0,10,48,10,24
10,44,10.0,24.0,10,49,10,24
10,24,10.0,24.0,10,50,10,24
10,41,10.0,24.0,10,70,10,24
10,45,10.0,24.0,10,65,10,24
10,44,10.0,24.0,10,73,10,24
10,47,10.0,24.0,10,60,10,24
10,48,10.0,24.0,10,60,10,24
10,48,10.0,24.0,10,60,10,24
10,57,11.0,24.0,10,31,10,24
10,51,10.0,24.0,10,62,10,24
10,40,10.0,24.0,10,60,10,24
10,48,10.0,24.0,10,35,10,24
10,44,10.0,24.0,10,97,10,24
10,60,10.0,24.0,10,58,10,24
10,47,10.0,24.0,10,43,10,24
10,48,10.0,24.0,10,59,10,24
10,43,10.0,24.0,10,52,10,24
10,53,10.0,24.0,10,34,10,24
10,54,10.0,24.0,10,55,10,24
10,44,10.0,24.0,10,59,10,24
10,39,10.0,24.0,10,29,10,24
10,46,10.0,24.0,10,54,10,24
10,38,10.0,24.0,10,61,10,24
10,40,10.0,24.0,10,62,10,24
10,50,10.0,24.0,10,35,10,24
10,34,10.0,24.0,10,59,10,24
10,50,10.0,24.0,10,53,10,24
10,50,10.0,24.0,10,66,10,24
10,43,10.0,24.0,10,42,10,24
10,46,10.0,24.0,10,30,10,24
10,50,10.0,24.0,10,74,10,24
10,54,10.0,24.0,10,66,10,24
10,42,10.0,24.0,10,46,10,24
10,49,10.0,24.0,10,56,10,24
10,51,10.0,24.0,10,44,10,25
10,55,10.0,24.0,10,49,10,24
10,45,10.0,24.0,10,44,10,24
10,48,10.0,24.0,10,61,10,24
10,37,10.0,24.0,10,54,10,24
10,38,10.0,24.0,10,51,10,24
10,49,10.0,24.0,10,55,10,24
10,42,10.0,24.0,10,31,10,24
10,53,10.0,24.0,10,60,10,24
10,41,10.0,24.0,10,63,10,24
10,49,10.0,24.0,10,52,10,24
10,40,10.0,24.0,10,50,10,24
10,57,10.0,24.0,10,54,10,24
10,45,10.0,24.0,10,61,10,24
10,52,10.0,25.0,10,55,10,24
10,46,10.0,24.0,10,63,10,24
10,24,12.0,24.0,10,53,10,24
10,33,10.0,24.0,10,33,10,24
10,36,10.0,24.0,10,69,10,24
10,38,10.0,24.0,10,50,10,24
10,42,10.0,24.0,10,52,10,24
10,43,10.0,24.0,10,73,10,24
10,50,10.0,24.0,10,49,10,24
10,59,10.0,24.0,10,62,10,24
10,44,10.0,24.0,10,30,10,24
10,51,10.0,24.0,10,62,10,24
10,49,10.0,24.0,10,50,10,24
10,51,10.0,24.0,10,55,10,24
10,48,10.0,24.0,10,27,10,24
10,26,10.0,24.0,10,53,10,24
10,41,10.0,24.0,10,35,10,24
10,53,10.0,24.0,10,63,10,24
10,47,10.0,24.0,10,28,10,24
10,44,10.0,24.0,10,48,10,24
10,60,10.0,24.0,10,55,10,24
10,45,10.0,24.0,10,38,10,24
10,45,10.0,24.0,10,59,10,24
10,41,10.0,24.0,10,68,10,24
10,56,10.0,24.0,10,47,10,24
10,32,10.0,24.0,10,47,10,24
10,49,10.0,24.0,10,43,10,24
10,33,10.0,24.0,10,27,10,24
10,56,10.0,24.0,10,37,10,24
10,26,10.0,24.0,10,31,10,24
10,60,10.0,24.0,10,29,10,24
10,39,10.0,24.0,10,46,10,24
10,43,10.0,24.0,10,32,10,24
10,42,10.0,24.0,10,54,10,24
10,36,10.0,24.0,10,55,10,24
10,38,10.0,24.0,10,53,10,24
10,39,10.0,24.0,10,56,10,24
10,44,10.0,24.0,10,46,10,24
10,35,10.0,24.0,10,43,10,24
10,26,10.0,24.0,10,38,10,24
10,34,10.0,24.0,10,32,10,24
10,24,10.0,24.0,10,52,10,24
10,34,10.0,24.0,10,26,10,24
10,38,10.0,24.0,10,35,10,24
10,34,10.0,24.0,10,49,10,24
