step_time,step_stopped,step_wait_time,accumulated_wait_time
174.0,2,12.0,1264.0
175.0,0,12.0,1276.0
176.0,0,12.0,1288.0
177.0,0,12.0,1300.0
178.0,0,12.0,1312.0
179.0,0,12.0,1324.0
180.0,0,12.0,1336.0
181.0,0,12.0,1348.0
182.0,0,12.0,1360.0
183.0,0,12.0,1372.0
184.0,0,7.0,1379.0
185.0,0,4.0,1383.0
186.0,0,3.0,1386.0
187.0,0,3.0,1389.0
188.0,0,3.0,1392.0
189.0,0,3.0,1395.0
190.0,0,3.0,1398.0
191.0,0,3.0,1401.0
192.0,0,3.0,1404.0
193.0,0,3.0,1407.0
194.0,0,3.0,1410.0
195.0,0,3.0,1413.0
196.0,0,3.0,1416.0
197.0,0,3.0,1419.0
198.0,0,3.0,1422.0
199.0,0,3.0,1425.0
200.0,0,3.0,1428.0
201.0,0,3.0,1431.0
202.0,0,3.0,1434.0
203.0,0,3.0,1437.0
204.0,0,3.0,1440.0
205.0,0,3.0,1443.0
206.0,0,3.0,1446.0
207.0,0,3.0,1449.0
208.0,0,3.0,1452.0
209.0,0,3.0,1455.0
210.0,0,3.0,1458.0
211.0,0,3.0,1461.0
212.0,0,3.0,1464.0
213.0,0,3.0,1467.0
214.0,0,3.0,1470.0
215.0,0,3.0,1473.0
216.0,0,3.0,1476.0
217.0,0,3.0,1479.0
218.0,0,3.0,1482.0
219.0,0,3.0,1485.0
220.0,0,3.0,1488.0
221.0,0,3.0,1491.0
222.0,0,3.0,1494.0
223.0,0,3.0,1497.0
224.0,0,3.0,1500.0
225.0,0,3.0,1503.0
226.0,0,3.0,1506.0
227.0,0,2.0,1508.0
228.0,0,2.0,1510.0
229.0,0,2.0,1512.0
230.0,0,2.0,1514.0
231.0,0,2.0,1516.0
232.0,0,2.0,1518.0
233.0,1,3.0,1521.0
234.0,0,2.0,1523.0
235.0,1,3.0,1526.0
236.0,0,3.0,1529.0
237.0,1,4.0,1533.0
238.0,0,3.0,1536.0
239.0,0,3.0,1539.0
240.0,1,4.0,1543.0
241.0,0,4.0,1547.0
242.0,0,4.0,1551.0
243.0,0,4.0,1555.0
244.0,0,4.0,1559.0
245.0,1,5.0,1564.0
246.0,0,5.0,1569.0
247.0,0,5.0,1574.0
248.0,0,5.0,1579.0
249.0,1,6.0,1585.0
250.0,0,6.0,1591.0
251.0,0,6.0,1597.0
252.0,0,6.0,1603.0
253.0,0,6.0,1609.0
254.0,0,6.0,1615.0
255.0,0,6.0,1621.0
256.0,0,6.0,1627.0
257.0,0,6.0,1633.0
258.0,0,6.0,1639.0
259.0,0,4.0,1643.0
260.0,0,3.0,1646.0
261.0,0,3.0,1649.0
262.0,0,3.0,1652.0
263.0,1,4.0,1656.0
264.0,0,3.0,1659.0
265.0,1,4.0,1663.0
266.0,0,4.0,1667.0
267.0,0,4.0,1671.0
268.0,0,4.0,1675.0
269.0,0,4.0,1679.0
270.0,1,4.0,1683.0
271.0,0,4.0,1687.0
272.0,0,4.0,1691.0
273.0,0,4.0,1695.0
274.0,0,4.0,1699.0
275.0,0,4.0,1703.0
276.0,0,4.0,1707.0
277.0,1,5.0,1712.0
278.0,1,6.0,1718.0
279.0,0,6.0,1724.0
280.0,0,6.0,1730.0
281.0,0,6.0,1736.0
282.0,0,6.0,1742.0
283.0,0,6.0,1748.0
284.0,0,6.0,1754.0
285.0,0,6.0,1760.0
286.0,0,6.0,1766.0
287.0,1,7.0,1773.0
288.0,1,8.0,1781.0
289.0,0,8.0,1789.0
290.0,0,8.0,1797.0
291.0,0,8.0,1805.0
292.0,1,9.0,1814.0
293.0,0,9.0,1823.0
294.0,0,9.0,1832.0
295.0,0,9.0,1841.0
296.0,0,9.0,1850.0
297.0,1,10.0,1860.0
298.0,1,10.0,1870.0
299.0,1,10.0,1880.0
300.0,1,11.0,1891.0
301.0,0,11.0,1902.0
302.0,0,11.0,1913.0
303.0,0,11.0,1924.0
304.0,1,12.0,1936.0
305.0,0,12.0,1948.0
306.0,0,12.0,1960.0
307.0,0,12.0,1972.0
308.0,0,12.0,1984.0
309.0,0,12.0,1996.0
310.0,1,13.0,2009.0
311.0,0,13.0,2022.0
312.0,0,13.0,2035.0
313.0,1,14.0,2049.0
314.0,0,14.0,2063.0
315.0,2,16.0,2079.0
316.0,0,14.0,2093.0
317.0,1,15.0,2108.0
318.0,0,15.0,2123.0
319.0,0,15.0,2138.0
320.0,0,15.0,2153.0
321.0,0,15.0,2168.0
322.0,0,15.0,2183.0
323.0,1,16.0,2199.0
324.0,0,15.0,2214.0
325.0,1,16.0,2230.0
326.0,0,16.0,2246.0
327.0,0,16.0,2262.0
328.0,1,17.0,2279.0
329.0,0,17.0,2296.0
330.0,0,17.0,2313.0
331.0,0,11.0,2324.0
332.0,0,7.0,2331.0
333.0,2,8.0,2339.0
334.0,0,6.0,2345.0
335.0,0,6.0,2351.0
336.0,0,6.0,2357.0
337.0,0,6.0,2363.0
338.0,0,6.0,2369.0
339.0,1,7.0,2376.0
340.0,0,7.0,2383.0
341.0,0,7.0,2390.0
342.0,0,7.0,2397.0
343.0,0,7.0,2404.0
344.0,1,8.0,2412.0
345.0,1,8.0,2420.0
346.0,1,9.0,2429.0
347.0,1,10.0,2439.0
348.0,0,10.0,2449.0
349.0,0,10.0,2459.0
350.0,0,9.0,2468.0
351.0,0,9.0,2477.0
352.0,0,9.0,2486.0
353.0,0,9.0,2495.0
354.0,1,10.0,2505.0
355.0,1,11.0,2516.0
356.0,2,13.0,2529.0
357.0,0,12.0,2541.0
358.0,1,13.0,2554.0
359.0,0,13.0,2567.0
360.0,0,13.0,2580.0
361.0,0,13.0,2593.0
362.0,0,13.0,2606.0
363.0,0,13.0,2619.0
364.0,0,9.0,2628.0
365.0,0,8.0,2636.0
366.0,1,7.0,2643.0
367.0,0,6.0,2649.0
368.0,1,6.0,2655.0
369.0,0,5.0,2660.0
370.0,0,5.0,2665.0
371.0,0,5.0,2670.0
372.0,0,5.0,2675.0
373.0,0,5.0,2680.0
374.0,0,5.0,2685.0
375.0,0,5.0,2690.0
376.0,0,5.0,2695.0
377.0,0,5.0,2700.0
378.0,0,5.0,2705.0
379.0,0,5.0,2710.0
380.0,0,5.0,2715.0
381.0,0,5.0,2720.0
382.0,0,5.0,2725.0
383.0,0,5.0,2730.0
384.0,0,5.0,2735.0
385.0,0,5.0,2740.0
386.0,0,5.0,2745.0
387.0,0,4.0,2749.0
388.0,0,4.0,2753.0
389.0,0,4.0,2757.0
390.0,0,4.0,2761.0
391.0,0,4.0,2765.0
392.0,1,5.0,2770.0
393.0,0,5.0,2775.0
394.0,0,5.0,2780.0
395.0,1,6.0,2786.0
396.0,0,6.0,2792.0
397.0,0,6.0,2798.0
398.0,0,6.0,2804.0
399.0,0,6.0,2810.0
400.0,1,7.0,2817.0
401.0,0,7.0,2824.0
402.0,0,7.0,2831.0
403.0,0,7.0,2838.0
404.0,0,7.0,2845.0
405.0,1,8.0,2853.0
406.0,0,6.0,2859.0
407.0,0,6.0,2865.0
408.0,0,6.0,2871.0
409.0,1,7.0,2878.0
410.0,0,6.0,2884.0
411.0,1,7.0,2891.0
412.0,0,6.0,2897.0
413.0,1,7.0,2904.0
414.0,1,8.0,2912.0
415.0,0,8.0,2920.0
416.0,0,8.0,2928.0
417.0,0,8.0,2936.0
418.0,0,8.0,2944.0
419.0,0,8.0,2952.0
420.0,0,7.0,2959.0
421.0,0,6.0,2965.0
422.0,1,6.0,2971.0
423.0,0,5.0,2976.0
424.0,0,4.0,2980.0
425.0,0,3.0,2983.0
426.0,2,5.0,2988.0
427.0,1,5.0,2993.0
428.0,0,4.0,2997.0
429.0,0,4.0,3001.0
430.0,1,5.0,3006.0
431.0,0,4.0,3010.0
432.0,1,5.0,3015.0
433.0,1,6.0,3021.0
434.0,0,5.0,3026.0
435.0,0,5.0,3031.0
436.0,1,6.0,3037.0
437.0,0,6.0,3043.0
438.0,0,6.0,3049.0
439.0,0,4.0,3053.0
440.0,0,4.0,3057.0
441.0,0,3.0,3060.0
442.0,1,4.0,3064.0
443.0,0,3.0,3067.0
444.0,0,3.0,3070.0
445.0,1,4.0,3074.0
446.0,1,4.0,3078.0
447.0,1,5.0,3083.0
448.0,1,6.0,3089.0
449.0,2,8.0,3097.0
450.0,0,6.0,3103.0
451.0,2,8.0,3111.0
452.0,0,7.0,3118.0
453.0,1,7.0,3125.0
454.0,1,8.0,3133.0
455.0,1,9.0,3142.0
456.0,1,9.0,3151.0
457.0,1,10.0,3161.0
458.0,2,12.0,3173.0
459.0,0,12.0,3185.0
460.0,2,14.0,3199.0
461.0,0,14.0,3213.0
462.0,0,13.0,3226.0
463.0,2,15.0,3241.0
464.0,0,15.0,3256.0
465.0,0,15.0,3271.0
466.0,0,15.0,3286.0
467.0,1,16.0,3302.0
468.0,0,16.0,3318.0
469.0,0,16.0,3334.0
470.0,0,16.0,3350.0
471.0,0,16.0,3366.0
472.0,1,17.0,3383.0
473.0,0,17.0,3400.0
474.0,2,19.0,3419.0
475.0,1,20.0,3439.0
476.0,0,18.0,3457.0
477.0,1,19.0,3476.0
478.0,0,19.0,3495.0
479.0,0,19.0,3514.0
480.0,0,19.0,3533.0
481.0,0,19.0,3552.0
482.0,1,20.0,3572.0
483.0,1,20.0,3592.0
484.0,1,21.0,3613.0
485.0,0,21.0,3634.0
486.0,0,21.0,3655.0
487.0,0,21.0,3676.0
488.0,1,22.0,3698.0
489.0,1,22.0,3720.0
490.0,0,22.0,3742.0
491.0,0,22.0,3764.0
492.0,1,23.0,3787.0
493.0,0,23.0,3810.0
494.0,0,23.0,3833.0
495.0,0,23.0,3856.0
496.0,1,24.0,3880.0
497.0,0,24.0,3904.0
498.0,0,24.0,3928.0
499.0,1,25.0,3953.0
500.0,0,25.0,3978.0
501.0,0,25.0,4003.0
502.0,0,25.0,4028.0
503.0,0,25.0,4053.0
504.0,0,25.0,4078.0
505.0,0,25.0,4103.0
506.0,0,25.0,4128.0
507.0,0,25.0,4153.0
508.0,0,25.0,4178.0
509.0,0,25.0,4203.0
510.0,1,26.0,4229.0
511.0,0,19.0,4248.0
512.0,1,15.0,4263.0
513.0,0,13.0,4276.0
514.0,0,13.0,4289.0
515.0,0,13.0,4302.0
516.0,0,13.0,4315.0
517.0,0,13.0,4328.0
518.0,1,14.0,4342.0
519.0,0,14.0,4356.0
520.0,0,14.0,4370.0
521.0,0,14.0,4384.0
522.0,0,14.0,4398.0
523.0,0,14.0,4412.0
524.0,0,13.0,4425.0
525.0,0,12.0,4437.0
526.0,0,11.0,4448.0
527.0,1,12.0,4460.0
528.0,0,12.0,4472.0
529.0,0,12.0,4484.0
530.0,0,12.0,4496.0
531.0,0,12.0,4508.0
532.0,0,12.0,4520.0
533.0,1,13.0,4533.0
534.0,1,14.0,4547.0
535.0,0,14.0,4561.0
536.0,0,14.0,4575.0
537.0,0,14.0,4589.0
538.0,0,14.0,4603.0
539.0,0,14.0,4617.0
540.0,3,17.0,4634.0
541.0,0,16.0,4650.0
542.0,1,16.0,4666.0
543.0,0,16.0,4682.0
544.0,1,14.0,4696.0
545.0,0,11.0,4707.0
546.0,0,8.0,4715.0
547.0,0,8.0,4723.0
548.0,1,9.0,4732.0
549.0,0,9.0,4741.0
550.0,0,9.0,4750.0
551.0,0,9.0,4759.0
552.0,1,10.0,4769.0
553.0,2,11.0,4780.0
554.0,0,11.0,4791.0
555.0,1,12.0,4803.0
556.0,0,12.0,4815.0
557.0,1,13.0,4828.0
558.0,0,13.0,4841.0
559.0,1,14.0,4855.0
560.0,0,13.0,4868.0
561.0,0,13.0,4881.0
562.0,0,13.0,4894.0
563.0,0,13.0,4907.0
564.0,0,13.0,4920.0
565.0,0,13.0,4933.0
566.0,0,13.0,4946.0
567.0,0,12.0,4958.0
568.0,0,11.0,4969.0
569.0,0,10.0,4979.0
570.0,0,9.0,4988.0
571.0,0,8.0,4996.0
572.0,0,7.0,5003.0
573.0,0,6.0,5009.0
574.0,1,7.0,5016.0
575.0,1,7.0,5023.0
576.0,0,7.0,5030.0
577.0,0,7.0,5037.0
578.0,0,7.0,5044.0
579.0,0,7.0,5051.0
580.0,0,7.0,5058.0
581.0,0,7.0,5065.0
582.0,0,7.0,5072.0
583.0,0,7.0,5079.0
584.0,0,7.0,5086.0
585.0,0,7.0,5093.0
586.0,0,4.0,5097.0
587.0,1,5.0,5102.0
588.0,0,5.0,5107.0
589.0,2,7.0,5114.0
590.0,0,6.0,5120.0
591.0,0,6.0,5126.0
592.0,1,7.0,5133.0
593.0,0,7.0,5140.0
594.0,0,7.0,5147.0
595.0,0,7.0,5154.0
596.0,0,7.0,5161.0
597.0,1,8.0,5169.0
598.0,0,8.0,5177.0
599.0,0,8.0,5185.0
600.0,0,8.0,5193.0
601.0,0,8.0,5201.0
602.0,0,8.0,5209.0
603.0,0,8.0,5217.0
604.0,0,8.0,5225.0
605.0,0,8.0,5233.0
606.0,0,8.0,5241.0
607.0,0,8.0,5249.0
608.0,0,8.0,5257.0
609.0,0,8.0,5265.0
610.0,1,9.0,5274.0
611.0,0,9.0,5283.0
612.0,1,10.0,5293.0
613.0,0,10.0,5303.0
614.0,0,10.0,5313.0
615.0,0,10.0,5323.0
616.0,0,10.0,5333.0
617.0,0,10.0,5343.0
618.0,1,11.0,5354.0
619.0,0,9.0,5363.0
620.0,0,8.0,5371.0
621.0,0,8.0,5379.0
622.0,0,8.0,5387.0
623.0,0,8.0,5395.0
624.0,0,8.0,5403.0
625.0,0,8.0,5411.0
626.0,0,8.0,5419.0
627.0,0,8.0,5427.0
628.0,0,7.0,5434.0
629.0,0,7.0,5441.0
630.0,0,6.0,5447.0
631.0,1,7.0,5454.0
632.0,1,8.0,5462.0
633.0,1,8.0,5470.0
634.0,0,7.0,5477.0
635.0,0,7.0,5484.0
636.0,0,7.0,5491.0
637.0,1,8.0,5499.0
638.0,0,8.0,5507.0
639.0,0,7.0,5514.0
640.0,1,8.0,5522.0
641.0,0,8.0,5530.0
642.0,0,8.0,5538.0
643.0,0,8.0,5546.0
644.0,1,9.0,5555.0
645.0,0,8.0,5563.0
646.0,2,10.0,5573.0
647.0,0,10.0,5583.0
648.0,1,11.0,5594.0
649.0,0,11.0,5605.0
650.0,0,11.0,5616.0
651.0,2,13.0,5629.0
652.0,0,13.0,5642.0
653.0,0,13.0,5655.0
654.0,0,13.0,5668.0
655.0,0,13.0,5681.0
656.0,0,13.0,5694.0
657.0,0,13.0,5707.0
658.0,1,14.0,5721.0
659.0,1,15.0,5736.0
660.0,2,17.0,5753.0
661.0,0,17.0,5770.0
662.0,0,17.0,5787.0
663.0,0,17.0,5804.0
664.0,0,17.0,5821.0
665.0,0,17.0,5838.0
666.0,0,17.0,5855.0
667.0,0,17.0,5872.0
668.0,0,17.0,5889.0
669.0,1,18.0,5907.0
670.0,0,18.0,5925.0
671.0,1,19.0,5944.0
672.0,0,19.0,5963.0
673.0,1,20.0,5983.0
674.0,0,20.0,6003.0
675.0,0,20.0,6023.0
676.0,0,20.0,6043.0
677.0,0,20.0,6063.0
678.0,0,20.0,6083.0
679.0,0,20.0,6103.0
680.0,1,21.0,6124.0
681.0,0,21.0,6145.0
682.0,0,21.0,6166.0
683.0,0,21.0,6187.0
684.0,1,22.0,6209.0
685.0,0,22.0,6231.0
686.0,0,22.0,6253.0
687.0,0,22.0,6275.0
688.0,1,23.0,6298.0
689.0,1,23.0,6321.0
690.0,1,23.0,6344.0
691.0,0,15.0,6359.0
692.0,0,11.0,6370.0
693.0,0,10.0,6380.0
694.0,0,10.0,6390.0
695.0,0,10.0,6400.0
696.0,1,11.0,6411.0
697.0,0,11.0,6422.0
698.0,0,11.0,6433.0
699.0,0,11.0,6444.0
700.0,0,11.0,6455.0
701.0,0,11.0,6466.0
702.0,0,11.0,6477.0
703.0,0,11.0,6488.0
704.0,1,12.0,6500.0
705.0,0,11.0,6511.0
706.0,1,12.0,6523.0
707.0,0,12.0,6535.0
708.0,0,12.0,6547.0
709.0,1,13.0,6560.0
710.0,0,12.0,6572.0
711.0,1,13.0,6585.0
712.0,0,13.0,6598.0
713.0,1,14.0,6612.0
714.0,0,14.0,6626.0
715.0,1,15.0,6641.0
716.0,0,15.0,6656.0
717.0,0,15.0,6671.0
718.0,0,15.0,6686.0
719.0,0,15.0,6701.0
720.0,0,15.0,6716.0
721.0,0,15.0,6731.0
722.0,0,15.0,6746.0
723.0,0,15.0,6761.0
724.0,0,11.0,6772.0
725.0,1,9.0,6781.0
726.0,0,6.0,6787.0
727.0,0,6.0,6793.0
728.0,0,5.0,6798.0
729.0,0,5.0,6803.0
730.0,0,5.0,6808.0
731.0,0,5.0,6813.0
732.0,0,5.0,6818.0
733.0,0,5.0,6823.0
734.0,0,5.0,6828.0
735.0,0,5.0,6833.0
736.0,0,5.0,6838.0
737.0,0,5.0,6843.0
738.0,0,5.0,6848.0
739.0,0,5.0,6853.0
740.0,0,5.0,6858.0
741.0,0,5.0,6863.0
742.0,0,5.0,6868.0
743.0,1,6.0,6874.0
744.0,0,5.0,6879.0
745.0,0,5.0,6884.0
746.0,1,6.0,6890.0
747.0,0,5.0,6895.0
748.0,0,4.0,6899.0
749.0,0,4.0,6903.0
750.0,0,3.0,6906.0
751.0,0,3.0,6909.0
752.0,0,3.0,6912.0
753.0,0,3.0,6915.0
754.0,0,3.0,6918.0
755.0,0,3.0,6921.0
756.0,0,3.0,6924.0
757.0,0,3.0,6927.0
758.0,0,3.0,6930.0
759.0,0,3.0,6933.0
760.0,0,3.0,6936.0
761.0,0,3.0,6939.0
762.0,0,3.0,6942.0
763.0,0,3.0,6945.0
764.0,1,4.0,6949.0
765.0,0,4.0,6953.0
766.0,0,2.0,6955.0
767.0,0,2.0,6957.0
768.0,0,2.0,6959.0
769.0,1,3.0,6962.0
770.0,0,2.0,6964.0
771.0,1,3.0,6967.0
772.0,0,3.0,6970.0
773.0,0,3.0,6973.0
774.0,0,3.0,6976.0
775.0,0,3.0,6979.0
776.0,0,3.0,6982.0
777.0,0,3.0,6985.0
778.0,0,3.0,6988.0
779.0,0,3.0,6991.0
780.0,0,3.0,6994.0
781.0,0,3.0,6997.0
782.0,1,4.0,7001.0
783.0,1,4.0,7005.0
784.0,1,5.0,7010.0
785.0,0,5.0,7015.0
786.0,0,5.0,7020.0
787.0,0,5.0,7025.0
788.0,1,6.0,7031.0
789.0,1,7.0,7038.0
790.0,0,7.0,7045.0
791.0,0,7.0,7052.0
792.0,0,7.0,7059.0
793.0,0,7.0,7066.0
794.0,0,7.0,7073.0
795.0,1,8.0,7081.0
796.0,0,8.0,7089.0
797.0,0,8.0,7097.0
798.0,0,8.0,7105.0
799.0,0,6.0,7111.0
800.0,0,4.0,7115.0
801.0,0,4.0,7119.0
802.0,0,4.0,7123.0
803.0,1,5.0,7128.0
804.0,0,4.0,7132.0
805.0,1,5.0,7137.0
806.0,0,5.0,7142.0
807.0,0,5.0,7147.0
808.0,0,5.0,7152.0
809.0,0,5.0,7157.0
810.0,0,4.0,7161.0
811.0,1,5.0,7166.0
812.0,0,5.0,7171.0
813.0,0,4.0,7175.0
814.0,0,4.0,7179.0
815.0,0,4.0,7183.0
816.0,0,4.0,7187.0
817.0,0,4.0,7191.0
818.0,1,5.0,7196.0
819.0,1,6.0,7202.0
820.0,0,5.0,7207.0
821.0,1,6.0,7213.0
822.0,1,7.0,7220.0
823.0,0,7.0,7227.0
824.0,1,8.0,7235.0
825.0,0,8.0,7243.0
826.0,0,8.0,7251.0
827.0,0,8.0,7259.0
828.0,1,9.0,7268.0
829.0,1,10.0,7278.0
830.0,0,10.0,7288.0
831.0,0,10.0,7298.0
832.0,0,10.0,7308.0
833.0,0,10.0,7318.0
834.0,0,10.0,7328.0
835.0,0,10.0,7338.0
836.0,1,11.0,7349.0
837.0,1,12.0,7361.0
838.0,0,12.0,7373.0
839.0,0,12.0,7385.0
840.0,0,12.0,7397.0
841.0,0,12.0,7409.0
842.0,0,12.0,7421.0
843.0,1,13.0,7434.0
844.0,1,13.0,7447.0
845.0,1,14.0,7461.0
846.0,0,14.0,7475.0
847.0,0,14.0,7489.0
848.0,0,14.0,7503.0
849.0,0,14.0,7517.0
850.0,0,14.0,7531.0
851.0,0,14.0,7545.0
852.0,0,14.0,7559.0
853.0,1,15.0,7574.0
854.0,0,14.0,7588.0
855.0,1,15.0,7603.0
856.0,0,15.0,7618.0
857.0,0,15.0,7633.0
858.0,1,16.0,7649.0
859.0,0,15.0,7664.0
860.0,0,15.0,7679.0
861.0,0,15.0,7694.0
862.0,1,16.0,7710.0
863.0,0,16.0,7726.0
864.0,0,16.0,7742.0
865.0,0,16.0,7758.0
866.0,2,18.0,7776.0
867.0,0,18.0,7794.0
868.0,0,17.0,7811.0
869.0,1,18.0,7829.0
870.0,0,18.0,7847.0
871.0,1,13.0,7860.0
872.0,0,7.0,7867.0
873.0,1,8.0,7875.0
874.0,0,7.0,7882.0
875.0,1,8.0,7890.0
876.0,0,7.0,7897.0
877.0,1,8.0,7905.0
878.0,0,8.0,7913.0
879.0,0,8.0,7921.0
880.0,0,8.0,7929.0
881.0,0,8.0,7937.0
882.0,0,8.0,7945.0
883.0,0,8.0,7953.0
884.0,1,9.0,7962.0
885.0,0,9.0,7971.0
886.0,0,9.0,7980.0
887.0,0,9.0,7989.0
888.0,0,9.0,7998.0
889.0,0,9.0,8007.0
890.0,0,9.0,8016.0
891.0,0,9.0,8025.0
892.0,0,9.0,8034.0
893.0,2,11.0,8045.0
894.0,0,11.0,8056.0
895.0,1,12.0,8068.0
896.0,1,12.0,8080.0
897.0,1,13.0,8093.0
898.0,0,13.0,8106.0
899.0,0,13.0,8119.0
900.0,0,13.0,8132.0
901.0,0,13.0,8145.0
902.0,0,13.0,8158.0
903.0,0,13.0,8171.0
904.0,0,9.0,8180.0
905.0,0,7.0,8187.0
906.0,0,5.0,8192.0
907.0,0,4.0,8196.0
908.0,0,4.0,8200.0
909.0,0,4.0,8204.0
910.0,0,4.0,8208.0
911.0,0,4.0,8212.0
912.0,0,4.0,8216.0
913.0,0,4.0,8220.0
914.0,0,4.0,8224.0
915.0,0,4.0,8228.0
916.0,0,4.0,8232.0
917.0,0,4.0,8236.0
918.0,0,4.0,8240.0
919.0,0,4.0,8244.0
920.0,0,4.0,8248.0
921.0,0,4.0,8252.0
922.0,2,6.0,8258.0
923.0,0,6.0,8264.0
924.0,0,6.0,8270.0
925.0,0,6.0,8276.0
926.0,0,6.0,8282.0
927.0,0,6.0,8288.0
928.0,0,6.0,8294.0
929.0,0,6.0,8300.0
930.0,0,6.0,8306.0
931.0,0,6.0,8312.0
932.0,0,6.0,8318.0
933.0,0,6.0,8324.0
934.0,0,6.0,8330.0
935.0,1,7.0,8337.0
936.0,0,6.0,8343.0
937.0,0,6.0,8349.0
938.0,1,7.0,8356.0
939.0,1,8.0,8364.0
