departed,travel_time
1.0,55.0
13.0,58.0
25.0,148.0
36.0,137.0
59.0,114.0
48.0,132.0
71.0,118.0
83.0,107.0
117.0,77.0
94.0,101.0
106.0,94.0
129.0,71.0
152.0,50.0
140.0,64.0
164.0,58.0
175.0,52.0
187.0,56.0
198.0,55.0
221.0,130.0
233.0,118.0
210.0,144.0
245.0,110.0
268.0,99.0
256.0,113.0
291.0,82.0
279.0,97.0
302.0,75.0
326.0,52.0
314.0,70.0
337.0,55.0
349.0,50.0
360.0,49.0
372.0,59.0
384.0,149.0
418.0,115.0
430.0,103.0
395.0,141.0
407.0,132.0
465.0,83.0
441.0,112.0
453.0,100.0
476.0,79.0
511.0,48.0
499.0,65.0
522.0,48.0
488.0,84.0
534.0,40.0
546.0,57.0
557.0,60.0
580.0,131.0
603.0,109.0
569.0,145.0
592.0,125.0
615.0,116.0
627.0,106.0
650.0,83.0
638.0,98.0
673.0,63.0
661.0,77.0
684.0,58.0
696.0,58.0
708.0,59.0
719.0,55.0
731.0,69.0
742.0,149.0
777.0,116.0
754.0,140.0
766.0,130.0
789.0,107.0
812.0,98.0
800.0,111.0
823.0,89.0
847.0,67.0
835.0,80.0
870.0,47.0
858.0,65.0
881.0,49.0
893.0,53.0
904.0,49.0
916.0,59.0
951.0,119.0
939.0,135.0
928.0,147.0
962.0,119.0
985.0,105.0
974.0,119.0
997.0,98.0
1009.0,89.0
1020.0,78.0
1043.0,57.0
1032.0,72.0
1055.0,62.0
1066.0,59.0
1078.0,53.0
1090.0,49.0
1101.0,54.0
1113.0,138.0
1148.0,103.0
1124.0,132.0
1136.0,122.0
1194.0,74.0
1217.0,55.0
1171.0,102.0
1159.0,116.0
1182.0,96.0
1205.0,73.0
1229.0,55.0
1240.0,69.0
1252.0,59.0
1263.0,49.0
1275.0,60.0
1310.0,120.0
1298.0,135.0
1286.0,151.0
1321.0,116.0
1333.0,116.0
1344.0,106.0
1356.0,98.0
1379.0,75.0
1391.0,63.0
1414.0,44.0
1367.0,94.0
1402.0,59.0
1425.0,45.0
1437.0,46.0
1448.0,48.0
1483.0,129.0
1460.0,153.0
1506.0,107.0
1472.0,144.0
1495.0,123.0
1530.0,102.0
1564.0,71.0
1518.0,121.0
1541.0,100.0
1553.0,89.0
1576.0,68.0
1599.0,47.0
1587.0,63.0
1611.0,55.0
1622.0,52.0
1634.0,52.0
1657.0,134.0
1668.0,123.0
1645.0,149.0
1680.0,115.0
1703.0,102.0
1749.0,60.0
1726.0,86.0
1761.0,53.0
1692.0,123.0
1715.0,102.0
1738.0,84.0
1773.0,55.0
1784.0,56.0
1796.0,47.0
1807.0,52.0
1819.0,49.0
1831.0,141.0
1854.0,119.0
1842.0,132.0
1865.0,112.0
1888.0,100.0
1877.0,112.0
1912.0,78.0
1935.0,58.0
1923.0,78.0
1900.0,104.0
1958.0,47.0
