step_time,from,to,elapsed_time
68.0,gneE1_0,gneE11_0,42.0
68.0,gneE1_0,gneE11_0,42.0
69.0,gneE1_0,gneE11_0,43.0
70.0,gneE1_0,gneE11_0,44.0
71.0,gneE1_0,gneE11_0,45.0
73.0,gneE1_0,gneE11_0,47.0
74.0,gneE1_0,gneE11_0,48.0
75.0,gneE1_0,gneE11_0,49.0
76.0,gneE1_0,gneE11_0,50.0
76.0,gneE1_0,gneE11_0,50.0
77.0,gneE1_0,gneE11_0,51.0
77.0,gneE1_0,gneE11_0,51.0
82.0,gneE1_0,gneE11_0,48.0
82.0,gneE1_0,gneE11_0,48.0
82.0,gneE1_0,gneE11_0,48.0
83.0,gneE1_0,gneE11_0,49.0
83.0,gneE1_0,gneE11_0,49.0
84.0,gneE1_0,gneE11_0,50.0
84.0,gneE1_0,gneE11_0,50.0
85.0,gneE1_0,gneE11_0,48.0
85.0,gneE1_0,gneE11_0,51.0
85.0,gneE1_0,gneE11_0,48.0
85.0,gneE1_0,gneE11_0,51.0
85.0,gneE1_0,gneE11_0,48.0
85.0,gneE1_0,gneE11_0,51.0
86.0,gneE1_0,gneE11_0,49.0
86.0,gneE1_0,gneE11_0,52.0
86.0,gneE1_0,gneE11_0,49.0
86.0,gneE1_0,gneE11_0,52.0
87.0,gneE1_0,gneE11_0,50.0
87.0,gneE1_0,gneE11_0,53.0
87.0,gneE1_0,gneE11_0,50.0
87.0,gneE1_0,gneE11_0,53.0
88.0,gneE1_0,gneE11_0,51.0
88.0,gneE1_0,gneE11_0,54.0
88.0,gneE1_0,gneE11_0,51.0
88.0,gneE1_0,gneE11_0,54.0
89.0,gneE1_0,gneE11_0,52.0
89.0,gneE1_0,gneE11_0,55.0
89.0,gneE1_0,gneE11_0,52.0
89.0,gneE1_0,gneE11_0,55.0
90.0,gneE1_0,gneE11_0,53.0
90.0,gneE1_0,gneE11_0,56.0
91.0,gneE1_0,gneE11_0,54.0
91.0,gneE1_0,gneE11_0,57.0
92.0,gneE1_0,gneE11_0,55.0
93.0,gneE1_0,gneE11_0,56.0
177.0,gneE1_0,gneE11_0,104.0
177.0,gneE1_0,gneE11_0,104.0
177.0,gneE1_0,gneE11_0,104.0
177.0,gneE1_0,gneE11_0,104.0
178.0,gneE1_0,gneE11_0,105.0
178.0,gneE1_0,gneE11_0,105.0
178.0,gneE1_0,gneE11_0,105.0
178.0,gneE1_0,gneE11_0,105.0
179.0,gneE1_0,gneE11_0,106.0
179.0,gneE1_0,gneE11_0,106.0
179.0,gneE1_0,gneE11_0,106.0
179.0,gneE1_0,gneE11_0,106.0
180.0,gneE1_0,gneE11_0,104.0
180.0,gneE1_0,gneE11_0,107.0
180.0,gneE1_0,gneE11_0,104.0
180.0,gneE1_0,gneE11_0,107.0
180.0,gneE1_0,gneE11_0,104.0
180.0,gneE1_0,gneE11_0,107.0
180.0,gneE1_0,gneE11_0,104.0
180.0,gneE1_0,gneE11_0,107.0
181.0,gneE1_0,gneE11_0,105.0
181.0,gneE1_0,gneE11_0,108.0
181.0,gneE1_0,gneE11_0,105.0
181.0,gneE1_0,gneE11_0,108.0
181.0,gneE1_0,gneE11_0,105.0
181.0,gneE1_0,gneE11_0,108.0
181.0,gneE1_0,gneE11_0,105.0
181.0,gneE1_0,gneE11_0,108.0
182.0,gneE1_0,gneE11_0,106.0
182.0,gneE1_0,gneE11_0,109.0
182.0,gneE1_0,gneE11_0,106.0
182.0,gneE1_0,gneE11_0,109.0
182.0,gneE1_0,gneE11_0,106.0
182.0,gneE1_0,gneE11_0,109.0
182.0,gneE1_0,gneE11_0,106.0
182.0,gneE1_0,gneE11_0,109.0
183.0,gneE1_0,gneE11_0,107.0
183.0,gneE1_0,gneE11_0,110.0
183.0,gneE1_0,gneE11_0,107.0
183.0,gneE1_0,gneE11_0,110.0
183.0,gneE1_0,gneE11_0,107.0
183.0,gneE1_0,gneE11_0,110.0
183.0,gneE1_0,gneE11_0,107.0
183.0,gneE1_0,gneE11_0,110.0
184.0,gneE1_0,gneE11_0,44.0
184.0,gneE1_0,gneE11_0,108.0
184.0,gneE1_0,gneE11_0,111.0
184.0,gneE1_0,gneE11_0,44.0
184.0,gneE1_0,gneE11_0,108.0
184.0,gneE1_0,gneE11_0,111.0
184.0,gneE1_0,gneE11_0,44.0
184.0,gneE1_0,gneE11_0,108.0
184.0,gneE1_0,gneE11_0,111.0
185.0,gneE1_0,gneE11_0,45.0
185.0,gneE1_0,gneE11_0,109.0
185.0,gneE1_0,gneE11_0,112.0
185.0,gneE1_0,gneE11_0,45.0
185.0,gneE1_0,gneE11_0,109.0
185.0,gneE1_0,gneE11_0,112.0
185.0,gneE1_0,gneE11_0,45.0
185.0,gneE1_0,gneE11_0,109.0
185.0,gneE1_0,gneE11_0,112.0
185.0,gneE1_0,gneE11_0,45.0
185.0,gneE1_0,gneE11_0,109.0
185.0,gneE1_0,gneE11_0,112.0
186.0,gneE1_0,gneE11_0,46.0
186.0,gneE1_0,gneE11_0,110.0
186.0,gneE1_0,gneE11_0,113.0
186.0,gneE1_0,gneE11_0,46.0
186.0,gneE1_0,gneE11_0,110.0
186.0,gneE1_0,gneE11_0,113.0
186.0,gneE1_0,gneE11_0,46.0
186.0,gneE1_0,gneE11_0,110.0
186.0,gneE1_0,gneE11_0,113.0
186.0,gneE1_0,gneE11_0,46.0
186.0,gneE1_0,gneE11_0,110.0
186.0,gneE1_0,gneE11_0,113.0
187.0,gneE1_0,gneE11_0,47.0
187.0,gneE1_0,gneE11_0,111.0
187.0,gneE1_0,gneE11_0,114.0
187.0,gneE1_0,gneE11_0,47.0
187.0,gneE1_0,gneE11_0,111.0
187.0,gneE1_0,gneE11_0,114.0
187.0,gneE1_0,gneE11_0,47.0
187.0,gneE1_0,gneE11_0,111.0
187.0,gneE1_0,gneE11_0,114.0
187.0,gneE1_0,gneE11_0,47.0
187.0,gneE1_0,gneE11_0,111.0
187.0,gneE1_0,gneE11_0,114.0
188.0,gneE1_0,gneE11_0,45.0
188.0,gneE1_0,gneE11_0,48.0
188.0,gneE1_0,gneE11_0,112.0
188.0,gneE1_0,gneE11_0,45.0
188.0,gneE1_0,gneE11_0,48.0
188.0,gneE1_0,gneE11_0,112.0
188.0,gneE1_0,gneE11_0,45.0
188.0,gneE1_0,gneE11_0,48.0
188.0,gneE1_0,gneE11_0,112.0
188.0,gneE1_0,gneE11_0,45.0
188.0,gneE1_0,gneE11_0,48.0
188.0,gneE1_0,gneE11_0,112.0
189.0,gneE1_0,gneE11_0,46.0
189.0,gneE1_0,gneE11_0,49.0
189.0,gneE1_0,gneE11_0,113.0
189.0,gneE1_0,gneE11_0,46.0
189.0,gneE1_0,gneE11_0,49.0
189.0,gneE1_0,gneE11_0,113.0
189.0,gneE1_0,gneE11_0,46.0
189.0,gneE1_0,gneE11_0,49.0
189.0,gneE1_0,gneE11_0,113.0
189.0,gneE1_0,gneE11_0,46.0
189.0,gneE1_0,gneE11_0,49.0
189.0,gneE1_0,gneE11_0,113.0
190.0,gneE1_0,gneE11_0,44.0
190.0,gneE1_0,gneE11_0,47.0
190.0,gneE1_0,gneE11_0,50.0
190.0,gneE1_0,gneE11_0,44.0
190.0,gneE1_0,gneE11_0,47.0
190.0,gneE1_0,gneE11_0,50.0
190.0,gneE1_0,gneE11_0,44.0
190.0,gneE1_0,gneE11_0,47.0
190.0,gneE1_0,gneE11_0,50.0
190.0,gneE1_0,gneE11_0,44.0
190.0,gneE1_0,gneE11_0,47.0
190.0,gneE1_0,gneE11_0,50.0
191.0,gneE1_0,gneE11_0,45.0
191.0,gneE1_0,gneE11_0,48.0
191.0,gneE1_0,gneE11_0,51.0
191.0,gneE1_0,gneE11_0,45.0
191.0,gneE1_0,gneE11_0,48.0
191.0,gneE1_0,gneE11_0,51.0
191.0,gneE1_0,gneE11_0,45.0
191.0,gneE1_0,gneE11_0,48.0
191.0,gneE1_0,gneE11_0,51.0
191.0,gneE1_0,gneE11_0,45.0
191.0,gneE1_0,gneE11_0,48.0
191.0,gneE1_0,gneE11_0,51.0
192.0,gneE1_0,gneE11_0,46.0
192.0,gneE1_0,gneE11_0,49.0
192.0,gneE1_0,gneE11_0,52.0
192.0,gneE1_0,gneE11_0,46.0
192.0,gneE1_0,gneE11_0,49.0
192.0,gneE1_0,gneE11_0,52.0
192.0,gneE1_0,gneE11_0,46.0
192.0,gneE1_0,gneE11_0,49.0
192.0,gneE1_0,gneE11_0,52.0
192.0,gneE1_0,gneE11_0,46.0
192.0,gneE1_0,gneE11_0,49.0
192.0,gneE1_0,gneE11_0,52.0
193.0,gneE1_0,gneE11_0,44.0
193.0,gneE1_0,gneE11_0,47.0
193.0,gneE1_0,gneE11_0,50.0
193.0,gneE1_0,gneE11_0,44.0
193.0,gneE1_0,gneE11_0,47.0
193.0,gneE1_0,gneE11_0,50.0
193.0,gneE1_0,gneE11_0,44.0
193.0,gneE1_0,gneE11_0,47.0
193.0,gneE1_0,gneE11_0,50.0
193.0,gneE1_0,gneE11_0,44.0
193.0,gneE1_0,gneE11_0,47.0
193.0,gneE1_0,gneE11_0,50.0
194.0,gneE1_0,gneE11_0,45.0
194.0,gneE1_0,gneE11_0,48.0
194.0,gneE1_0,gneE11_0,51.0
194.0,gneE1_0,gneE11_0,45.0
194.0,gneE1_0,gneE11_0,48.0
194.0,gneE1_0,gneE11_0,51.0
194.0,gneE1_0,gneE11_0,45.0
194.0,gneE1_0,gneE11_0,48.0
194.0,gneE1_0,gneE11_0,51.0
194.0,gneE1_0,gneE11_0,45.0
194.0,gneE1_0,gneE11_0,48.0
194.0,gneE1_0,gneE11_0,51.0
195.0,gneE1_0,gneE11_0,46.0
195.0,gneE1_0,gneE11_0,49.0
195.0,gneE1_0,gneE11_0,52.0
195.0,gneE1_0,gneE11_0,46.0
195.0,gneE1_0,gneE11_0,49.0
195.0,gneE1_0,gneE11_0,52.0
195.0,gneE1_0,gneE11_0,46.0
195.0,gneE1_0,gneE11_0,49.0
195.0,gneE1_0,gneE11_0,52.0
195.0,gneE1_0,gneE11_0,46.0
195.0,gneE1_0,gneE11_0,49.0
195.0,gneE1_0,gneE11_0,52.0
196.0,gneE1_0,gneE11_0,47.0
196.0,gneE1_0,gneE11_0,50.0
196.0,gneE1_0,gneE11_0,53.0
196.0,gneE1_0,gneE11_0,47.0
196.0,gneE1_0,gneE11_0,50.0
196.0,gneE1_0,gneE11_0,53.0
196.0,gneE1_0,gneE11_0,47.0
196.0,gneE1_0,gneE11_0,50.0
196.0,gneE1_0,gneE11_0,53.0
196.0,gneE1_0,gneE11_0,47.0
196.0,gneE1_0,gneE11_0,50.0
196.0,gneE1_0,gneE11_0,53.0
197.0,gneE1_0,gneE11_0,48.0
197.0,gneE1_0,gneE11_0,51.0
197.0,gneE1_0,gneE11_0,48.0
197.0,gneE1_0,gneE11_0,51.0
197.0,gneE1_0,gneE11_0,48.0
197.0,gneE1_0,gneE11_0,51.0
197.0,gneE1_0,gneE11_0,48.0
197.0,gneE1_0,gneE11_0,51.0
198.0,gneE1_0,gneE11_0,46.0
198.0,gneE1_0,gneE11_0,49.0
198.0,gneE1_0,gneE11_0,52.0
198.0,gneE1_0,gneE11_0,46.0
198.0,gneE1_0,gneE11_0,49.0
198.0,gneE1_0,gneE11_0,52.0
198.0,gneE1_0,gneE11_0,46.0
198.0,gneE1_0,gneE11_0,49.0
198.0,gneE1_0,gneE11_0,52.0
198.0,gneE1_0,gneE11_0,46.0
198.0,gneE1_0,gneE11_0,49.0
198.0,gneE1_0,gneE11_0,52.0
199.0,gneE1_0,gneE11_0,47.0
199.0,gneE1_0,gneE11_0,50.0
199.0,gneE1_0,gneE11_0,53.0
199.0,gneE1_0,gneE11_0,47.0
199.0,gneE1_0,gneE11_0,50.0
199.0,gneE1_0,gneE11_0,53.0
199.0,gneE1_0,gneE11_0,47.0
199.0,gneE1_0,gneE11_0,50.0
199.0,gneE1_0,gneE11_0,53.0
199.0,gneE1_0,gneE11_0,47.0
199.0,gneE1_0,gneE11_0,50.0
199.0,gneE1_0,gneE11_0,53.0
200.0,gneE1_0,gneE11_0,48.0
200.0,gneE1_0,gneE11_0,51.0
200.0,gneE1_0,gneE11_0,48.0
200.0,gneE1_0,gneE11_0,51.0
200.0,gneE1_0,gneE11_0,48.0
200.0,gneE1_0,gneE11_0,51.0
200.0,gneE1_0,gneE11_0,48.0
200.0,gneE1_0,gneE11_0,51.0
201.0,gneE1_0,gneE11_0,47.0
201.0,gneE1_0,gneE11_0,49.0
201.0,gneE1_0,gneE11_0,52.0
201.0,gneE1_0,gneE11_0,47.0
201.0,gneE1_0,gneE11_0,49.0
201.0,gneE1_0,gneE11_0,52.0
201.0,gneE1_0,gneE11_0,47.0
201.0,gneE1_0,gneE11_0,49.0
201.0,gneE1_0,gneE11_0,52.0
202.0,gneE1_0,gneE11_0,48.0
202.0,gneE1_0,gneE11_0,50.0
202.0,gneE1_0,gneE11_0,53.0
202.0,gneE1_0,gneE11_0,48.0
202.0,gneE1_0,gneE11_0,50.0
202.0,gneE1_0,gneE11_0,53.0
202.0,gneE1_0,gneE11_0,48.0
202.0,gneE1_0,gneE11_0,50.0
202.0,gneE1_0,gneE11_0,53.0
202.0,gneE1_0,gneE11_0,48.0
202.0,gneE1_0,gneE11_0,50.0
202.0,gneE1_0,gneE11_0,53.0
203.0,gneE1_0,gneE11_0,45.0
203.0,gneE1_0,gneE11_0,49.0
203.0,gneE1_0,gneE11_0,51.0
203.0,gneE1_0,gneE11_0,45.0
203.0,gneE1_0,gneE11_0,49.0
203.0,gneE1_0,gneE11_0,51.0
203.0,gneE1_0,gneE11_0,45.0
203.0,gneE1_0,gneE11_0,49.0
203.0,gneE1_0,gneE11_0,51.0
204.0,gneE1_0,gneE11_0,46.0
204.0,gneE1_0,gneE11_0,50.0
204.0,gneE1_0,gneE11_0,52.0
204.0,gneE1_0,gneE11_0,46.0
204.0,gneE1_0,gneE11_0,50.0
204.0,gneE1_0,gneE11_0,52.0
204.0,gneE1_0,gneE11_0,46.0
204.0,gneE1_0,gneE11_0,50.0
204.0,gneE1_0,gneE11_0,52.0
205.0,gneE1_0,gneE11_0,47.0
205.0,gneE1_0,gneE11_0,51.0
205.0,gneE1_0,gneE11_0,53.0
205.0,gneE1_0,gneE11_0,47.0
205.0,gneE1_0,gneE11_0,51.0
205.0,gneE1_0,gneE11_0,53.0
205.0,gneE1_0,gneE11_0,47.0
205.0,gneE1_0,gneE11_0,51.0
205.0,gneE1_0,gneE11_0,53.0
206.0,gneE1_0,gneE11_0,48.0
206.0,gneE1_0,gneE11_0,52.0
206.0,gneE1_0,gneE11_0,54.0
206.0,gneE1_0,gneE11_0,48.0
206.0,gneE1_0,gneE11_0,52.0
206.0,gneE1_0,gneE11_0,54.0
206.0,gneE1_0,gneE11_0,48.0
206.0,gneE1_0,gneE11_0,52.0
206.0,gneE1_0,gneE11_0,54.0
207.0,gneE1_0,gneE11_0,49.0
207.0,gneE1_0,gneE11_0,53.0
207.0,gneE1_0,gneE11_0,55.0
207.0,gneE1_0,gneE11_0,49.0
207.0,gneE1_0,gneE11_0,53.0
207.0,gneE1_0,gneE11_0,55.0
208.0,gneE1_0,gneE11_0,48.0
208.0,gneE1_0,gneE11_0,50.0
208.0,gneE1_0,gneE11_0,54.0
208.0,gneE1_0,gneE11_0,48.0
208.0,gneE1_0,gneE11_0,50.0
208.0,gneE1_0,gneE11_0,54.0
209.0,gneE1_0,gneE11_0,49.0
209.0,gneE1_0,gneE11_0,51.0
209.0,gneE1_0,gneE11_0,55.0
209.0,gneE1_0,gneE11_0,49.0
209.0,gneE1_0,gneE11_0,51.0
209.0,gneE1_0,gneE11_0,55.0
210.0,gneE1_0,gneE11_0,47.0
210.0,gneE1_0,gneE11_0,50.0
210.0,gneE1_0,gneE11_0,52.0
210.0,gneE1_0,gneE11_0,56.0
211.0,gneE1_0,gneE11_0,48.0
211.0,gneE1_0,gneE11_0,51.0
211.0,gneE1_0,gneE11_0,53.0
212.0,gneE1_0,gneE11_0,49.0
212.0,gneE1_0,gneE11_0,52.0
212.0,gneE1_0,gneE11_0,54.0
295.0,gneE1_0,gneE11_0,110.0
295.0,gneE1_0,gneE11_0,110.0
295.0,gneE1_0,gneE11_0,110.0
295.0,gneE1_0,gneE11_0,110.0
295.0,-gneE9_0,gneE3_0,63.0
295.0,-gneE9_0,gneE3_0,70.0
295.0,-gneE9_0,gneE3_0,75.0
296.0,gneE1_0,gneE11_0,111.0
296.0,gneE1_0,gneE11_0,111.0
296.0,gneE1_0,gneE11_0,111.0
296.0,-gneE9_0,gneE3_0,64.0
296.0,-gneE9_0,gneE3_0,71.0
296.0,-gneE9_0,gneE3_0,76.0
297.0,gneE1_0,gneE11_0,110.0
297.0,gneE1_0,gneE11_0,112.0
297.0,gneE1_0,gneE11_0,110.0
297.0,gneE1_0,gneE11_0,112.0
297.0,gneE1_0,gneE11_0,110.0
297.0,gneE1_0,gneE11_0,112.0
297.0,gneE1_0,gneE11_0,110.0
297.0,gneE1_0,gneE11_0,112.0
297.0,-gneE9_0,gneE3_0,65.0
297.0,-gneE9_0,gneE3_0,72.0
297.0,-gneE9_0,gneE3_0,77.0
297.0,-gneE9_0,gneE3_0,65.0
297.0,-gneE9_0,gneE3_0,72.0
297.0,-gneE9_0,gneE3_0,77.0
298.0,gneE1_0,gneE11_0,111.0
298.0,gneE1_0,gneE11_0,113.0
298.0,gneE1_0,gneE11_0,111.0
298.0,gneE1_0,gneE11_0,113.0
298.0,gneE1_0,gneE11_0,111.0
298.0,gneE1_0,gneE11_0,113.0
298.0,gneE1_0,gneE11_0,111.0
298.0,gneE1_0,gneE11_0,113.0
298.0,-gneE9_0,gneE3_0,66.0
298.0,-gneE9_0,gneE3_0,73.0
298.0,-gneE9_0,gneE3_0,78.0
298.0,-gneE9_0,gneE3_0,66.0
298.0,-gneE9_0,gneE3_0,73.0
298.0,-gneE9_0,gneE3_0,78.0
299.0,gneE1_0,gneE11_0,112.0
299.0,gneE1_0,gneE11_0,114.0
299.0,gneE1_0,gneE11_0,112.0
299.0,gneE1_0,gneE11_0,114.0
299.0,gneE1_0,gneE11_0,112.0
299.0,gneE1_0,gneE11_0,114.0
299.0,gneE1_0,gneE11_0,112.0
299.0,gneE1_0,gneE11_0,114.0
299.0,-gneE9_0,gneE3_0,67.0
299.0,-gneE9_0,gneE3_0,74.0
299.0,-gneE9_0,gneE3_0,67.0
299.0,-gneE9_0,gneE3_0,74.0
300.0,gneE1_0,gneE11_0,110.0
300.0,gneE1_0,gneE11_0,113.0
300.0,gneE1_0,gneE11_0,115.0
300.0,gneE1_0,gneE11_0,110.0
300.0,gneE1_0,gneE11_0,113.0
300.0,gneE1_0,gneE11_0,115.0
300.0,gneE1_0,gneE11_0,110.0
300.0,gneE1_0,gneE11_0,113.0
300.0,gneE1_0,gneE11_0,115.0
300.0,gneE1_0,gneE11_0,110.0
300.0,gneE1_0,gneE11_0,113.0
300.0,gneE1_0,gneE11_0,115.0
300.0,-gneE9_0,gneE3_0,68.0
300.0,-gneE9_0,gneE3_0,75.0
300.0,-gneE9_0,gneE3_0,68.0
300.0,-gneE9_0,gneE3_0,75.0
301.0,gneE1_0,gneE11_0,111.0
301.0,gneE1_0,gneE11_0,114.0
301.0,gneE1_0,gneE11_0,116.0
301.0,gneE1_0,gneE11_0,111.0
301.0,gneE1_0,gneE11_0,114.0
301.0,gneE1_0,gneE11_0,116.0
301.0,gneE1_0,gneE11_0,111.0
301.0,gneE1_0,gneE11_0,114.0
301.0,gneE1_0,gneE11_0,116.0
301.0,gneE1_0,gneE11_0,111.0
301.0,gneE1_0,gneE11_0,114.0
301.0,gneE1_0,gneE11_0,116.0
301.0,-gneE9_0,gneE3_0,69.0
301.0,-gneE9_0,gneE3_0,69.0
301.0,-gneE9_0,gneE3_0,69.0
302.0,gneE1_0,gneE11_0,112.0
302.0,gneE1_0,gneE11_0,115.0
302.0,gneE1_0,gneE11_0,117.0
302.0,gneE1_0,gneE11_0,112.0
302.0,gneE1_0,gneE11_0,115.0
302.0,gneE1_0,gneE11_0,117.0
302.0,gneE1_0,gneE11_0,112.0
302.0,gneE1_0,gneE11_0,115.0
302.0,gneE1_0,gneE11_0,117.0
302.0,gneE1_0,gneE11_0,112.0
302.0,gneE1_0,gneE11_0,115.0
302.0,gneE1_0,gneE11_0,117.0
302.0,-gneE9_0,gneE3_0,70.0
302.0,-gneE9_0,gneE3_0,70.0
302.0,-gneE9_0,gneE3_0,70.0
303.0,gneE1_0,gneE11_0,110.0
303.0,gneE1_0,gneE11_0,113.0
303.0,gneE1_0,gneE11_0,116.0
303.0,gneE1_0,gneE11_0,118.0
303.0,gneE1_0,gneE11_0,110.0
303.0,gneE1_0,gneE11_0,113.0
303.0,gneE1_0,gneE11_0,116.0
303.0,gneE1_0,gneE11_0,118.0
303.0,gneE1_0,gneE11_0,110.0
303.0,gneE1_0,gneE11_0,113.0
303.0,gneE1_0,gneE11_0,116.0
303.0,gneE1_0,gneE11_0,118.0
303.0,gneE1_0,gneE11_0,110.0
303.0,gneE1_0,gneE11_0,113.0
303.0,gneE1_0,gneE11_0,116.0
303.0,gneE1_0,gneE11_0,118.0
303.0,-gneE9_0,gneE3_0,71.0
303.0,-gneE9_0,gneE3_0,71.0
303.0,-gneE9_0,gneE3_0,71.0
303.0,-gneE9_0,gneE3_0,71.0
304.0,gneE1_0,gneE11_0,111.0
304.0,gneE1_0,gneE11_0,114.0
304.0,gneE1_0,gneE11_0,117.0
304.0,gneE1_0,gneE11_0,119.0
304.0,gneE1_0,gneE11_0,111.0
304.0,gneE1_0,gneE11_0,114.0
304.0,gneE1_0,gneE11_0,117.0
304.0,gneE1_0,gneE11_0,119.0
304.0,gneE1_0,gneE11_0,111.0
304.0,gneE1_0,gneE11_0,114.0
304.0,gneE1_0,gneE11_0,117.0
304.0,gneE1_0,gneE11_0,119.0
304.0,gneE1_0,gneE11_0,111.0
304.0,gneE1_0,gneE11_0,114.0
304.0,gneE1_0,gneE11_0,117.0
304.0,gneE1_0,gneE11_0,119.0
305.0,gneE1_0,gneE11_0,112.0
305.0,gneE1_0,gneE11_0,115.0
305.0,gneE1_0,gneE11_0,118.0
305.0,gneE1_0,gneE11_0,112.0
305.0,gneE1_0,gneE11_0,115.0
305.0,gneE1_0,gneE11_0,118.0
305.0,gneE1_0,gneE11_0,112.0
305.0,gneE1_0,gneE11_0,115.0
305.0,gneE1_0,gneE11_0,118.0
306.0,gneE1_0,gneE11_0,50.0
306.0,gneE1_0,gneE11_0,113.0
306.0,gneE1_0,gneE11_0,116.0
306.0,gneE1_0,gneE11_0,119.0
306.0,gneE1_0,gneE11_0,50.0
306.0,gneE1_0,gneE11_0,113.0
306.0,gneE1_0,gneE11_0,116.0
306.0,gneE1_0,gneE11_0,119.0
306.0,gneE1_0,gneE11_0,50.0
306.0,gneE1_0,gneE11_0,113.0
306.0,gneE1_0,gneE11_0,116.0
306.0,gneE1_0,gneE11_0,119.0
306.0,gneE1_0,gneE11_0,50.0
306.0,gneE1_0,gneE11_0,113.0
306.0,gneE1_0,gneE11_0,116.0
306.0,gneE1_0,gneE11_0,119.0
307.0,gneE1_0,gneE11_0,51.0
307.0,gneE1_0,gneE11_0,114.0
307.0,gneE1_0,gneE11_0,117.0
307.0,gneE1_0,gneE11_0,120.0
307.0,gneE1_0,gneE11_0,51.0
307.0,gneE1_0,gneE11_0,114.0
307.0,gneE1_0,gneE11_0,117.0
307.0,gneE1_0,gneE11_0,120.0
307.0,gneE1_0,gneE11_0,51.0
307.0,gneE1_0,gneE11_0,114.0
307.0,gneE1_0,gneE11_0,117.0
307.0,gneE1_0,gneE11_0,120.0
308.0,gneE1_0,gneE11_0,47.0
308.0,gneE1_0,gneE11_0,52.0
308.0,gneE1_0,gneE11_0,115.0
308.0,gneE1_0,gneE11_0,118.0
308.0,gneE1_0,gneE11_0,47.0
308.0,gneE1_0,gneE11_0,52.0
308.0,gneE1_0,gneE11_0,115.0
308.0,gneE1_0,gneE11_0,118.0
308.0,gneE1_0,gneE11_0,47.0
308.0,gneE1_0,gneE11_0,52.0
308.0,gneE1_0,gneE11_0,115.0
308.0,gneE1_0,gneE11_0,118.0
309.0,gneE1_0,gneE11_0,48.0
309.0,gneE1_0,gneE11_0,53.0
309.0,gneE1_0,gneE11_0,116.0
309.0,gneE1_0,gneE11_0,119.0
309.0,gneE1_0,gneE11_0,48.0
309.0,gneE1_0,gneE11_0,53.0
309.0,gneE1_0,gneE11_0,116.0
309.0,gneE1_0,gneE11_0,119.0
309.0,gneE1_0,gneE11_0,48.0
309.0,gneE1_0,gneE11_0,53.0
309.0,gneE1_0,gneE11_0,116.0
309.0,gneE1_0,gneE11_0,119.0
309.0,gneE1_0,gneE11_0,48.0
309.0,gneE1_0,gneE11_0,53.0
309.0,gneE1_0,gneE11_0,116.0
309.0,gneE1_0,gneE11_0,119.0
310.0,gneE1_0,gneE11_0,49.0
310.0,gneE1_0,gneE11_0,54.0
310.0,gneE1_0,gneE11_0,117.0
310.0,gneE1_0,gneE11_0,120.0
310.0,gneE1_0,gneE11_0,49.0
310.0,gneE1_0,gneE11_0,54.0
310.0,gneE1_0,gneE11_0,117.0
310.0,gneE1_0,gneE11_0,120.0
310.0,gneE1_0,gneE11_0,49.0
310.0,gneE1_0,gneE11_0,54.0
310.0,gneE1_0,gneE11_0,117.0
310.0,gneE1_0,gneE11_0,120.0
311.0,gneE1_0,gneE11_0,47.0
311.0,gneE1_0,gneE11_0,50.0
311.0,gneE1_0,gneE11_0,55.0
311.0,gneE1_0,gneE11_0,118.0
311.0,gneE1_0,gneE11_0,47.0
311.0,gneE1_0,gneE11_0,50.0
311.0,gneE1_0,gneE11_0,55.0
311.0,gneE1_0,gneE11_0,118.0
311.0,gneE1_0,gneE11_0,47.0
311.0,gneE1_0,gneE11_0,50.0
311.0,gneE1_0,gneE11_0,55.0
311.0,gneE1_0,gneE11_0,118.0
311.0,gneE1_0,gneE11_0,47.0
311.0,gneE1_0,gneE11_0,50.0
311.0,gneE1_0,gneE11_0,55.0
311.0,gneE1_0,gneE11_0,118.0
312.0,gneE1_0,gneE11_0,48.0
312.0,gneE1_0,gneE11_0,51.0
312.0,gneE1_0,gneE11_0,56.0
312.0,gneE1_0,gneE11_0,119.0
312.0,gneE1_0,gneE11_0,48.0
312.0,gneE1_0,gneE11_0,51.0
312.0,gneE1_0,gneE11_0,56.0
312.0,gneE1_0,gneE11_0,119.0
312.0,gneE1_0,gneE11_0,48.0
312.0,gneE1_0,gneE11_0,51.0
312.0,gneE1_0,gneE11_0,56.0
312.0,gneE1_0,gneE11_0,119.0
312.0,gneE1_0,gneE11_0,48.0
312.0,gneE1_0,gneE11_0,51.0
312.0,gneE1_0,gneE11_0,56.0
312.0,gneE1_0,gneE11_0,119.0
313.0,gneE1_0,gneE11_0,49.0
313.0,gneE1_0,gneE11_0,52.0
313.0,gneE1_0,gneE11_0,57.0
313.0,gneE1_0,gneE11_0,49.0
313.0,gneE1_0,gneE11_0,52.0
313.0,gneE1_0,gneE11_0,57.0
313.0,gneE1_0,gneE11_0,49.0
313.0,gneE1_0,gneE11_0,52.0
313.0,gneE1_0,gneE11_0,57.0
314.0,gneE1_0,gneE11_0,47.0
314.0,gneE1_0,gneE11_0,50.0
314.0,gneE1_0,gneE11_0,53.0
314.0,gneE1_0,gneE11_0,58.0
314.0,gneE1_0,gneE11_0,47.0
314.0,gneE1_0,gneE11_0,50.0
314.0,gneE1_0,gneE11_0,53.0
314.0,gneE1_0,gneE11_0,58.0
314.0,gneE1_0,gneE11_0,47.0
314.0,gneE1_0,gneE11_0,50.0
314.0,gneE1_0,gneE11_0,53.0
314.0,gneE1_0,gneE11_0,58.0
