step_time,reward,total_stopped,total_wait_time,gneJ00_passed,gneJ9_passed
3229.0,0,23,802.0,1254,1171
3233.0,0,24,827.0,1257,1174
3237.0,0,25,882.0,1260,1175
3241.0,0,27,979.0,1261,1175
3245.0,0,23,954.0,1265,1176
3249.0,0,19,885.0,1266,1178
3253.0,0,14,811.0,1267,1181
3257.0,0,11,805.0,1268,1183
3261.0,0,10,620.0,1270,1185
3265.0,0,8,611.0,1271,1187
3269.0,0,11,539.0,1273,1191
3273.0,0,14,518.0,1274,1194
3277.0,0,12,362.0,1274,1197
3281.0,0,11,319.0,1276,1198
3285.0,0,11,340.0,1279,1200
3289.0,0,13,382.0,1280,1202
3293.0,0,16,439.0,1280,1205
3297.0,0,19,510.0,1281,1206
3301.0,0,22,594.0,1281,1207
3305.0,0,26,620.0,1282,1207
3309.0,0,30,734.0,1283,1207
3313.0,0,32,808.0,1284,1207
3317.0,0,27,769.0,1284,1207
3321.0,0,29,790.0,1284,1210
3325.0,0,25,698.0,1285,1212
3329.0,0,26,717.0,1287,1214
3333.0,0,25,720.0,1291,1214
3337.0,0,23,699.0,1293,1215
3341.0,0,22,722.0,1297,1215
3345.0,0,23,731.0,1299,1215
3349.0,0,23,775.0,1303,1217
3353.0,0,23,814.0,1305,1218
3357.0,0,24,897.0,1307,1219
3361.0,0,23,892.0,1311,1219
3365.0,0,17,825.0,1312,1221
3369.0,0,15,798.0,1314,1223
3373.0,0,13,661.0,1315,1227
3377.0,0,11,637.0,1317,1230
3381.0,0,6,476.0,1318,1233
3385.0,0,7,388.0,1320,1236
3389.0,0,9,369.0,1322,1238
3393.0,0,12,386.0,1323,1240
3397.0,0,8,230.0,1324,1242
3401.0,0,9,235.0,1327,1244
3405.0,0,9,268.0,1328,1246
3409.0,0,11,308.0,1329,1248
3413.0,0,16,355.0,1329,1249
3417.0,0,19,428.0,1330,1251
3421.0,0,23,524.0,1330,1251
3425.0,0,26,586.0,1330,1251
3429.0,0,30,686.0,1332,1251
3433.0,0,32,756.0,1332,1251
3437.0,0,34,741.0,1332,1253
3441.0,0,31,753.0,1332,1255
3445.0,0,26,726.0,1335,1258
3449.0,0,26,739.0,1338,1258
3453.0,0,25,777.0,1342,1258
3457.0,0,23,812.0,1344,1258
3461.0,0,25,839.0,1346,1258
3465.0,0,23,813.0,1350,1259
3469.0,0,24,823.0,1352,1260
3473.0,0,24,932.0,1355,1261
3477.0,0,26,1019.0,1358,1262
3481.0,0,20,954.0,1359,1264
3485.0,0,19,873.0,1360,1267
3489.0,0,17,896.0,1362,1269
3493.0,0,16,774.0,1363,1271
3497.0,0,11,659.0,1364,1274
3501.0,0,8,505.0,1365,1277
3505.0,0,9,485.0,1368,1280
3509.0,0,11,486.0,1369,1283
3513.0,0,9,346.0,1369,1285
3517.0,0,8,284.0,1371,1288
3521.0,0,13,278.0,1373,1289
3525.0,0,15,330.0,1375,1291
3529.0,0,15,386.0,1375,1292
3533.0,0,18,447.0,1375,1293
3537.0,0,20,518.0,1375,1295
3541.0,0,25,531.0,1376,1295
3545.0,0,26,636.0,1377,1295
3549.0,0,30,729.0,1378,1295
3553.0,0,29,712.0,1379,1295
3557.0,0,30,692.0,1379,1297
3561.0,0,28,698.0,1381,1300
3565.0,0,27,739.0,1384,1301
3569.0,0,24,778.0,1387,1302
3573.0,0,25,826.0,1389,1302
3577.0,0,26,854.0,1392,1302
3581.0,0,26,848.0,1395,1302
3585.0,0,25,844.0,1397,1304
3589.0,0,25,925.0,1401,1306
3593.0,0,26,988.0,1403,1307
3597.0,0,23,959.0,1405,1307
3601.0,0,21,931.0,1407,1309
3605.0,0,19,878.0,1408,1313
3609.0,0,14,803.0,1409,1315
3613.0,0,13,780.0,1411,1319
3617.0,0,8,625.0,1412,1321
3621.0,0,8,524.0,1415,1324
3625.0,0,9,493.0,1416,1326
3629.0,0,13,465.0,1416,1329
3633.0,0,9,342.0,1418,1331
3637.0,0,10,300.0,1420,1331
3641.0,0,11,335.0,1422,1334
3645.0,0,12,365.0,1422,1336
3649.0,0,14,411.0,1422,1338
3653.0,0,16,471.0,1422,1340
3657.0,0,19,546.0,1423,1341
3661.0,0,22,567.0,1424,1341
3665.0,0,27,624.0,1425,1341
3669.0,0,27,589.0,1426,1341
3673.0,0,27,619.0,1427,1343
3677.0,0,24,612.0,1427,1345
3681.0,0,25,568.0,1430,1347
3685.0,0,22,574.0,1433,1347
3689.0,0,21,600.0,1436,1348
3693.0,0,20,630.0,1438,1348
3697.0,0,21,659.0,1441,1348
3701.0,0,21,681.0,1443,1349
3705.0,0,22,729.0,1447,1350
3709.0,0,24,772.0,1449,1351
3713.0,0,25,868.0,1452,1352
3717.0,0,21,760.0,1455,1354
3721.0,0,15,731.0,1456,1356
3725.0,0,13,692.0,1458,1359
3729.0,0,10,583.0,1459,1362
3733.0,0,6,447.0,1461,1366
3737.0,0,5,373.0,1463,1368
3741.0,0,9,345.0,1464,1372
3745.0,0,10,323.0,1465,1374
3749.0,0,8,245.0,1466,1377
3753.0,0,11,204.0,1468,1378
3757.0,0,13,233.0,1470,1380
3761.0,0,13,246.0,1471,1382
3765.0,0,16,305.0,1471,1383
3769.0,0,17,370.0,1471,1384
3773.0,0,21,446.0,1472,1385
3777.0,0,24,544.0,1473,1385
3781.0,0,27,609.0,1474,1385
3785.0,0,30,705.0,1474,1385
3789.0,0,29,715.0,1475,1385
3793.0,0,33,768.0,1475,1389
3797.0,0,30,802.0,1476,1390
3801.0,0,29,837.0,1479,1390
3805.0,0,27,806.0,1482,1391
3809.0,0,24,841.0,1485,1392
3813.0,0,24,862.0,1488,1392
3817.0,0,23,822.0,1490,1392
3821.0,0,23,827.0,1493,1393
3825.0,0,24,933.0,1496,1393
3829.0,0,24,968.0,1498,1393
3833.0,0,20,933.0,1501,1393
3837.0,0,17,894.0,1502,1395
3841.0,0,14,864.0,1504,1397
3845.0,0,13,833.0,1505,1399
3849.0,0,14,760.0,1506,1402
3853.0,0,8,627.0,1507,1406
3857.0,0,9,592.0,1510,1409
3861.0,0,9,576.0,1511,1410
3865.0,0,11,568.0,1512,1412
3869.0,0,9,526.0,1513,1414
3873.0,0,10,488.0,1515,1416
3877.0,0,13,521.0,1517,1419
3881.0,0,17,569.0,1517,1420
3885.0,0,21,641.0,1518,1422
3889.0,0,24,748.0,1518,1424
3893.0,0,27,868.0,1518,1424
3897.0,0,29,939.0,1518,1424
3901.0,0,35,1094.0,1519,1424
3905.0,0,36,1197.0,1521,1424
3909.0,0,36,1221.0,1521,1426
3913.0,0,34,1262.0,1521,1428
3917.0,0,31,1254.0,1524,1430
3921.0,0,28,1298.0,1527,1430
3925.0,0,26,1283.0,1530,1430
3929.0,0,27,1354.0,1532,1431
3933.0,0,32,1391.0,1536,1431
3937.0,0,24,1151.0,1538,1432
3941.0,0,26,1123.0,1541,1435
3945.0,0,26,1123.0,1544,1437
3949.0,0,27,1206.0,1547,1437
3953.0,0,21,1058.0,1548,1439
3957.0,0,16,980.0,1550,1441
3961.0,0,13,919.0,1551,1445
3965.0,0,12,809.0,1552,1447
3969.0,0,11,752.0,1554,1449
3973.0,0,8,583.0,1556,1453
3977.0,0,9,556.0,1557,1455
3981.0,0,10,538.0,1558,1458
3985.0,0,9,523.0,1558,1461
3989.0,0,10,343.0,1560,1462
3993.0,0,12,378.0,1563,1464
3997.0,0,13,446.0,1565,1465
4001.0,0,16,512.0,1565,1466
4005.0,0,19,578.0,1565,1468
4009.0,0,22,679.0,1565,1468
4013.0,0,26,734.0,1565,1468
4017.0,0,30,838.0,1566,1468
4021.0,0,33,974.0,1567,1468
4025.0,0,35,989.0,1568,1468
4029.0,0,35,1065.0,1568,1470
4033.0,0,33,1103.0,1568,1473
4037.0,0,31,1109.0,1572,1474
4041.0,0,29,1146.0,1574,1474
4045.0,0,25,1146.0,1578,1475
4049.0,0,29,1202.0,1581,1475
4053.0,0,26,1164.0,1583,1475
4057.0,0,25,1095.0,1586,1477
4061.0,0,28,1095.0,1589,1479
4065.0,0,27,1149.0,1592,1479
4069.0,0,25,1133.0,1594,1479
4073.0,0,20,1060.0,1596,1481
4077.0,0,17,1013.0,1598,1483
4081.0,0,15,959.0,1599,1486
4085.0,0,12,833.0,1601,1489
4089.0,0,9,739.0,1602,1493
4093.0,0,8,609.0,1604,1495
4097.0,0,9,576.0,1605,1498
4101.0,0,12,558.0,1606,1500
4105.0,0,8,338.0,1609,1502
4109.0,0,9,374.0,1612,1504
4113.0,0,13,379.0,1614,1505
4117.0,0,15,427.0,1614,1507
4121.0,0,16,517.0,1614,1509
4125.0,0,21,626.0,1614,1510
4129.0,0,24,779.0,1615,1510
4133.0,0,29,902.0,1615,1510
4137.0,0,34,1082.0,1616,1510
4141.0,0,36,1195.0,1616,1510
4145.0,0,37,1200.0,1616,1512
4149.0,0,33,1252.0,1616,1514
4153.0,0,31,1321.0,1619,1516
4157.0,0,33,1394.0,1622,1516
4161.0,0,31,1398.0,1624,1516
4165.0,0,25,1417.0,1627,1518
4169.0,0,27,1488.0,1630,1518
4173.0,0,25,1331.0,1633,1520
4177.0,0,24,1172.0,1636,1521
4181.0,0,25,1233.0,1638,1522
4185.0,0,26,1319.0,1641,1522
4189.0,0,20,1240.0,1643,1523
4193.0,0,15,1125.0,1644,1526
4197.0,0,12,962.0,1646,1529
4201.0,0,12,934.0,1647,1531
4205.0,0,11,753.0,1648,1534
4209.0,0,8,717.0,1650,1538
4213.0,0,10,604.0,1652,1540
4217.0,0,9,630.0,1652,1543
4221.0,0,8,468.0,1652,1545
4225.0,0,8,426.0,1655,1546
4229.0,0,12,378.0,1657,1549
4233.0,0,13,421.0,1658,1550
4237.0,0,18,474.0,1658,1552
4241.0,0,18,536.0,1659,1554
4245.0,0,24,620.0,1659,1556
4249.0,0,22,721.0,1659,1556
4253.0,0,26,848.0,1660,1556
4257.0,0,30,1017.0,1660,1556
4261.0,0,32,1055.0,1660,1556
4265.0,0,32,1056.0,1660,1560
4269.0,0,25,1134.0,1662,1561
4273.0,0,26,1180.0,1665,1562
4277.0,0,24,1210.0,1668,1562
4281.0,0,23,1214.0,1671,1562
4285.0,0,24,1311.0,1673,1562
4289.0,0,21,1227.0,1675,1563
4293.0,0,24,1182.0,1678,1565
4297.0,0,25,1181.0,1680,1568
4301.0,0,25,1235.0,1684,1569
4305.0,0,23,1169.0,1686,1569
4309.0,0,18,1133.0,1688,1571
4313.0,0,16,1082.0,1689,1573
4317.0,0,15,987.0,1691,1577
4321.0,0,17,923.0,1692,1579
4325.0,0,10,768.0,1693,1583
4329.0,0,9,700.0,1695,1585
4333.0,0,11,677.0,1696,1587
4337.0,0,12,663.0,1698,1590
4341.0,0,8,599.0,1698,1592
4345.0,0,10,535.0,1701,1594
4349.0,0,13,553.0,1704,1596
4353.0,0,16,588.0,1704,1598
4357.0,0,17,618.0,1705,1600
4361.0,0,19,684.0,1705,1601
4365.0,0,21,789.0,1705,1603
4369.0,0,22,797.0,1705,1603
4373.0,0,27,814.0,1707,1603
4377.0,0,31,899.0,1708,1603
4381.0,0,32,942.0,1708,1604
4385.0,0,31,936.0,1709,1607
4389.0,0,29,964.0,1712,1609
4393.0,0,28,953.0,1714,1609
4397.0,0,26,963.0,1716,1609
4401.0,0,22,994.0,1719,1609
4405.0,0,22,998.0,1722,1610
4409.0,0,21,951.0,1725,1612
4413.0,0,24,904.0,1727,1613
4417.0,0,24,962.0,1730,1613
4421.0,0,25,1032.0,1733,1613
4425.0,0,21,962.0,1736,1613
4429.0,0,19,921.0,1739,1615
4433.0,0,16,887.0,1741,1619
4437.0,0,13,759.0,1742,1621
4441.0,0,10,664.0,1744,1625
4445.0,0,8,565.0,1746,1627
4449.0,0,7,539.0,1747,1630
4453.0,0,11,568.0,1748,1632
4457.0,0,7,363.0,1748,1634
4461.0,0,8,306.0,1750,1637
4465.0,0,10,323.0,1753,1638
4469.0,0,12,320.0,1755,1639
4473.0,0,18,382.0,1755,1642
4477.0,0,19,491.0,1755,1642
4481.0,0,21,639.0,1755,1644
4485.0,0,25,750.0,1755,1644
4489.0,0,28,880.0,1756,1644
4493.0,0,32,1059.0,1756,1644
4497.0,0,34,1095.0,1756,1644
4501.0,0,36,1099.0,1756,1646
4505.0,0,35,1163.0,1758,1649
4509.0,0,30,1237.0,1760,1650
4513.0,0,29,1308.0,1763,1650
4517.0,0,25,1396.0,1766,1650
4521.0,0,25,1367.0,1768,1650
4525.0,0,24,1329.0,1772,1652
4529.0,0,26,1283.0,1774,1654
4533.0,0,27,1245.0,1777,1655
4537.0,0,26,1262.0,1780,1656
4541.0,0,23,1169.0,1782,1657
4545.0,0,21,1145.0,1783,1659
4549.0,0,16,1130.0,1784,1661
4553.0,0,12,1054.0,1785,1663
4557.0,0,12,992.0,1786,1666
4561.0,0,8,790.0,1787,1669
4565.0,0,10,697.0,1789,1672
4569.0,0,12,614.0,1792,1675
4573.0,0,14,660.0,1792,1678
4577.0,0,9,434.0,1792,1679
4581.0,0,10,451.0,1795,1682
4585.0,0,11,406.0,1797,1683
4589.0,0,16,455.0,1799,1686
4593.0,0,20,518.0,1799,1687
4597.0,0,20,593.0,1800,1689
4601.0,0,25,717.0,1800,1690
4605.0,0,25,802.0,1800,1690
4609.0,0,28,934.0,1801,1690
4613.0,0,29,957.0,1801,1690
4617.0,0,32,1056.0,1802,1692
4621.0,0,32,1090.0,1802,1694
4625.0,0,28,1134.0,1805,1695
4629.0,0,30,1147.0,1808,1695
4633.0,0,24,1178.0,1810,1696
4637.0,0,24,1209.0,1813,1696
4641.0,0,25,1243.0,1816,1696
4645.0,0,23,1114.0,1818,1696
4649.0,0,25,1127.0,1822,1700
4653.0,0,27,1111.0,1824,1701
4657.0,0,28,1211.0,1827,1701
4661.0,0,21,1149.0,1828,1702
4665.0,0,16,983.0,1829,1705
4669.0,0,15,940.0,1831,1707
4673.0,0,14,900.0,1832,1710
4677.0,0,13,874.0,1834,1712
4681.0,0,12,803.0,1836,1715
4685.0,0,11,653.0,1837,1718
4689.0,0,13,656.0,1838,1719
4693.0,0,9,568.0,1838,1722
4697.0,0,10,495.0,1840,1723
4701.0,0,10,516.0,1843,1724
4705.0,0,14,561.0,1844,1727
4709.0,0,17,590.0,1845,1729
4713.0,0,18,659.0,1845,1730
4717.0,0,20,770.0,1845,1733
4721.0,0,20,794.0,1845,1733
4725.0,0,24,854.0,1846,1733
4729.0,0,28,958.0,1848,1733
4733.0,0,25,965.0,1848,1733
4737.0,0,27,997.0,1848,1736
4741.0,0,25,1035.0,1849,1738
4745.0,0,24,984.0,1852,1740
4749.0,0,24,1027.0,1855,1740
4753.0,0,24,1023.0,1858,1740
4757.0,0,21,1069.0,1861,1740
4761.0,0,19,1021.0,1863,1740
4765.0,0,21,998.0,1865,1741
4769.0,0,23,1050.0,1868,1743
4773.0,0,26,1102.0,1871,1744
4777.0,0,24,1088.0,1873,1744
4781.0,0,20,1060.0,1876,1746
4785.0,0,17,993.0,1877,1748
4789.0,0,15,917.0,1879,1751
4793.0,0,13,845.0,1880,1754
4797.0,0,10,746.0,1881,1757
4801.0,0,8,618.0,1884,1760
4805.0,0,11,585.0,1884,1763
4809.0,0,12,576.0,1885,1765
4813.0,0,9,468.0,1885,1766
4817.0,0,12,428.0,1889,1769
4821.0,0,13,477.0,1891,1770
4825.0,0,15,529.0,1892,1772
4829.0,0,17,610.0,1892,1774
4833.0,0,19,654.0,1892,1776
4837.0,0,26,771.0,1892,1777
4841.0,0,27,804.0,1892,1777
4845.0,0,29,949.0,1893,1777
4849.0,0,29,942.0,1894,1777
4853.0,0,30,1048.0,1894,1779
4857.0,0,31,1023.0,1894,1781
4861.0,0,31,1071.0,1897,1783
4865.0,0,31,1133.0,1899,1784
4869.0,0,26,1142.0,1901,1784
4873.0,0,25,1200.0,1904,1784
4877.0,0,25,1285.0,1907,1784
4881.0,0,24,1164.0,1909,1785
4885.0,0,25,1087.0,1911,1787
4889.0,0,29,1177.0,1914,1788
4893.0,0,30,1250.0,1917,1788
4897.0,0,24,1156.0,1920,1789
4901.0,0,19,1091.0,1921,1792
4905.0,0,17,1098.0,1923,1795
4909.0,0,13,989.0,1924,1798
4913.0,0,9,885.0,1925,1801
4917.0,0,7,718.0,1927,1803
4921.0,0,9,675.0,1928,1806
4925.0,0,13,715.0,1931,1809
4929.0,0,11,628.0,1931,1812
4933.0,0,10,589.0,1933,1813
4937.0,0,12,582.0,1936,1814
4941.0,0,12,662.0,1937,1817
4945.0,0,15,694.0,1937,1818
4949.0,0,18,747.0,1938,1821
4953.0,0,23,849.0,1938,1821
4957.0,0,26,905.0,1938,1821
4961.0,0,30,983.0,1939,1821
4965.0,0,34,1142.0,1940,1821
4969.0,0,33,1137.0,1941,1821
4973.0,0,32,1057.0,1941,1825
4977.0,0,29,1171.0,1943,1827
4981.0,0,29,1219.0,1946,1828
4985.0,0,27,1171.0,1948,1828
4989.0,0,28,1224.0,1951,1828
4993.0,0,24,1269.0,1954,1828
4997.0,0,25,1133.0,1957,1829
5001.0,0,24,1102.0,1959,1831
5005.0,0,26,1057.0,1962,1833
5009.0,0,28,1185.0,1964,1834
5013.0,0,26,1125.0,1967,1834
5017.0,0,21,1093.0,1968,1836
5021.0,0,16,1046.0,1970,1840
5025.0,0,13,929.0,1971,1842
5029.0,0,11,870.0,1972,1845
5033.0,0,6,722.0,1974,1848
5037.0,0,9,630.0,1976,1851
5041.0,0,11,590.0,1977,1854
5045.0,0,14,689.0,1978,1857
5049.0,0,9,529.0,1979,1858
5053.0,0,10,427.0,1982,1859
5057.0,0,12,516.0,1984,1862
5061.0,0,13,525.0,1984,1863
5065.0,0,15,622.0,1985,1865
5069.0,0,19,758.0,1986,1865
5073.0,0,23,876.0,1986,1865
5077.0,0,24,951.0,1986,1865
5081.0,0,29,1070.0,1988,1865
5085.0,0,29,1236.0,1988,1865
5089.0,0,30,1249.0,1988,1866
5093.0,0,27,1208.0,1988,1869
5097.0,0,26,1216.0,1991,1870
5101.0,0,24,1175.0,1994,1871
5105.0,0,22,1218.0,1997,1872
5109.0,0,22,1266.0,2000,1872
5113.0,0,22,1333.0,2002,1872
5117.0,0,21,1231.0,2005,1873
5121.0,0,23,1135.0,2008,1874
5125.0,0,23,1144.0,2011,1876
5129.0,0,25,1180.0,2014,1877
5133.0,0,19,1101.0,2015,1877
5137.0,0,15,1001.0,2017,1881
5141.0,0,14,878.0,2018,1883
5145.0,0,12,836.0,2019,1886
5149.0,0,9,785.0,2020,1888
5153.0,0,7,678.0,2022,1891
5157.0,0,9,637.0,2024,1892
5161.0,0,9,667.0,2025,1896
5165.0,0,7,472.0,2025,1899
5169.0,0,7,433.0,2027,1901
5173.0,0,8,456.0,2030,1902
5177.0,0,12,451.0,2031,1904
5181.0,0,13,500.0,2031,1907
5185.0,0,15,555.0,2031,1908
5189.0,0,19,627.0,2032,1910
5193.0,0,21,710.0,2032,1910
5197.0,0,24,820.0,2033,1910
5201.0,0,29,951.0,2034,1910
5205.0,0,26,974.0,2035,1910
5209.0,0,28,1011.0,2035,1914
5213.0,0,26,977.0,2037,1916
5217.0,0,23,1021.0,2039,1917
5221.0,0,26,1067.0,2041,1917
5225.0,0,22,1114.0,2043,1917
5229.0,0,19,1151.0,2046,1917
5233.0,0,20,1078.0,2049,1917
5237.0,0,18,977.0,2052,1919
5241.0,0,19,944.0,2055,1921
5245.0,0,21,955.0,2058,1922
5249.0,0,22,890.0,2060,1922
5253.0,0,20,865.0,2062,1924
5257.0,0,16,776.0,2064,1927
5261.0,0,14,726.0,2065,1930
5265.0,0,11,703.0,2066,1933
5269.0,0,7,537.0,2068,1935
5273.0,0,6,473.0,2070,1939
5277.0,0,9,466.0,2071,1941
5281.0,0,11,502.0,2072,1943
5285.0,0,9,369.0,2073,1945
5289.0,0,12,335.0,2076,1947
5293.0,0,12,348.0,2078,1949
5297.0,0,15,419.0,2078,1951
5301.0,0,18,478.0,2078,1953
5305.0,0,20,539.0,2078,1954
5309.0,0,24,645.0,2079,1954
5313.0,0,27,714.0,2079,1954
5317.0,0,30,841.0,2081,1954
5321.0,0,30,895.0,2081,1954
5325.0,0,31,909.0,2081,1955
5329.0,0,30,881.0,2082,1958
5333.0,0,24,906.0,2084,1960
5337.0,0,24,924.0,2086,1961
5341.0,0,26,963.0,2089,1961
5345.0,0,25,941.0,2091,1961
5349.0,0,25,1025.0,2095,1961
5353.0,0,24,860.0,2097,1963
5357.0,0,25,824.0,2100,1964
5361.0,0,26,921.0,2103,1965
5365.0,0,28,1017.0,2105,1965
5369.0,0,23,984.0,2107,1966
5373.0,0,23,888.0,2108,1970
5377.0,0,19,860.0,2109,1972
5381.0,0,16,831.0,2111,1974
5385.0,0,11,649.0,2112,1978
5389.0,0,10,603.0,2114,1980
5393.0,0,10,549.0,2116,1984
5397.0,0,13,556.0,2118,1985
5401.0,0,12,500.0,2118,1987
5405.0,0,10,399.0,2120,1989
5409.0,0,11,453.0,2123,1991
5413.0,0,14,495.0,2124,1993
5417.0,0,16,546.0,2124,1995
5421.0,0,19,611.0,2124,1996
5425.0,0,21,708.0,2126,1997
5429.0,0,25,832.0,2126,1997
5433.0,0,29,979.0,2127,1997
5437.0,0,34,1127.0,2127,1997
5441.0,0,33,1142.0,2127,1997
5445.0,0,33,1169.0,2127,1999
5449.0,0,28,1145.0,2128,2001
5453.0,0,26,1150.0,2130,2003
5457.0,0,24,1171.0,2133,2004
5461.0,0,21,1180.0,2136,2005
5465.0,0,27,1257.0,2138,2005
5469.0,0,21,1087.0,2140,2005
5473.0,0,22,1032.0,2142,2008
5477.0,0,23,1042.0,2146,2009
5481.0,0,23,1056.0,2148,2009
5485.0,0,20,1001.0,2151,2009
5489.0,0,17,907.0,2154,2012
5493.0,0,14,803.0,2155,2014
5497.0,0,11,748.0,2157,2017
5501.0,0,9,674.0,2158,2020
5505.0,0,8,605.0,2159,2023
5509.0,0,8,610.0,2161,2026
5513.0,0,10,613.0,2162,2028
5517.0,0,11,679.0,2163,2032
5521.0,0,12,540.0,2164,2033
5525.0,0,10,585.0,2166,2035
5529.0,0,13,650.0,2167,2037
5533.0,0,13,693.0,2169,2038
5537.0,0,17,750.0,2169,2041
5541.0,0,20,849.0,2169,2042
5545.0,0,23,957.0,2169,2042
5549.0,0,28,1032.0,2170,2042
5553.0,0,31,1169.0,2171,2042
5557.0,0,32,1246.0,2171,2042
5561.0,0,33,1269.0,2172,2044
5565.0,0,28,1285.0,2172,2046
5569.0,0,29,1311.0,2174,2047
5573.0,0,25,1350.0,2177,2048
5577.0,0,25,1355.0,2180,2049
5581.0,0,25,1300.0,2182,2049
5585.0,0,29,1378.0,2184,2049
5589.0,0,25,1178.0,2187,2049
5593.0,0,24,1101.0,2190,2052
5597.0,0,24,1101.0,2193,2053
5601.0,0,25,1110.0,2196,2055
5605.0,0,19,1034.0,2199,2055
5609.0,0,17,991.0,2202,2059
5613.0,0,12,842.0,2203,2062
5617.0,0,11,789.0,2204,2064
5621.0,0,8,657.0,2206,2068
5625.0,0,7,571.0,2208,2070
5629.0,0,8,555.0,2209,2072
5633.0,0,9,591.0,2210,2075
5637.0,0,7,444.0,2210,2076
5641.0,0,10,436.0,2212,2077
5645.0,0,11,427.0,2214,2079
5649.0,0,13,492.0,2216,2081
5653.0,0,16,540.0,2216,2083
5657.0,0,18,585.0,2216,2084
5661.0,0,23,690.0,2216,2086
5665.0,0,25,774.0,2217,2086
5669.0,0,33,931.0,2218,2086
5673.0,0,37,1090.0,2218,2086
5677.0,0,35,1128.0,2219,2086
5681.0,0,35,1112.0,2219,2088
5685.0,0,34,1169.0,2221,2091
5689.0,0,31,1244.0,2223,2092
5693.0,0,29,1253.0,2225,2092
5697.0,0,27,1300.0,2227,2093
5701.0,0,27,1344.0,2230,2093
5705.0,0,25,1229.0,2234,2093
5709.0,0,24,1196.0,2237,2095
5713.0,0,26,1146.0,2239,2097
5717.0,0,27,1208.0,2242,2097
5721.0,0,25,1174.0,2245,2097
5725.0,0,19,1113.0,2246,2099
5729.0,0,16,1096.0,2248,2101
5733.0,0,16,1033.0,2249,2105
5737.0,0,14,993.0,2250,2107
5741.0,0,8,806.0,2251,2110
5745.0,0,9,724.0,2253,2113
5749.0,0,9,647.0,2256,2115
5753.0,0,11,690.0,2256,2118
5757.0,0,8,473.0,2259,2119
5761.0,0,9,509.0,2261,2122
5765.0,0,12,553.0,2263,2123
5769.0,0,15,555.0,2263,2125
5773.0,0,17,651.0,2263,2126
5777.0,0,18,758.0,2263,2129
5781.0,0,21,874.0,2263,2129
5785.0,0,25,975.0,2264,2129
5789.0,0,29,1147.0,2265,2129
5793.0,0,32,1162.0,2265,2129
5797.0,0,31,1234.0,2265,2131
5801.0,0,30,1241.0,2265,2133
5805.0,0,24,1301.0,2269,2135
5809.0,0,23,1252.0,2271,2135
5813.0,0,23,1278.0,2274,2135
5817.0,0,18,1279.0,2277,2135
5821.0,0,22,1316.0,2280,2137
5825.0,0,20,1100.0,2283,2139
5829.0,0,23,1058.0,2286,2140
5833.0,0,23,1140.0,2289,2141
5837.0,0,24,1194.0,2291,2141
5841.0,0,17,1050.0,2292,2142
5845.0,0,11,973.0,2293,2145
5849.0,0,10,845.0,2295,2148
5853.0,0,8,736.0,2296,2150
5857.0,0,7,688.0,2297,2154
5861.0,0,10,662.0,2300,2156
5865.0,0,11,588.0,2301,2159
5869.0,0,12,573.0,2301,2162
5873.0,0,9,524.0,2301,2164
5877.0,0,12,446.0,2303,2166
5881.0,0,14,475.0,2305,2167
5885.0,0,15,522.0,2307,2170
5889.0,0,16,569.0,2307,2171
5893.0,0,18,656.0,2308,2172
5897.0,0,20,722.0,2308,2175
5901.0,0,21,763.0,2308,2175
5905.0,0,24,888.0,2309,2175
5909.0,0,30,1012.0,2309,2175
5913.0,0,31,1055.0,2309,2175
5917.0,0,33,1120.0,2309,2179
5921.0,0,29,1093.0,2311,2180
5925.0,0,25,1132.0,2313,2180
5929.0,0,22,1168.0,2316,2180
5933.0,0,28,1156.0,2319,2181
5937.0,0,25,1228.0,2322,2182
5941.0,0,25,1065.0,2325,2182
5945.0,0,25,1019.0,2327,2185
5949.0,0,26,992.0,2330,2187
5953.0,0,26,1089.0,2333,2188
5957.0,0,23,1063.0,2335,2188
5961.0,0,20,1038.0,2336,2191
5965.0,0,15,1067.0,2338,2192
5969.0,0,18,933.0,2339,2195
5973.0,0,16,939.0,2340,2198
5977.0,0,10,744.0,2341,2201
5981.0,0,9,714.0,2344,2205
5985.0,0,11,616.0,2345,2207
5989.0,0,12,663.0,2345,2209
5993.0,0,9,518.0,2346,2210
5997.0,0,9,438.0,2349,2213
6004.0,0,14,513.0,2352,2216
6008.0,-100,22,651.0,2352,2216
6012.0,-289,21,684.0,2352,2216
6016.0,-225,25,775.0,2353,2216
6020.0,-289,21,741.0,2354,2216
6024.0,-225,20,745.0,2356,2218
6028.0,-121,22,765.0,2359,2220
6032.0,-81,21,832.0,2361,2220
6036.0,-64,15,801.0,2363,2220
6040.0,-9,17,827.0,2365,2222
6044.0,-16,19,852.0,2366,2223
6048.0,-25,22,857.0,2368,2225
6052.0,-100,21,854.0,2368,2228
6056.0,-121,22,831.0,2369,2230
6060.0,-196,22,919.0,2369,2233
6064.0,-256,22,1012.0,2369,2233
6068.0,-324,25,1051.0,2369,2233
6072.0,-441,26,1141.0,2370,2235
6076.0,-484,31,1274.0,2370,2237
6080.0,-576,33,1421.0,2370,2237
6084.0,-576,33,1428.0,2370,2237
6088.0,-441,28,1448.0,2373,2238
6092.0,-256,26,1422.0,2375,2239
6096.0,-169,21,1236.0,2379,2239
6100.0,-100,11,1143.0,2380,2241
6104.0,-16,11,1101.0,2382,2244
6108.0,-25,9,1032.0,2383,2246
6112.0,-36,11,1070.0,2383,2248
