(TS : gneJ00  Phase : 0),(TS : gneJ00  Phase : 2),(TS : gneJ00  Phase : 4),(TS : gneJ00  Phase : 6),(TS : gneJ9  Phase : 0),(TS : gneJ9  Phase : 2),(TS : gneJ9  Phase : 4),(TS : gneJ9  Phase : 6)
10.013071895424837,55.348583877995644,10.858695652173912,24.00871459694989,10.010729613733906,54.0450643776824,10.567451820128479,24.00429184549356
0.012901020974838738,167.53861999895577,10.177859168241968,0.008638652749892015,0.010614489123026764,179.63101641216454,6.348233977871416,0.004273425555821623
0.11358266141818803,12.943671040278943,3.1902757197837883,0.09294435297473437,0.10302664278247042,13.402649604170234,2.5195701970517543,0.06537144296878893
10,77,25.0,24,10,34,10.0,24
10,52,10,24,10,59,11.0,24
10,33,10,24,10,72,10.0,24
10,36,10,24,10,49,10.0,24
10,71,25,24,10,31,10.0,24
10,62,10,24,10,75,10.0,24
10,59,10,24,10,60,10.0,24
10,31,10,24,10,67,10.0,24
10,32,19,24,10,47,10.0,24
10,63,25,24,10,55,10.0,24
10,77,10,24,10,63,10.0,24
10,48,10,24,10,36,10.0,24
10,69,10,24,10,77,20.0,24
11,35,10,24,10,64,10.0,24
10,71,14,24,10,43,10.0,24
10,65,10,24,10,66,10.0,24
10,55,10,24,10,30,10.0,24
10,53,10,24,10,54,10.0,24
10,60,10,24,10,62,10.0,24
10,59,10,24,10,67,10.0,24
10,71,10,24,10,69,10.0,24
10,68,10,24,10,35,10.0,24
10,51,10,24,10,66,10.0,24
10,64,10,24,10,44,10.0,24
10,55,10,24,10,71,10.0,24
10,58,10,24,10,33,10.0,24
10,41,10,24,10,75,23.0,24
10,34,10,24,10,34,10.0,24
10,30,10,24,10,30,10.0,24
10,55,10,24,10,34,10.0,24
10,67,10,24,10,65,10.0,24
10,56,10,24,10,37,10.0,24
10,54,10,24,10,52,17.0,24
10,44,10,24,10,52,10.0,24
10,61,10,24,10,61,10.0,24
10,59,10,24,11,69,10.0,24
