step_time,step_stopped,step_wait_time,accumulated_wait_time,gneJ00_passed,gneJ9_passed
301.0,1,1884.0,1884.0,97,84
302.0,1,14.0,1898.0,97,84
303.0,1,15.0,1913.0,98,84
304.0,1,16.0,1929.0,98,86
305.0,0,16.0,1945.0,98,86
306.0,1,17.0,1962.0,99,86
307.0,1,18.0,1980.0,99,87
308.0,0,18.0,1998.0,99,87
309.0,1,19.0,2017.0,99,87
310.0,0,18.0,2035.0,99,87
311.0,1,19.0,2054.0,99,87
312.0,1,20.0,2074.0,100,87
313.0,2,20.0,2094.0,100,87
314.0,0,15.0,2109.0,100,87
315.0,1,13.0,2122.0,100,87
316.0,2,14.0,2136.0,100,87
317.0,3,17.0,2153.0,102,87
318.0,0,15.0,2168.0,102,89
319.0,3,18.0,2186.0,102,89
320.0,1,19.0,2205.0,103,89
321.0,2,20.0,2225.0,104,91
322.0,3,23.0,2248.0,104,91
323.0,1,23.0,2271.0,104,91
324.0,1,23.0,2294.0,106,93
325.0,1,23.0,2317.0,106,93
326.0,2,25.0,2342.0,106,94
327.0,0,25.0,2367.0,106,94
328.0,3,28.0,2395.0,107,94
329.0,3,31.0,2426.0,107,94
330.0,0,29.0,2455.0,107,94
331.0,2,31.0,2486.0,107,94
332.0,1,31.0,2517.0,107,94
333.0,0,31.0,2548.0,107,94
334.0,2,33.0,2581.0,107,94
335.0,2,35.0,2616.0,107,94
336.0,1,36.0,2652.0,107,94
337.0,0,36.0,2688.0,107,94
338.0,1,37.0,2725.0,107,94
339.0,1,38.0,2763.0,107,94
340.0,2,37.0,2800.0,107,94
341.0,3,39.0,2839.0,107,94
342.0,0,35.0,2874.0,107,94
343.0,5,39.0,2913.0,108,95
344.0,1,39.0,2952.0,108,96
345.0,0,38.0,2990.0,108,96
346.0,2,40.0,3030.0,108,96
347.0,0,40.0,3070.0,108,96
348.0,2,41.0,3111.0,108,97
349.0,2,43.0,3154.0,108,98
350.0,1,42.0,3196.0,108,98
351.0,2,44.0,3240.0,108,98
352.0,2,41.0,3281.0,108,99
353.0,0,38.0,3319.0,109,99
354.0,3,37.0,3356.0,109,99
355.0,0,34.0,3390.0,110,100
356.0,2,33.0,3423.0,111,100
357.0,3,33.0,3456.0,111,101
358.0,2,28.0,3484.0,112,102
359.0,7,31.0,3515.0,113,102
360.0,5,30.0,3545.0,113,103
361.0,3,30.0,3575.0,114,104
362.0,2,28.0,3603.0,115,104
363.0,3,28.0,3631.0,115,105
364.0,2,26.0,3657.0,116,106
365.0,1,26.0,3683.0,117,106
366.0,0,24.0,3707.0,118,107
367.0,2,24.0,3731.0,119,108
368.0,1,23.0,3754.0,119,108
369.0,3,25.0,3779.0,120,108
370.0,0,22.0,3801.0,121,110
371.0,0,20.0,3821.0,122,110
372.0,2,21.0,3842.0,122,111
373.0,1,21.0,3863.0,123,112
374.0,1,20.0,3883.0,124,112
375.0,2,20.0,3903.0,124,113
376.0,0,18.0,3921.0,125,114
377.0,0,16.0,3937.0,126,114
378.0,1,14.0,3951.0,126,115
379.0,1,13.0,3964.0,126,115
380.0,0,11.0,3975.0,126,115
381.0,0,11.0,3986.0,126,117
382.0,1,11.0,3997.0,127,117
383.0,2,13.0,4010.0,127,117
384.0,2,13.0,4023.0,127,118
385.0,2,15.0,4038.0,128,119
386.0,3,17.0,4055.0,128,119
387.0,0,13.0,4068.0,128,119
388.0,4,16.0,4084.0,128,119
389.0,4,20.0,4104.0,128,119
390.0,5,21.0,4125.0,128,119
391.0,3,17.0,4142.0,128,119
392.0,1,12.0,4154.0,128,119
393.0,3,15.0,4169.0,128,119
394.0,2,14.0,4183.0,129,120
395.0,3,17.0,4200.0,130,121
396.0,1,16.0,4216.0,131,122
397.0,1,16.0,4232.0,131,123
398.0,4,19.0,4251.0,132,123
399.0,1,20.0,4271.0,132,123
400.0,0,19.0,4290.0,132,123
401.0,1,20.0,4310.0,132,123
402.0,1,21.0,4331.0,132,123
403.0,2,23.0,4354.0,132,123
404.0,0,22.0,4376.0,132,123
405.0,2,24.0,4400.0,132,123
406.0,2,25.0,4425.0,132,123
407.0,2,26.0,4451.0,132,123
408.0,2,28.0,4479.0,132,123
409.0,2,29.0,4508.0,132,123
410.0,1,28.0,4536.0,132,123
411.0,3,31.0,4567.0,132,123
412.0,1,31.0,4598.0,132,123
413.0,3,33.0,4631.0,132,123
414.0,0,32.0,4663.0,132,124
415.0,2,34.0,4697.0,132,124
416.0,4,37.0,4734.0,132,124
417.0,3,36.0,4770.0,132,124
418.0,1,36.0,4806.0,132,124
419.0,3,38.0,4844.0,132,124
420.0,1,37.0,4881.0,133,124
421.0,2,38.0,4919.0,134,124
422.0,6,43.0,4962.0,134,124
423.0,1,43.0,5005.0,134,125
424.0,1,44.0,5049.0,134,125
425.0,4,48.0,5097.0,135,125
426.0,0,48.0,5145.0,135,126
427.0,0,48.0,5193.0,135,126
