(TS : gneJ00  Phase : 0),(TS : gneJ00  Phase : 2),(TS : gneJ00  Phase : 4),(TS : gneJ00  Phase : 6),(TS : gneJ9  Phase : 0),(TS : gneJ9  Phase : 2),(TS : gneJ9  Phase : 4),(TS : gneJ9  Phase : 6)
10.004255319148935,53.66737739872068,10.119148936170212,24.01063829787234,10.01271186440678,53.23940677966102,10.01906779661017,24.008474576271187
0.004237211407876866,141.78275239701583,0.900697148030783,0.014780443639655944,0.012550272910083309,132.7244640548693,0.02294150387819592,0.008402757828210285
0.0650938661309717,11.90725629173303,0.9490506561984893,0.12157484789073743,0.11202800056273123,11.520610402876633,0.15146453009928074,0.09166655785077939
10,61,10.0,24,10.0,56.0,10.0,24.0
10,63,10,24,10.0,42.0,10.0,24.0
10,68,10,24,10.0,66.0,10.0,24.0
10,55,10,24,10.0,47.0,10.0,24.0
10,51,10,24,10.0,40.0,10.0,24.0
10,31,10,24,10.0,52.0,10.0,24.0
10,56,10,24,10.0,43.0,10.0,24.0
10,68,10,24,10.0,68.0,10.0,24.0
10,38,10,24,10.0,59.0,10.0,24.0
10,61,11,24,10.0,54.0,10.0,24.0
10,65,10,24,10.0,57.0,10.0,24.0
10,56,10,24,10.0,59.0,11.0,24.0
10,59,10,24,10.0,60.0,10.0,24.0
10,33,10,24,10.0,55.0,10.0,24.0
10,51,10,24,10.0,42.0,10.0,24.0
10,63,10,24,10.0,45.0,10.0,24.0
10,46,10,24,10.0,60.0,10.0,24.0
10,39,10,24,10.0,56.0,10.0,24.0
10,55,10,24,10.0,48.0,10.0,24.0
10,24,10,24,10.0,55.0,10.0,24.0
10,47,10,24,10.0,53.0,10.0,24.0
10,63,10,24,10.0,46.0,10.0,24.0
10,49,10,24,10.0,43.0,10.0,24.0
10,49,10,24,10.0,37.0,10.0,24.0
10,65,10,24,10.0,30.0,10.0,24.0
10,55,10,24,10.0,65.0,10.0,24.0
10,36,10,24,10.0,67.0,10.0,24.0
10,54,10,24,10.0,53.0,10.0,24.0
10,64,10,24,10.0,54.0,10.0,24.0
10,64,10,24,10.0,56.0,10.0,24.0
10,52,10,24,10.0,61.0,10.0,24.0
10,67,10,24,10.0,56.0,10.0,24.0
10,48,10,24,10.0,31.0,10.0,24.0
10,58,10,24,10.0,55.0,10.0,24.0
10,59,10,24,10.0,66.0,10.0,24.0
10,52,10,24,10.0,44.0,10.0,24.0
10,34,10,24,10.0,42.0,10.0,24.0
10,55,10,24,10.0,63.0,10.0,24.0
10,67,10,24,10.0,55.0,10.0,24.0
10,30,10,24,10.0,25.0,10.0,24.0
10,57,10,24,10.0,61.0,10.0,24.0
10,61,10,24,10.0,58.0,10.0,24.0
10,48,10,24,10.0,65.0,10.0,24.0
10,65,10,24,10.0,54.0,10.0,24.0
10,58,10,24,10.0,57.0,10.0,24.0
10,58,10,24,10.0,61.0,10.0,24.0
10,63,10,24,10.0,56.0,10.0,24.0
10,52,11,24,10.0,56.0,10.0,24.0
10,35,10,24,10.0,46.0,10.0,24.0
10,58,10,24,10.0,47.0,10.0,24.0
10,58,10,24,10.0,56.0,10.0,24.0
10,58,10,24,10.0,53.0,10.0,24.0
10,50,10,24,10.0,38.0,11.0,24.0
10,53,10,24,10.0,59.0,10.0,24.0
10,25,10,24,10.0,57.0,10.0,24.0
10,68,13,24,10.0,48.0,10.0,24.0
10,55,10,24,10.0,56.0,10.0,24.0
10,63,10,24,10.0,67.0,10.0,24.0
10,35,10,24,10.0,61.0,10.0,24.0
10,66,10,24,10.0,47.0,10.0,24.0
10,35,10,24,10.0,64.0,10.0,24.0
10,67,10,24,10.0,36.0,10.0,24.0
10,68,10,24,10.0,63.0,10.0,24.0
10,66,10,24,10.0,63.0,10.0,24.0
10,58,10,24,10.0,35.0,10.0,24.0
10,59,10,24,10.0,60.0,10.0,24.0
10,28,10,24,10.0,40.0,10.0,24.0
10,38,10,24,10.0,54.0,10.0,24.0
10,61,10,24,10.0,47.0,10.0,24.0
10,58,10,24,10.0,62.0,10.0,24.0
10,58,10,24,10.0,66.0,10.0,24.0
10,57,10,24,10.0,59.0,10.0,24.0
10,60,10,24,10.0,64.0,10.0,24.0
10,57,10,24,10.0,55.0,10.0,24.0
10,55,10,24,10.0,54.0,10.0,24.0
10,29,10,24,10.0,56.0,10.0,24.0
10,66,17,24,10.0,38.0,10.0,24.0
10,61,10,24,10.0,55.0,10.0,24.0
10,50,10,24,10.0,66.0,10.0,24.0
10,67,10,24,10.0,53.0,10.0,24.0
10,39,10,24,10.0,63.0,10.0,24.0
10,35,10,24,10.0,53.0,10.0,24.0
10,71,20,24,10.0,48.0,10.0,24.0
10,66,10,24,10.0,65.0,10.0,24.0
10,36,10,24,10.0,37.0,10.0,24.0
10,59,10,24,10.0,29.0,10.0,24.0
10,58,10,24,10.0,65.0,10.0,24.0
10,74,10,24,10.0,28.0,10.0,24.0
10,55,10,24,10.0,63.0,10.0,24.0
10,66,10,24,10.0,47.0,10.0,24.0
10,41,10,24,10.0,64.0,10.0,24.0
10,63,10,24,10.0,74.0,10.0,24.0
10,61,10,24,10.0,60.0,10.0,24.0
10,30,10,24,10.0,58.0,10.0,24.0
10,69,10,24,10.0,40.0,10.0,24.0
10,66,10,24,10.0,30.0,10.0,24.0
10,56,10,24,10.0,73.0,10.0,24.0
10,57,10,24,10.0,60.0,10.0,24.0
10,51,10,24,10.0,60.0,10.0,24.0
10,28,10,24,10.0,57.0,10.0,24.0
10,39,10,24,10.0,56.0,10.0,24.0
10,61,10,24,10.0,43.0,10.0,24.0
10,60,10,24,10.0,71.0,10.0,24.0
10,53,10,24,10.0,40.0,10.0,24.0
