(TS : gneJ00  Phase : 0),(TS : gneJ00  Phase : 2),(TS : gneJ00  Phase : 4),(TS : gneJ00  Phase : 6),(TS : gneJ9  Phase : 0),(TS : gneJ9  Phase : 2),(TS : gneJ9  Phase : 4),(TS : gneJ9  Phase : 6)
10.002092050209205,51.85355648535565,10.052192066805846,24.00418410041841,10.008316008316008,51.34375,10.008316008316008,24.02079002079002
0.002087673535127186,144.99947479911066,0.4920567814819496,0.004166593722098699,0.008246852321696398,154.69225260416667,0.008246852321696394,0.020357795825571297
0.04569106625071455,12.04157277099261,0.7014675911843323,0.06454915740812346,0.09081218157106676,12.437534024241568,0.09081218157106674,0.14268074791495627
10,48,10.0,24,10.0,38,10.0,24.0
10,63,10,24,10.0,35,10.0,24.0
10,44,10,24,10.0,34,10.0,24.0
10,44,10,24,10.0,52,10.0,24.0
10,64,10,24,10.0,56,10.0,24.0
10,52,10,24,11.0,45,10.0,24.0
10,28,10,24,10.0,53,10.0,24.0
10,65,10,24,10.0,53,10.0,24.0
10,55,10,24,10.0,54,10.0,24.0
10,47,10,24,10.0,35,10.0,24.0
10,52,10,24,10.0,53,10.0,24.0
10,50,10,24,10.0,51,10.0,24.0
10,50,10,24,10.0,51,10.0,24.0
10,49,11,24,10.0,57,10.0,24.0
10,55,10,24,10.0,51,10.0,24.0
10,50,10,24,10.0,36,10.0,24.0
10,46,10,24,10.0,58,10.0,24.0
10,48,10,24,10.0,39,10.0,24.0
10,56,10,24,10.0,59,10.0,24.0
10,36,10,24,10.0,42,10.0,24.0
10,51,10,24,10.0,58,10.0,24.0
10,60,10,24,11.0,48,10.0,24.0
10,52,10,24,10.0,49,10.0,24.0
10,48,10,24,10.0,55,10.0,24.0
10,51,10,24,10.0,53,10.0,24.0
10,52,10,24,10.0,50,10.0,24.0
10,48,10,24,10.0,52,10.0,24.0
10,46,10,24,10.0,56,10.0,24.0
10,54,10,24,10.0,53,10.0,24.0
10,53,10,24,10.0,39,10.0,24.0
10,56,10,24,10.0,58,10.0,24.0
10,54,10,24,10.0,50,10.0,24.0
10,55,10,24,10.0,57,10.0,24.0
10,48,10,24,10.0,45,10.0,24.0
10,36,10,24,10.0,61,10.0,24.0
10,61,10,24,10.0,53,10.0,24.0
10,34,10,24,10.0,52,10.0,24.0
10,47,10,24,10.0,55,10.0,24.0
10,39,10,24,10.0,52,10.0,24.0
10,25,11,24,10.0,52,10.0,24.0
10,55,10,24,10.0,47,10.0,24.0
10,53,10,24,10.0,47,10.0,24.0
10,61,10,24,10.0,55,10.0,24.0
10,60,10,24,10.0,25,10.0,24.0
10,55,10,24,10.0,48,10.0,25.0
10,46,10,24,10.0,54,10.0,24.0
10,67,10,24,10.0,49,10.0,24.0
10,48,10,24,10.0,49,10.0,24.0
10,51,10,24,10.0,49,10.0,24.0
10,47,10,24,10.0,32,10.0,24.0
10,65,10,24,10.0,70,10.0,24.0
10,49,10,24,10.0,55,10.0,24.0
10,36,10,24,10.0,63,10.0,24.0
10,71,10,24,10.0,60,10.0,24.0
10,65,10,24,10.0,56,10.0,24.0
10,53,10,24,10.0,46,10.0,24.0
10,63,10,24,10.0,51,10.0,24.0
10,45,10,24,10.0,56,10.0,24.0
10,33,10,24,10.0,53,10.0,24.0
10,66,10,24,10.0,52,10.0,24.0
10,58,10,24,10.0,54,10.0,24.0
10,53,10,24,10.0,51,10.0,24.0
10,53,10,24,10.0,53,10.0,24.0
10,63,10,24,10.0,53,10.0,24.0
10,50,10,24,10.0,55,10.0,24.0
10,65,10,24,10.0,49,10.0,24.0
10,58,10,24,10.0,60,10.0,24.0
10,43,10,24,10.0,71,10.0,24.0
10,41,10,24,10.0,65,10.0,24.0
10,84,10,24,10.0,66,10.0,24.0
10,60,10,24,10.0,50,10.0,24.0
10,68,10,24,10.0,70,10.0,24.0
10,57,10,24,10.0,66,10.0,24.0
10,41,10,24,10.0,74,10.0,24.0
10,67,10,24,10.0,64,10.0,24.0
10,63,10,24,10.0,45,10.0,24.0
10,78,10,24,10.0,71,10.0,24.0
10,45,10,24,10.0,32,10.0,24.0
10,27,10,24,10.0,71,10.0,24.0
10,81,10,24,10.0,38,10.0,24.0
10,65,10,24,10.0,69,10.0,24.0
10,29,10,24,10.0,65,10.0,24.0
10,74,11,24,10.0,42,10.0,24.0
10,67,10,24,10.0,64,10.0,24.0
10,58,10,24,10.0,28,10.0,24.0
10,61,11,24,10.0,54,10.0,24.0
10,56,10,24,10.0,53,10.0,24.0
10,49,10,24,10.0,60,10.0,24.0
10,55,10,24,10.0,59,10.0,24.0
10,58,10,24,10.0,47,10.0,24.0
10,47,10,24,10.0,57,10.0,24.0
10,49,10,24,10.0,56,10.0,24.0
10,46,10,24,10.0,54,10.0,25.0
10,60,10,24,10.0,62,10.0,24.0
10,54,10,24,10.0,53,10.0,24.0
10,56,10,24,10.0,55,10.0,24.0
10,45,10,24,10.0,57,10.0,24.0
10,27,10,24,10.0,61,10.0,24.0
10,74,10,24,10.0,59,10.0,24.0
10,45,10,24,10.0,62,10.0,24.0
10,75,10,24,10.0,47,10.0,25.0
10,61,10,24,10.0,60,10.0,24.0
10,53,10,24,10.0,29,10.0,24.0
10,59,10,24,10.0,71,10.0,24.0
10,47,10,24,10.0,29,10.0,24.0
10,57,10,24,10.0,32,10.0,24.0
10,56,10,24,10.0,37,10.0,24.0
10,53,10,24,10.0,64,10.0,24.0
10,44,10,24,10.0,61,10.0,24.0
10,44,10,24,10.0,53,10.0,24.0
10,54,10,24,10.0,37,10.0,24.0
10,55,10,24,10.0,53,10.0,24.0
11,61,10,24,10.0,40,10.0,24.0
10,28,10,24,10.0,58,10.0,24.0
10,30,10,24,10.0,48,10.0,24.0
10,24,10,24,10.0,52,10.0,24.0
10,60,10,24,10.0,47,10.0,24.0
10,60,10,24,10.0,58,10.0,24.0
10,56,10,24,10.0,58,10.0,24.0
10,58,10,24,10.0,60,10.0,24.0
10,45,11,24,10.0,55,10.0,24.0
10,56,10,24,10.0,45,10.0,24.0
10,53,10,24,10.0,55,10.0,24.0
10,54,10,24,10.0,50,10.0,24.0
10,51,10,24,10.0,52,10.0,24.0
10,53,10,24,10.0,45,10.0,24.0
10,56,10,24,10.0,53,10.0,24.0
10,26,10,24,10.0,55,10.0,24.0
10,27,10,24,10.0,37,10.0,24.0
10,32,10,24,10.0,32,11.0,24.0
10,26,10,24,10.0,31,10.0,24.0
10,69,10,24,10.0,40,10.0,24.0
10,37,10,24,10.0,61,10.0,24.0
10,57,10,24,10.0,25,10.0,24.0
10,48,10,24,10.0,36,10.0,24.0
10,53,10,24,10.0,47,10.0,24.0
10,47,10,24,10.0,49,10.0,24.0
10,44,10,24,10.0,47,10.0,24.0
10,50,10,24,10.0,43,10.0,24.0
10,68,10,24,10.0,30,10.0,24.0
10,43,10,24,10.0,55,10.0,24.0
10,41,10,24,10.0,58,10.0,24.0
10,24,10,24,10.0,58,10.0,24.0
10,52,10,24,10.0,51,10.0,24.0
10,29,10,24,10.0,50,10.0,24.0
10,65,12,24,10.0,50,10.0,24.0
10,65,10,24,10.0,64,10.0,24.0
10,58,10,24,10.0,56,10.0,24.0
10,56,10,24,10.0,60,10.0,24.0
10,69,10,24,10.0,60,10.0,24.0
10,57,10,24,10.0,62,10.0,24.0
10,51,10,24,10.0,53,10.0,24.0
10,50,10,24,10.0,45,10.0,24.0
10,54,10,24,10.0,55,10.0,24.0
10,57,10,24,10.0,57,10.0,24.0
