(TS : gneJ00  Phase : 0),(TS : gneJ00  Phase : 2),(TS : gneJ00  Phase : 4),(TS : gneJ00  Phase : 6),(TS : gneJ9  Phase : 0),(TS : gneJ9  Phase : 2),(TS : gneJ9  Phase : 4),(TS : gneJ9  Phase : 6)
10.046413502109704,52.052742616033754,10.115789473684211,24.573839662447256,10.002092050209205,51.721174004192875,10.098326359832637,24.234309623430963
0.487297263615161,183.1807625202514,1.432908587257617,39.451298759101974,0.002087673535127186,197.65600868460726,1.0593695838658286,11.57689816354755
0.6980668045503675,13.534428784409462,1.1970415979645892,6.281026887309269,0.04569106625071455,14.059018766777688,1.02925681142552,3.4024841165753514
10,97,25.0,24,10.0,56,10.0,24.0
10,55,10,24,10.0,90,10.0,24.0
10,76,10,24,10.0,58,10.0,24.0
10,84,10,24,10.0,80,10.0,24.0
10,69,10,24,10.0,65,10.0,24.0
10,31,10,24,10.0,34,10.0,24.0
10,60,10,24,10.0,58,10.0,24.0
10,74,10,24,10.0,56,10.0,24.0
10,51,10,24,10.0,63,10.0,24.0
10,47,10,24,10.0,56,10.0,24.0
10,51,10,24,10.0,24,10.0,24.0
10,64,10,24,10.0,79,10.0,24.0
10,40,10,24,10.0,63,10.0,24.0
10,97,10,24,10.0,52,10.0,24.0
10,96,10,24,10.0,83,10.0,24.0
10,67,10,24,10.0,86,10.0,24.0
10,49,10,24,10.0,69,10.0,24.0
10,66,10,24,10.0,100,10.0,24.0
10,53,10,24,10.0,41,10.0,24.0
10,77,10,24,10.0,61,10.0,24.0
10,69,10,24,10.0,73,10.0,24.0
10,27,10,24,10.0,59,10.0,24.0
10,77,10,24,10.0,32,10.0,24.0
10,58,10,24,10.0,42,10.0,24.0
10,52,10,24,10.0,83,10.0,24.0
10,34,10,24,10.0,50,10.0,24.0
10,40,10,24,10.0,34,10.0,24.0
10,77,10,24,10.0,56,10.0,24.0
10,66,10,24,10.0,74,10.0,24.0
10,27,10,24,11.0,55,10.0,24.0
10,81,10,24,10.0,38,10.0,24.0
