step_time,step_stopped,step_wait_time,accumulated_wait_time,gneJ00_passed,gneJ9_passed
301.0,0,1840.0,1840.0,95,85
302.0,3,17.0,1857.0,95,85
303.0,3,19.0,1876.0,96,85
304.0,1,18.0,1894.0,96,86
305.0,2,20.0,1914.0,96,86
306.0,2,21.0,1935.0,97,86
307.0,3,24.0,1959.0,97,86
308.0,1,23.0,1982.0,97,87
309.0,2,24.0,2006.0,97,87
310.0,1,24.0,2030.0,97,87
311.0,2,25.0,2055.0,97,87
312.0,1,26.0,2081.0,98,87
313.0,0,24.0,2105.0,98,87
314.0,1,24.0,2129.0,98,87
315.0,1,24.0,2153.0,98,87
316.0,4,27.0,2180.0,98,88
317.0,2,27.0,2207.0,98,89
318.0,1,28.0,2235.0,98,90
319.0,1,28.0,2263.0,98,90
320.0,3,30.0,2293.0,98,91
321.0,1,30.0,2323.0,98,91
322.0,1,30.0,2353.0,98,92
323.0,1,31.0,2384.0,98,92
324.0,2,33.0,2417.0,98,93
325.0,0,32.0,2449.0,99,93
326.0,1,33.0,2482.0,99,93
327.0,1,34.0,2516.0,99,94
328.0,6,37.0,2553.0,99,94
329.0,1,35.0,2588.0,99,94
330.0,0,33.0,2621.0,99,94
331.0,1,34.0,2655.0,99,94
332.0,0,32.0,2687.0,101,94
333.0,2,34.0,2721.0,101,94
334.0,3,36.0,2757.0,101,94
335.0,2,36.0,2793.0,103,94
336.0,3,36.0,2829.0,103,94
337.0,1,36.0,2865.0,103,94
338.0,4,40.0,2905.0,105,94
339.0,2,39.0,2944.0,105,94
340.0,2,39.0,2983.0,105,94
341.0,0,39.0,3022.0,106,94
342.0,2,40.0,3062.0,106,94
343.0,1,40.0,3102.0,106,95
344.0,1,41.0,3143.0,106,96
345.0,2,43.0,3186.0,106,96
346.0,1,43.0,3229.0,106,97
347.0,1,42.0,3271.0,106,97
348.0,2,44.0,3315.0,106,97
349.0,0,44.0,3359.0,107,99
350.0,3,47.0,3406.0,107,99
351.0,1,43.0,3449.0,107,99
352.0,3,45.0,3494.0,107,99
353.0,1,45.0,3539.0,107,99
354.0,3,44.0,3583.0,108,99
355.0,1,42.0,3625.0,108,99
356.0,2,42.0,3667.0,108,100
357.0,3,42.0,3709.0,108,101
358.0,1,40.0,3749.0,110,101
359.0,1,40.0,3789.0,110,102
360.0,0,39.0,3828.0,111,103
361.0,3,41.0,3869.0,111,103
362.0,6,45.0,3914.0,111,105
363.0,2,41.0,3955.0,111,105
364.0,1,40.0,3995.0,111,106
365.0,3,42.0,4037.0,111,106
366.0,2,39.0,4076.0,111,108
367.0,2,38.0,4114.0,111,108
368.0,0,38.0,4152.0,111,109
369.0,2,36.0,4188.0,113,109
370.0,1,34.0,4222.0,113,110
371.0,2,33.0,4255.0,113,110
372.0,2,30.0,4285.0,115,112
373.0,1,30.0,4315.0,115,112
374.0,2,30.0,4345.0,115,113
375.0,0,27.0,4372.0,116,114
376.0,1,27.0,4399.0,117,114
377.0,0,23.0,4422.0,117,115
378.0,0,21.0,4443.0,118,116
379.0,1,21.0,4464.0,119,116
380.0,3,21.0,4485.0,119,116
381.0,1,16.0,4501.0,121,117
382.0,2,16.0,4517.0,121,117
383.0,1,15.0,4532.0,121,117
384.0,1,14.0,4546.0,123,119
385.0,1,14.0,4560.0,123,119
386.0,0,13.0,4573.0,123,119
387.0,2,15.0,4588.0,125,119
388.0,3,15.0,4603.0,125,120
389.0,3,15.0,4618.0,126,121
390.0,3,16.0,4634.0,127,121
391.0,1,14.0,4648.0,127,122
392.0,0,12.0,4660.0,128,122
393.0,2,13.0,4673.0,129,122
394.0,1,12.0,4685.0,130,123
395.0,3,15.0,4700.0,130,123
396.0,2,16.0,4716.0,130,124
397.0,0,13.0,4729.0,131,124
398.0,1,13.0,4742.0,132,124
399.0,1,13.0,4755.0,132,126
400.0,0,12.0,4767.0,133,126
401.0,0,12.0,4779.0,134,127
402.0,1,13.0,4792.0,134,127
403.0,0,12.0,4804.0,135,127
404.0,0,12.0,4816.0,136,128
405.0,0,12.0,4828.0,136,129
406.0,0,12.0,4840.0,137,129
407.0,1,13.0,4853.0,138,129
408.0,1,13.0,4866.0,138,130
409.0,0,13.0,4879.0,139,130
410.0,0,12.0,4891.0,139,131
411.0,2,14.0,4905.0,139,131
412.0,1,13.0,4918.0,140,131
413.0,1,13.0,4931.0,140,131
414.0,2,15.0,4946.0,141,131
415.0,2,16.0,4962.0,141,131
416.0,1,16.0,4978.0,141,132
417.0,2,17.0,4995.0,143,133
418.0,1,17.0,5012.0,143,133
419.0,3,18.0,5030.0,144,133
420.0,0,14.0,5044.0,145,133
421.0,1,14.0,5058.0,145,133
422.0,2,16.0,5074.0,145,133
423.0,1,15.0,5089.0,147,135
424.0,1,16.0,5105.0,147,135
425.0,1,17.0,5122.0,148,136
426.0,0,17.0,5139.0,149,137
427.0,1,18.0,5157.0,149,137
428.0,1,19.0,5176.0,149,137
429.0,1,19.0,5195.0,151,138
430.0,0,18.0,5213.0,151,138
431.0,1,17.0,5230.0,151,138
432.0,0,16.0,5246.0,152,138
433.0,0,15.0,5261.0,152,138
434.0,2,15.0,5276.0,152,138
435.0,1,15.0,5291.0,152,140
436.0,2,17.0,5308.0,153,140
437.0,1,17.0,5325.0,153,141
438.0,1,18.0,5343.0,153,141
439.0,1,19.0,5362.0,153,142
440.0,1,20.0,5382.0,154,142
441.0,0,20.0,5402.0,154,144
442.0,0,20.0,5422.0,154,144
443.0,1,21.0,5443.0,156,144
444.0,1,22.0,5465.0,156,144
445.0,0,22.0,5487.0,156,144
446.0,1,22.0,5509.0,157,144
447.0,1,22.0,5531.0,157,144
448.0,0,21.0,5552.0,157,144
449.0,3,24.0,5576.0,158,145
450.0,0,24.0,5600.0,158,145
451.0,1,25.0,5625.0,158,145
452.0,1,26.0,5651.0,158,145
453.0,1,27.0,5678.0,158,145
454.0,3,30.0,5708.0,159,145
455.0,1,31.0,5739.0,160,145
456.0,1,32.0,5771.0,160,146
457.0,1,30.0,5801.0,161,146
458.0,3,32.0,5833.0,161,146
459.0,1,32.0,5865.0,161,146
460.0,4,35.0,5900.0,161,147
461.0,2,34.0,5934.0,161,148
462.0,1,31.0,5965.0,161,148
463.0,3,33.0,5998.0,161,149
464.0,3,35.0,6033.0,161,149
465.0,2,37.0,6070.0,161,149
466.0,4,41.0,6111.0,161,150
467.0,1,38.0,6149.0,161,150
468.0,2,37.0,6186.0,161,151
469.0,1,35.0,6221.0,161,151
