(TS : gneJ00  Phase : 0),(TS : gneJ00  Phase : 2),(TS : gneJ00  Phase : 4),(TS : gneJ00  Phase : 6),(TS : gneJ9  Phase : 0),(TS : gneJ9  Phase : 2),(TS : gneJ9  Phase : 4),(TS : gneJ9  Phase : 6)
10.184486373165619,51.477987421383645,10.202928870292887,24.257861635220127,10.095238095238095,50.50310559006211,10.128364389233955,24.167701863354036
0.47749517643904743,421.1384043352717,0.6847612961957948,1.4911593686958589,0.23523612343488123,355.9766984298446,0.24025136204450273,0.7896814680503581
0.691010257839236,20.521656958814795,0.8275030490552858,1.221130365151837,0.48501146732307393,18.867344763634456,0.49015442673151766,0.8886402354442197
10,24,10.0,25,10.0,24.0,11.0,24.0
14,24,11,24,10.0,25.0,10.0,27.0
11,24,18,25,11.0,26.0,10.0,24.0
11,24,10,24,10.0,24.0,10.0,27.0
11,24,12,27,10.0,24.0,10.0,24.0
12,24,10,27,10.0,25.0,10.0,24.0
14,24,10,28,10.0,24.0,10.0,24.0
10,24,10,26,10.0,24.0,10.0,26.0
10,24,10,35,11.0,24.0,10.0,24.0
11,24,11,24,10.0,24.0,10.0,28.0
11,26,10,25,10.0,26.0,13.0,26.0
10,24,10,26,11.0,24.0,10.0,24.0
14,24,10,24,11.0,24.0,10.0,27.0
11,27,11,24,11.0,24.0,13.0,25.0
10,24,11,28,10.0,25.0,10.0,24.0
10,24,13,25,10.0,26.0,11.0,25.0
10,29,12,24,11.0,24.0,13.0,25.0
11,24,10,25,11.0,25.0,10.0,24.0
10,27,10,25,11.0,24.0,10.0,24.0
10,24,12,24,10.0,24.0,10.0,24.0
10,24,12,27,13.0,25.0,10.0,25.0
11,24,14,24,14.0,24.0,10.0,24.0
13,26,11,24,10.0,26.0,11.0,24.0
10,24,10,25,10.0,24.0,10.0,25.0
11,25,10,24,10.0,24.0,10.0,24.0
10,25,10,24,10.0,24.0,10.0,24.0
14,25,10,25,10.0,26.0,10.0,26.0
10,24,10,26,11.0,25.0,11.0,26.0
15,24,10,24,10.0,26.0,10.0,24.0
10,25,11,24,10.0,24.0,11.0,24.0
12,24,10,30,10.0,26.0,10.0,27.0
12,24,10,26,10.0,26.0,10.0,27.0
11,26,10,26,10.0,26.0,11.0,24.0
10,24,10,24,10.0,26.0,11.0,24.0
10,24,13,25,10.0,24.0,11.0,24.0
10,24,11,24,10.0,26.0,10.0,24.0
10,24,11,27,11.0,25.0,10.0,24.0
10,24,10,24,10.0,24.0,11.0,25.0
12,24,11,24,10.0,24.0,10.0,25.0
10,24,10,24,10.0,24.0,10.0,24.0
10,27,11,25,11.0,24.0,10.0,24.0
12,24,13,24,10.0,24.0,10.0,24.0
