step_time,step_stopped,step_wait_time,accumulated_wait_time,gneJ00_passed,gneJ9_passed
301.0,1,2967.0,2967.0,102,91
302.0,2,16.0,2983.0,102,92
303.0,1,16.0,2999.0,102,92
304.0,2,18.0,3017.0,102,93
305.0,2,19.0,3036.0,103,94
306.0,5,22.0,3058.0,103,94
307.0,1,22.0,3080.0,103,95
308.0,2,23.0,3103.0,104,95
309.0,2,25.0,3128.0,104,95
310.0,1,26.0,3154.0,104,95
311.0,1,26.0,3180.0,105,95
312.0,3,29.0,3209.0,105,95
313.0,3,27.0,3236.0,105,95
314.0,2,25.0,3261.0,105,95
315.0,0,20.0,3281.0,105,95
316.0,5,23.0,3304.0,106,96
317.0,3,23.0,3327.0,106,96
318.0,4,25.0,3352.0,106,97
319.0,3,25.0,3377.0,108,98
320.0,1,25.0,3402.0,108,98
321.0,6,30.0,3432.0,108,98
322.0,1,29.0,3461.0,110,100
323.0,2,31.0,3492.0,110,100
324.0,2,33.0,3525.0,111,100
325.0,3,36.0,3561.0,112,101
326.0,0,35.0,3596.0,112,102
327.0,2,36.0,3632.0,112,102
328.0,2,38.0,3670.0,112,102
329.0,1,38.0,3708.0,112,102
330.0,4,40.0,3748.0,113,103
331.0,4,43.0,3791.0,113,103
332.0,1,42.0,3833.0,113,103
333.0,2,44.0,3877.0,113,103
334.0,6,49.0,3926.0,113,103
335.0,1,47.0,3973.0,113,103
336.0,2,47.0,4020.0,113,104
337.0,6,53.0,4073.0,113,104
338.0,2,52.0,4125.0,113,104
339.0,2,51.0,4176.0,114,104
340.0,2,49.0,4225.0,114,104
341.0,2,49.0,4274.0,114,104
342.0,1,49.0,4323.0,114,104
343.0,1,50.0,4373.0,115,105
344.0,4,53.0,4426.0,115,105
345.0,3,56.0,4482.0,116,105
346.0,1,55.0,4537.0,117,106
347.0,1,54.0,4591.0,117,106
348.0,4,57.0,4648.0,117,107
349.0,1,56.0,4704.0,117,107
350.0,1,56.0,4760.0,118,107
351.0,3,55.0,4815.0,118,108
352.0,2,50.0,4865.0,118,108
353.0,6,51.0,4916.0,118,108
354.0,1,49.0,4965.0,120,108
355.0,3,48.0,5013.0,120,109
356.0,0,43.0,5056.0,120,110
357.0,4,45.0,5101.0,121,110
358.0,4,45.0,5146.0,121,111
359.0,4,43.0,5189.0,122,112
360.0,3,42.0,5231.0,123,112
361.0,4,42.0,5273.0,123,114
362.0,3,40.0,5313.0,124,114
363.0,5,40.0,5353.0,125,115
364.0,3,37.0,5390.0,125,116
365.0,6,39.0,5429.0,126,116
366.0,3,37.0,5466.0,127,117
367.0,2,35.0,5501.0,128,118
368.0,3,37.0,5538.0,128,118
369.0,1,36.0,5574.0,129,120
370.0,0,32.0,5606.0,130,120
371.0,1,33.0,5639.0,131,120
372.0,0,30.0,5669.0,131,122
373.0,1,29.0,5698.0,133,122
374.0,3,30.0,5728.0,133,122
375.0,1,28.0,5756.0,133,123
376.0,3,28.0,5784.0,135,124
377.0,4,30.0,5814.0,135,125
378.0,2,28.0,5842.0,135,125
379.0,1,25.0,5867.0,137,126
380.0,0,25.0,5892.0,137,126
381.0,1,24.0,5916.0,138,128
382.0,3,27.0,5943.0,139,128
383.0,1,26.0,5969.0,139,128
384.0,0,24.0,5993.0,140,130
385.0,3,26.0,6019.0,141,130
386.0,1,24.0,6043.0,141,131
387.0,2,25.0,6068.0,142,132
388.0,2,24.0,6092.0,142,132
389.0,2,25.0,6117.0,142,132
390.0,2,24.0,6141.0,142,133
391.0,2,23.0,6164.0,143,134
392.0,1,21.0,6185.0,143,135
393.0,2,22.0,6207.0,143,135
394.0,1,22.0,6229.0,144,135
395.0,4,25.0,6254.0,144,137
396.0,3,23.0,6277.0,144,137
397.0,2,20.0,6297.0,145,137
398.0,3,21.0,6318.0,145,138
399.0,1,18.0,6336.0,145,138
400.0,2,18.0,6354.0,147,140
401.0,1,15.0,6369.0,147,140
402.0,2,17.0,6386.0,147,140
403.0,4,16.0,6402.0,148,141
404.0,1,13.0,6415.0,148,141
405.0,5,15.0,6430.0,148,141
406.0,1,13.0,6443.0,148,141
407.0,3,14.0,6457.0,149,143
408.0,1,14.0,6471.0,149,143
409.0,3,15.0,6486.0,149,143
410.0,3,16.0,6502.0,149,145
411.0,2,14.0,6516.0,149,145
412.0,5,18.0,6534.0,150,145
413.0,1,18.0,6552.0,151,145
414.0,1,17.0,6569.0,151,146
415.0,4,19.0,6588.0,152,146
416.0,1,17.0,6605.0,152,146
417.0,2,18.0,6623.0,153,146
418.0,5,23.0,6646.0,154,148
419.0,3,25.0,6671.0,154,148
420.0,2,24.0,6695.0,155,148
421.0,2,25.0,6720.0,155,150
422.0,4,29.0,6749.0,155,150
423.0,1,27.0,6776.0,155,150
424.0,2,27.0,6803.0,155,152
425.0,3,29.0,6832.0,155,152
426.0,3,32.0,6864.0,155,152
427.0,2,34.0,6898.0,155,152
428.0,0,33.0,6931.0,155,152
429.0,3,36.0,6967.0,155,152
430.0,2,37.0,7004.0,155,152
431.0,1,38.0,7042.0,155,152
432.0,1,39.0,7081.0,155,152
433.0,2,41.0,7122.0,155,152
434.0,1,42.0,7164.0,155,152
435.0,1,40.0,7204.0,155,152
436.0,2,41.0,7245.0,155,152
437.0,4,45.0,7290.0,155,152
438.0,1,45.0,7335.0,155,152
