(TS : gneJ00  Phase : 0),(TS : gneJ00  Phase : 2),(TS : gneJ00  Phase : 4),(TS : gneJ00  Phase : 6),(TS : gneJ9  Phase : 0),(TS : gneJ9  Phase : 2),(TS : gneJ9  Phase : 4),(TS : gneJ9  Phase : 6)
10.010471204188482,59.35078534031414,10.015625,24.005235602094242,10.03125,58.666666666666664,10.0,24.00518134715026
0.0103615580713248,629.8507716345495,0.015380859375,0.005208190564951618,0.051106770833333336,587.8055555555555,0.0,0.005154500791967572
0.10179173871844807,25.09682791977005,0.12401959270615269,0.07216779451356137,0.22606806681469485,24.24470159757706,0.0,0.07179485212720736
10,100,10.0,24,10,57,10.0,24.0
10,80,10,24,10,29,10.0,24.0
10,73,10,24,10,74,10.0,24.0
10,82,10,24,10,74,10.0,24.0
10,80,10,24,10,73,10.0,24.0
10,71,10,24,10,73,10.0,24.0
10,87,10,24,10,45,10.0,24.0
10,32,10,24,10,81,10.0,24.0
10,87,10,24,10,80,10.0,24.0
10,74,10,24,10,90,10.0,24.0
10,90,10,24,10,27,10.0,24.0
10,82,10,24,10,80,10.0,24.0
10,55,10,24,10,63,10.0,24.0
10,48,10,24,10,34,10.0,24.0
10,88,10,24,10,93,10.0,24.0
10,43,10,24,10,58,10.0,24.0
10,80,10,24,10,65,10.0,24.0
10,52,10,24,10,47,10.0,24.0
10,29,10,25,10,52,10.0,24.0
10,32,10,24,10,63,10.0,24.0
10,96,10,24,10,42,10.0,24.0
10,57,10,24,10,53,10.0,24.0
10,45,10,24,10,84,10.0,24.0
10,88,10,24,10,61,10.0,24.0
10,100,10,24,10,51,10.0,24.0
10,56,10,24,10,65,10.0,25.0
10,72,10,24,10,61,10.0,24.0
10,27,10,24,10,70,10.0,24.0
10,93,10,24,10,68,10.0,24.0
10,88,10,24,10,45,10.0,24.0
10,69,10,24,10,32,10.0,24.0
10,38,10,24,10,85,10.0,24.0
10,49,10,24,10,78,10.0,24.0
10,44,10,24,10,81,10.0,24.0
10,43,10,24,10,42,10.0,24.0
10,44,10,24,10,75,10.0,24.0
10,39,10,24,10,54,10.0,24.0
10,25,10,24,11,55,10.0,24.0
10,40,10,24,10,53,10.0,24.0
