(TS : gneJ00  Phase : 0),(TS : gneJ00  Phase : 2),(TS : gneJ00  Phase : 4),(TS : gneJ00  Phase : 6),(TS : gneJ9  Phase : 0),(TS : gneJ9  Phase : 2),(TS : gneJ9  Phase : 4),(TS : gneJ9  Phase : 6)
10.014492753623188,50.349514563106794,10.608695652173912,24.00966183574879,10.009345794392523,47.257009345794394,10.032558139534883,24.013953488372092
0.01428271371560597,171.70308228862288,1.4555765595463135,0.00956848467875563,0.009258450519696038,161.43394619617433,0.050102758247701454,0.013758788534342887
0.11951030798891771,13.103552277478915,1.206472776131444,0.09781863155225404,0.09622084243913082,12.705665909198713,0.22383645424215748,0.11729786244575341
10,48,10.0,24,10,55,10.0,24.0
10,52,10,24,10,70,10.0,24.0
10,46,10,24,10,24,10.0,24.0
10,66,10,24,10,66,10.0,24.0
10,59,10,24,10,43,10.0,24.0
10,74,10,24,10,61,10.0,24.0
10,57,10,24,10,50,10.0,24.0
10,71,10,24,10,32,10.0,24.0
10,54,10,24,10,58,10.0,24.0
10,42,10,24,10,60,10.0,24.0
10,64,10,24,10,68,10.0,24.0
10,52,10,24,10,33,10.0,24.0
10,25,10,24,10,72,10.0,24.0
10,62,10,24,10,37,10.0,24.0
10,70,10,24,10,54,10.0,24.0
10,59,10,24,10,71,10.0,24.0
10,43,10,24,10,56,10.0,24.0
10,64,10,24,10,48,10.0,24.0
10,62,10,24,10,60,11.0,24.0
10,30,10,24,10,37,10.0,24.0
10,68,10,24,10,43,10.0,24.0
10,57,10,24,10,63,10.0,24.0
10,60,10,24,10,53,10.0,24.0
10,58,10,24,10,55,10.0,24.0
10,48,10,24,10,70,10.0,24.0
10,47,10,24,10,33,10.0,24.0
10,48,10,24,10,27,10.0,24.0
10,24,10,24,10,62,10.0,24.0
10,52,10,24,10,50,10.0,24.0
10,29,10,24,10,53,10.0,24.0
10,65,11,24,10,41,10.0,24.0
10,73,10,24,10,60,10.0,24.0
10,48,10,24,10,56,10.0,24.0
10,43,10,24,10,40,10.0,24.0
10,46,12,24,10,62,10.0,24.0
10,45,12,24,10,48,10.0,24.0
10,27,10,24,10,41,10.0,24.0
10,45,10,24,10,26,10.0,24.0
10,55,11,24,10,46,10.0,24.0
10,37,11,24,10,49,10.0,24.0
10,51,11,24,10,45,10.0,24.0
10,40,13,24,10,51,10.0,24.0
10,45,12,24,10,31,10.0,24.0
10,39,10,24,10,48,10.0,24.0
10,40,10,24,10,40,10.0,24.0
10,48,12,24,10,45,10.0,24.0
10,47,10,24,10,35,10.0,24.0
10,39,10,24,10,34,10.0,24.0
10,41,10,24,10,40,10.0,24.0
10,31,11,24,10,38,10.0,24.0
10,40,10,24,10,36,10.0,24.0
10,40,10,24,10,38,10.0,24.0
10,34,10,24,10,39,10.0,24.0
10,38,13,24,10,41,10.0,24.0
10,36,10,24,10,34,10.0,24.0
10,43,10,24,10,44,10.0,24.0
10,45,12,25,10,36,10.0,24.0
10,54,11,24,10,36,10.0,24.0
10,47,11,24,10,40,10.0,24.0
10,57,10,24,10,31,10.0,24.0
10,43,11,24,10,32,10.0,24.0
10,40,12,24,10,43,10.0,24.0
10,30,12,24,10,39,10.0,24.0
10,42,12,24,10,43,10.0,24.0
10,37,10,24,10,29,10.0,24.0
10,47,13,24,10,26,10.0,24.0
10,37,13,24,10,44,10.0,24.0
10,36,14,24,10,50,10.0,24.0
10,42,10,24,10,46,10.0,24.0
10,55,13,24,10,54,10.0,24.0
10,61,10,24,10,41,10.0,24.0
10,62,10,24,10,39,10.0,24.0
10,54,10,24,10,54,10.0,24.0
10,49,10,24,10,59,10.0,24.0
10,70,10,24,10,71,10.0,24.0
10,67,10,24,10,58,10.0,24.0
10,38,10,24,10,64,10.0,24.0
10,35,10,24,10,26,10.0,24.0
10,83,10,24,10,61,10.0,24.0
10,68,10,24,10,63,10.0,24.0
10,76,10,24,10,45,10.0,24.0
10,78,10,24,10,67,10.0,24.0
10,75,10,24,10,65,10.0,24.0
10,51,10,24,10,72,10.0,24.0
10,32,10,24,10,49,10.0,24.0
10,71,10,24,10,47,10.0,24.0
10,67,10,24,10,30,10.0,24.0
10,53,10,24,10,61,10.0,24.0
10,48,10,24,10,52,10.0,24.0
10,43,10,24,10,49,10.0,24.0
10,37,10,24,10,59,10.0,24.0
10,45,10,24,10,63,10.0,24.0
10,52,10,24,10,50,10.0,24.0
10,26,10,24,10,51,11.0,24.0
10,80,10,24,10,54,10.0,24.0
10,77,10,24,10,55,10.0,24.0
10,59,10,24,10,70,10.0,24.0
10,78,10,24,10,74,10.0,24.0
10,85,10,24,10,48,10.0,24.0
10,47,10,24,10,76,12.0,24.0
10,27,10,24,10,46,10.0,24.0
10,84,10,24,10,55,10.0,24.0
10,48,10,24,10,33,10.0,24.0
10,63,10,24,10,71,10.0,24.0
10,29,10,24,10,47,10.0,24.0
10,58,10,24,10,47,10.0,24.0
10,56,10,24,10,26,10.0,24.0
10,36,10,24,10,52,10.0,24.0
10,70,10,24,10,77,11.0,24.0
10,47,10,24,10,54,10.0,24.0
10,56,10,24,10,42,10.0,24.0
10,57,10,24,11,32,10.0,24.0
10,62,10,24,10,62,12.0,24.0
10,48,10,24,10,70,10.0,24.0
10,49,10,24,10,31,10.0,25.0
10,40,10,24,10,83,10.0,24.0
10,28,10,24,10,53,10.0,24.0
10,40,10,24,10,31,10.0,24.0
10,75,10,24,10,57,10.0,24.0
10,78,10,24,10,34,10.0,24.0
10,51,10,24,10,46,10.0,24.0
10,46,10,24,10,64,10.0,24.0
10,63,10,24,10,51,10.0,24.0
10,51,10,24,10,69,10.0,24.0
11,27,10,24,10,49,10.0,24.0
10,30,10,24,10,70,10.0,24.0
