step_time,step_stopped,step_wait_time,accumulated_wait_time,gneJ00_passed,gneJ9_passed
301.0,3,2703.0,2703.0,103,95
302.0,1,16.0,2719.0,104,95
303.0,1,16.0,2735.0,105,97
304.0,3,19.0,2754.0,105,97
305.0,1,19.0,2773.0,106,97
306.0,1,20.0,2793.0,106,98
307.0,3,23.0,2816.0,107,98
308.0,3,26.0,2842.0,107,98
309.0,2,26.0,2868.0,107,98
310.0,2,27.0,2895.0,107,98
311.0,1,27.0,2922.0,108,98
312.0,1,28.0,2950.0,108,98
313.0,1,24.0,2974.0,108,98
314.0,1,21.0,2995.0,109,98
315.0,4,22.0,3017.0,109,98
316.0,0,18.0,3035.0,109,99
317.0,6,23.0,3058.0,110,100
318.0,0,21.0,3079.0,111,100
319.0,3,23.0,3102.0,111,100
320.0,0,22.0,3124.0,112,101
321.0,3,25.0,3149.0,113,101
322.0,1,25.0,3174.0,114,103
323.0,3,28.0,3202.0,114,103
324.0,1,27.0,3229.0,115,103
325.0,2,28.0,3257.0,115,105
326.0,4,30.0,3287.0,115,105
327.0,4,34.0,3321.0,115,105
328.0,1,32.0,3353.0,117,105
329.0,4,36.0,3389.0,117,105
330.0,3,36.0,3425.0,117,106
331.0,3,38.0,3463.0,117,106
332.0,4,41.0,3504.0,117,106
333.0,4,43.0,3547.0,117,106
334.0,2,42.0,3589.0,117,107
335.0,6,47.0,3636.0,117,107
336.0,2,47.0,3683.0,118,107
337.0,1,47.0,3730.0,118,107
338.0,2,49.0,3779.0,118,107
339.0,3,50.0,3829.0,118,107
340.0,1,50.0,3879.0,118,107
341.0,2,49.0,3928.0,118,107
342.0,1,49.0,3977.0,118,107
343.0,1,50.0,4027.0,118,107
344.0,1,50.0,4077.0,119,108
345.0,1,51.0,4128.0,119,108
346.0,1,51.0,4179.0,119,109
347.0,2,53.0,4232.0,119,109
348.0,0,52.0,4284.0,120,109
349.0,3,55.0,4339.0,120,110
350.0,0,55.0,4394.0,121,110
351.0,0,51.0,4445.0,122,110
352.0,4,51.0,4496.0,122,110
353.0,4,51.0,4547.0,122,110
354.0,2,51.0,4598.0,123,111
355.0,1,46.0,4644.0,124,112
356.0,3,45.0,4689.0,125,112
357.0,0,42.0,4731.0,125,113
358.0,3,41.0,4772.0,127,114
359.0,3,40.0,4812.0,127,114
360.0,1,38.0,4850.0,127,115
361.0,1,35.0,4885.0,128,115
362.0,3,34.0,4919.0,129,117
363.0,2,31.0,4950.0,129,117
364.0,3,31.0,4981.0,130,118
365.0,5,31.0,5012.0,131,119
366.0,6,33.0,5045.0,131,120
367.0,4,33.0,5078.0,132,120
368.0,3,31.0,5109.0,133,121
369.0,3,28.0,5137.0,133,121
370.0,4,29.0,5166.0,135,123
371.0,4,28.0,5194.0,135,123
372.0,6,29.0,5223.0,135,123
373.0,2,25.0,5248.0,136,125
374.0,3,26.0,5274.0,137,125
375.0,3,26.0,5300.0,138,126
376.0,3,26.0,5326.0,138,127
377.0,1,24.0,5350.0,139,127
378.0,3,22.0,5372.0,140,129
379.0,3,23.0,5395.0,140,129
380.0,1,23.0,5418.0,142,130
381.0,0,20.0,5438.0,142,131
382.0,3,22.0,5460.0,143,131
383.0,2,21.0,5481.0,144,132
384.0,1,20.0,5501.0,144,133
385.0,4,22.0,5523.0,145,133
386.0,3,22.0,5545.0,146,134
387.0,3,22.0,5567.0,146,134
388.0,3,23.0,5590.0,147,134
389.0,4,22.0,5612.0,148,135
390.0,3,21.0,5633.0,148,136
391.0,4,22.0,5655.0,149,136
392.0,4,23.0,5678.0,150,137
393.0,1,20.0,5698.0,150,138
394.0,1,20.0,5718.0,150,138
395.0,0,19.0,5737.0,151,139
396.0,2,19.0,5756.0,151,139
397.0,1,16.0,5772.0,152,139
398.0,1,14.0,5786.0,152,139
399.0,3,16.0,5802.0,153,140
400.0,0,13.0,5815.0,154,141
401.0,1,14.0,5829.0,155,141
402.0,3,17.0,5846.0,155,141
403.0,0,15.0,5861.0,156,143
404.0,1,16.0,5877.0,156,143
405.0,1,17.0,5894.0,156,143
406.0,0,16.0,5910.0,157,144
407.0,2,18.0,5928.0,158,144
408.0,1,15.0,5943.0,159,144
409.0,4,16.0,5959.0,159,144
410.0,1,16.0,5975.0,160,144
411.0,0,16.0,5991.0,161,146
412.0,3,19.0,6010.0,161,146
413.0,1,19.0,6029.0,162,147
414.0,1,20.0,6049.0,162,147
415.0,0,20.0,6069.0,164,148
416.0,1,21.0,6090.0,164,148
417.0,1,21.0,6111.0,165,149
418.0,0,21.0,6132.0,166,150
419.0,1,21.0,6153.0,166,150
