departed,travel_time
13.0,46.0
1.0,60.0
25.0,46.0
59.0,113.0
36.0,137.0
48.0,125.0
71.0,104.0
106.0,86.0
83.0,110.0
140.0,54.0
117.0,78.0
94.0,103.0
129.0,71.0
152.0,59.0
164.0,49.0
175.0,60.0
187.0,56.0
198.0,48.0
221.0,130.0
210.0,143.0
245.0,109.0
233.0,122.0
268.0,101.0
256.0,116.0
279.0,95.0
291.0,84.0
314.0,65.0
302.0,80.0
337.0,45.0
326.0,59.0
349.0,66.0
360.0,57.0
372.0,51.0
384.0,49.0
395.0,139.0
407.0,128.0
418.0,119.0
441.0,113.0
430.0,125.0
488.0,68.0
465.0,92.0
453.0,105.0
476.0,82.0
499.0,65.0
522.0,48.0
534.0,45.0
511.0,76.0
546.0,54.0
557.0,58.0
603.0,107.0
569.0,144.0
580.0,134.0
592.0,126.0
627.0,100.0
638.0,93.0
673.0,61.0
684.0,51.0
650.0,88.0
615.0,130.0
661.0,84.0
696.0,55.0
708.0,55.0
719.0,50.0
731.0,52.0
742.0,47.0
754.0,137.0
766.0,128.0
789.0,105.0
777.0,120.0
800.0,109.0
812.0,100.0
858.0,57.0
823.0,94.0
835.0,86.0
847.0,75.0
870.0,52.0
881.0,60.0
893.0,53.0
904.0,45.0
916.0,50.0
928.0,145.0
962.0,112.0
939.0,136.0
951.0,127.0
974.0,118.0
985.0,108.0
997.0,98.0
1032.0,64.0
1020.0,77.0
1009.0,89.0
1043.0,57.0
1055.0,50.0
1066.0,55.0
1078.0,51.0
1090.0,53.0
1101.0,55.0
1148.0,103.0
1113.0,139.0
1124.0,130.0
1136.0,124.0
1194.0,75.0
1159.0,112.0
1171.0,103.0
1217.0,59.0
1205.0,72.0
1229.0,50.0
1182.0,98.0
1240.0,50.0
1252.0,48.0
1263.0,51.0
1275.0,50.0
1321.0,111.0
1286.0,148.0
1298.0,136.0
1310.0,130.0
1344.0,104.0
1333.0,117.0
1356.0,94.0
1391.0,64.0
1367.0,92.0
1379.0,84.0
1402.0,62.0
1414.0,54.0
1425.0,50.0
1437.0,51.0
1448.0,49.0
1460.0,53.0
1495.0,117.0
1483.0,130.0
1472.0,142.0
1506.0,111.0
1541.0,87.0
1518.0,111.0
1530.0,99.0
1553.0,78.0
1564.0,74.0
1587.0,54.0
1576.0,68.0
1599.0,46.0
1611.0,58.0
1622.0,57.0
1634.0,59.0
1657.0,134.0
1680.0,113.0
1645.0,150.0
1668.0,130.0
1692.0,117.0
1703.0,107.0
1726.0,86.0
1761.0,54.0
1715.0,104.0
1749.0,71.0
1738.0,84.0
1773.0,58.0
1796.0,47.0
1784.0,60.0
1807.0,50.0
1819.0,52.0
1831.0,141.0
1854.0,121.0
1865.0,110.0
1842.0,134.0
1877.0,111.0
1900.0,91.0
1888.0,110.0
1912.0,87.0
1923.0,77.0
1935.0,67.0
1946.0,60.0
1958.0,51.0
1969.0,49.0
1981.0,52.0
1993.0,47.0
2027.0,123.0
2004.0,148.0
2016.0,139.0
2039.0,118.0
2074.0,99.0
2120.0,55.0
2097.0,80.0
2108.0,71.0
2050.0,130.0
2085.0,97.0
2062.0,121.0
2131.0,55.0
2155.0,48.0
2143.0,67.0
2178.0,46.0
2166.0,63.0
2213.0,119.0
2201.0,133.0
2224.0,110.0
2189.0,148.0
2247.0,99.0
2270.0,80.0
2294.0,57.0
2259.0,93.0
2236.0,120.0
2282.0,76.0
2305.0,53.0
2317.0,50.0
2328.0,46.0
2340.0,49.0
2351.0,56.0
2363.0,52.0
2409.0,102.0
2375.0,137.0
2386.0,127.0
2398.0,117.0
2421.0,109.0
2432.0,98.0
2444.0,89.0
2479.0,54.0
2456.0,80.0
2467.0,71.0
2490.0,54.0
2502.0,52.0
2513.0,54.0
2525.0,55.0
2537.0,49.0
2560.0,131.0
2571.0,121.0
2548.0,147.0
2583.0,112.0
2595.0,113.0
2606.0,102.0
2652.0,63.0
2618.0,98.0
2629.0,88.0
2641.0,79.0
2664.0,56.0
2676.0,56.0
2699.0,48.0
2687.0,63.0
2710.0,46.0
2757.0,113.0
2733.0,138.0
2722.0,153.0
2745.0,130.0
2768.0,108.0
2791.0,95.0
2780.0,110.0
2803.0,90.0
2838.0,56.0
2849.0,47.0
2814.0,85.0
2826.0,75.0
2861.0,59.0
2872.0,51.0
2884.0,55.0
2895.0,61.0
2919.0,133.0
2907.0,147.0
2930.0,124.0
2942.0,116.0
2953.0,119.0
2977.0,95.0
3011.0,61.0
3000.0,80.0
3023.0,57.0
2965.0,117.0
2988.0,94.0
3034.0,54.0
3046.0,57.0
3058.0,48.0
3069.0,44.0
3081.0,45.0
3115.0,116.0
3092.0,142.0
3104.0,133.0
3127.0,111.0
3150.0,97.0
3139.0,111.0
3196.0,54.0
3162.0,97.0
3185.0,74.0
3208.0,52.0
3173.0,91.0
3220.0,57.0
3231.0,56.0
3243.0,58.0
3254.0,51.0
3301.0,112.0
3266.0,150.0
3278.0,139.0
3289.0,131.0
