departed,travel_time
1.0,118.0
1201.0,174.0
2401.0,64.0
3601.0,113.0
5401.0,119.0
7201.0,115.0
9001.0,114.0
10801.0,113.0
10914.0,187.0
11026.0,251.0
11139.0,140.0
11251.0,210.0
11364.0,270.0
11476.0,175.0
11589.0,234.0
11701.0,186.0
11814.0,190.0
11926.0,89.0
12039.0,147.0
12151.0,208.0
12264.0,108.0
12376.0,175.0
12489.0,231.0
12601.0,122.0
12714.0,185.0
12826.0,81.0
12939.0,140.0
13051.0,217.0
13164.0,272.0
13276.0,169.0
13389.0,226.0
13501.0,126.0
13614.0,188.0
13726.0,262.0
13839.0,317.0
14064.0,279.0
13951.0,393.0
14176.0,174.0
14289.0,226.0
14401.0,124.0
14558.0,139.0
14715.0,164.0
14871.0,190.0
15028.0,207.0
15184.0,239.0
15341.0,254.0
15497.0,281.0
15654.0,135.0
15810.0,154.0
15967.0,175.0
16123.0,196.0
16280.0,218.0
16436.0,246.0
16593.0,265.0
16749.0,291.0
16906.0,142.0
17062.0,158.0
17219.0,175.0
17375.0,202.0
17532.0,223.0
17688.0,249.0
17845.0,102.0
18001.0,125.0
18173.0,125.0
18344.0,137.0
18516.0,151.0
18687.0,156.0
18859.0,166.0
19030.0,175.0
19202.0,183.0
19373.0,190.0
19544.0,202.0
19716.0,207.0
19887.0,212.0
20059.0,50.0
20230.0,55.0
20402.0,232.0
20573.0,76.0
20744.0,88.0
20916.0,262.0
21087.0,272.0
21259.0,275.0
21430.0,282.0
21601.0,125.0
21758.0,150.0
21915.0,174.0
22071.0,194.0
22228.0,211.0
22384.0,237.0
22541.0,252.0
22697.0,288.0
22854.0,301.0
23010.0,157.0
23167.0,175.0
23323.0,199.0
23480.0,230.0
23636.0,246.0
23949.0,115.0
23793.0,334.0
24106.0,131.0
24262.0,161.0
24419.0,185.0
24575.0,209.0
24732.0,229.0
24888.0,76.0
25045.0,99.0
25201.0,113.0
25340.0,158.0
25478.0,199.0
25617.0,71.0
25755.0,111.0
25894.0,152.0
26032.0,191.0
26171.0,228.0
26309.0,273.0
26448.0,140.0
26586.0,181.0
26725.0,217.0
26863.0,83.0
27002.0,122.0
27140.0,165.0
27278.0,208.0
27417.0,243.0
27555.0,112.0
27694.0,150.0
27832.0,190.0
27971.0,227.0
28109.0,273.0
28248.0,139.0
28386.0,182.0
