departed,travel_time
1.0,47.0
15.0,44.0
28.0,56.0
41.0,44.0
54.0,140.0
67.0,129.0
93.0,116.0
80.0,132.0
107.0,107.0
120.0,96.0
133.0,85.0
146.0,74.0
159.0,61.0
172.0,49.0
185.0,54.0
199.0,49.0
212.0,47.0
238.0,138.0
291.0,107.0
369.0,41.0
356.0,55.0
225.0,192.0
251.0,171.0
383.0,41.0
264.0,163.0
277.0,154.0
396.0,41.0
422.0,132.0
409.0,147.0
448.0,123.0
461.0,110.0
501.0,75.0
435.0,142.0
488.0,92.0
514.0,69.0
475.0,109.0
540.0,49.0
527.0,64.0
304.0,294.0
317.0,286.0
553.0,50.0
566.0,40.0
343.0,264.0
580.0,44.0
593.0,143.0
606.0,132.0
658.0,95.0
632.0,124.0
645.0,111.0
672.0,85.0
619.0,139.0
698.0,60.0
685.0,77.0
711.0,54.0
724.0,48.0
737.0,45.0
750.0,50.0
764.0,43.0
790.0,123.0
777.0,142.0
816.0,114.0
856.0,77.0
829.0,106.0
803.0,134.0
869.0,68.0
842.0,97.0
882.0,57.0
895.0,49.0
908.0,49.0
921.0,43.0
934.0,49.0
948.0,147.0
961.0,134.0
987.0,127.0
974.0,141.0
1079.0,46.0
1092.0,45.0
1105.0,45.0
1118.0,47.0
1131.0,145.0
1145.0,131.0
1171.0,121.0
1158.0,135.0
1197.0,98.0
1184.0,114.0
1210.0,88.0
1223.0,77.0
1237.0,65.0
1250.0,55.0
1263.0,51.0
1000.0,317.0
1013.0,311.0
1026.0,302.0
1276.0,54.0
1039.0,294.0
1289.0,52.0
1302.0,48.0
1315.0,141.0
1394.0,76.0
1355.0,119.0
1342.0,133.0
1407.0,68.0
1329.0,147.0
1421.0,59.0
1368.0,115.0
1434.0,52.0
1381.0,107.0
1053.0,443.0
1066.0,435.0
1447.0,54.0
1460.0,50.0
1473.0,49.0
1499.0,136.0
1486.0,152.0
1512.0,141.0
1604.0,51.0
1552.0,105.0
1578.0,79.0
1591.0,68.0
1618.0,49.0
1631.0,53.0
1644.0,46.0
1657.0,51.0
1670.0,146.0
1683.0,134.0
1710.0,123.0
1696.0,140.0
1762.0,74.0
1736.0,102.0
1749.0,90.0
1723.0,117.0
1775.0,66.0
1788.0,57.0
1802.0,53.0
1815.0,44.0
1526.0,334.0
1539.0,324.0
1565.0,302.0
1828.0,57.0
1841.0,51.0
1854.0,141.0
1894.0,119.0
1867.0,150.0
1907.0,113.0
1946.0,74.0
1880.0,142.0
1972.0,56.0
2038.0,138.0
2077.0,115.0
2091.0,104.0
2117.0,78.0
2104.0,92.0
2130.0,67.0
2064.0,134.0
2143.0,57.0
2156.0,46.0
1920.0,299.0
2169.0,51.0
1933.0,292.0
1959.0,271.0
2183.0,49.0
1985.0,248.0
2196.0,43.0
2209.0,40.0
2222.0,132.0
2261.0,108.0
2275.0,98.0
2288.0,89.0
2301.0,76.0
2248.0,131.0
2235.0,147.0
2314.0,68.0
2327.0,55.0
2340.0,53.0
1999.0,397.0
2353.0,43.0
2012.0,388.0
2025.0,380.0
2051.0,359.0
2367.0,47.0
2393.0,142.0
2380.0,157.0
2406.0,134.0
2419.0,131.0
2432.0,122.0
2445.0,110.0
2458.0,97.0
2472.0,84.0
2485.0,76.0
2511.0,58.0
2629.0,105.0
2669.0,66.0
2590.0,148.0
2603.0,137.0
2642.0,99.0
2656.0,85.0
2695.0,48.0
2682.0,67.0
2708.0,44.0
2498.0,261.0
2524.0,239.0
2537.0,230.0
2721.0,46.0
2550.0,224.0
2734.0,47.0
2748.0,43.0
2761.0,134.0
2787.0,124.0
2800.0,112.0
2813.0,100.0
2840.0,76.0
2774.0,144.0
2826.0,95.0
2853.0,70.0
2866.0,57.0
2879.0,51.0
2564.0,375.0
2892.0,48.0
2577.0,365.0
2616.0,329.0
2905.0,47.0
2918.0,47.0
2931.0,143.0
2945.0,131.0
2958.0,134.0
2971.0,122.0
2997.0,99.0
3010.0,86.0
2984.0,117.0
3023.0,78.0
3037.0,64.0
3050.0,54.0
3063.0,53.0
3076.0,45.0
3089.0,42.0
3102.0,50.0
3168.0,103.0
3207.0,65.0
3181.0,92.0
3221.0,55.0
3155.0,123.0
3194.0,86.0
3234.0,51.0
3247.0,48.0
3115.0,184.0
3260.0,40.0
3129.0,174.0
3142.0,165.0
3273.0,50.0
3286.0,43.0
3299.0,137.0
3326.0,125.0
3339.0,113.0
3352.0,101.0
3313.0,141.0
3378.0,77.0
3365.0,92.0
3391.0,70.0
3405.0,56.0
3418.0,51.0
3431.0,43.0
3444.0,54.0
3457.0,49.0
3470.0,147.0
3483.0,134.0
3496.0,143.0
3536.0,104.0
3562.0,78.0
3588.0,61.0
3601.0,53.0
3619.0,58.0
3741.0,68.0
3759.0,55.0
3724.0,91.0
3706.0,115.0
3776.0,59.0
3510.0,328.0
3523.0,318.0
3794.0,51.0
3549.0,300.0
3811.0,47.0
3829.0,146.0
3846.0,130.0
3864.0,130.0
3899.0,97.0
3951.0,46.0
3881.0,117.0
3916.0,82.0
3934.0,74.0
3968.0,50.0
3575.0,444.0
3636.0,387.0
3654.0,374.0
3671.0,360.0
3986.0,45.0
4003.0,40.0
4021.0,137.0
4073.0,98.0
4056.0,117.0
4038.0,136.0
4091.0,87.0
4126.0,53.0
4108.0,73.0
3689.0,508.0
4143.0,55.0
4161.0,46.0
4178.0,48.0
4196.0,140.0
4231.0,121.0
4283.0,69.0
4213.0,141.0
4301.0,57.0
4318.0,52.0
4335.0,44.0
4353.0,49.0
4388.0,127.0
4370.0,147.0
4405.0,127.0
4423.0,110.0
4440.0,95.0
4475.0,60.0
4458.0,80.0
4493.0,46.0
4248.0,309.0
4510.0,49.0
4266.0,300.0
4528.0,43.0
4545.0,48.0
4563.0,134.0
4598.0,113.0
4615.0,97.0
4633.0,80.0
4580.0,134.0
4650.0,66.0
4668.0,49.0
4685.0,46.0
4702.0,54.0
4720.0,46.0
4737.0,139.0
4772.0,119.0
4790.0,102.0
4807.0,87.0
4755.0,140.0
4825.0,71.0
4842.0,60.0
4860.0,47.0
4877.0,41.0
4895.0,53.0
4912.0,145.0
4930.0,144.0
4965.0,111.0
4947.0,131.0
4982.0,96.0
5139.0,112.0
5122.0,132.0
5157.0,100.0
5192.0,65.0
5174.0,87.0
5209.0,52.0
5227.0,41.0
5000.0,277.0
5017.0,265.0
5035.0,252.0
5052.0,239.0
5244.0,53.0
5262.0,154.0
5279.0,137.0
5314.0,118.0
5332.0,103.0
5349.0,86.0
5297.0,139.0
5367.0,71.0
5384.0,54.0
5402.0,53.0
5069.0,391.0
5104.0,359.0
5419.0,44.0
5436.0,47.0
5454.0,141.0
5524.0,86.0
5489.0,122.0
5506.0,107.0
5541.0,78.0
5594.0,45.0
5471.0,171.0
5611.0,42.0
5646.0,129.0
5629.0,147.0
5664.0,128.0
5716.0,78.0
5751.0,45.0
5734.0,64.0
5699.0,100.0
5681.0,119.0
5559.0,261.0
5576.0,247.0
5769.0,54.0
5786.0,42.0
5803.0,50.0
5821.0,135.0
5908.0,65.0
5838.0,136.0
5856.0,118.0
5873.0,104.0
5891.0,86.0
5926.0,52.0
5943.0,45.0
5961.0,49.0
5978.0,41.0
5996.0,140.0
6031.0,119.0
6048.0,105.0
6013.0,143.0
6101.0,55.0
6083.0,74.0
6066.0,92.0
6118.0,42.0
6136.0,43.0
6153.0,45.0
6188.0,127.0
6170.0,147.0
6275.0,54.0
6240.0,92.0
6258.0,74.0
6293.0,51.0
6310.0,44.0
6205.0,152.0
6328.0,40.0
6345.0,149.0
6363.0,132.0
6415.0,98.0
6398.0,116.0
6433.0,83.0
6380.0,139.0
6468.0,51.0
6450.0,71.0
6485.0,47.0
6223.0,315.0
6503.0,47.0
6520.0,55.0
6537.0,138.0
6572.0,117.0
6555.0,138.0
6590.0,104.0
6625.0,71.0
6607.0,91.0
6695.0,47.0
6730.0,126.0
6712.0,148.0
6782.0,87.0
6765.0,107.0
6817.0,56.0
6747.0,131.0
6800.0,81.0
6852.0,43.0
6835.0,63.0
6642.0,257.0
6660.0,244.0
6677.0,231.0
6870.0,46.0
6887.0,43.0
6904.0,131.0
6974.0,82.0
6922.0,136.0
6957.0,102.0
7009.0,50.0
6939.0,121.0
6992.0,69.0
7027.0,45.0
7044.0,44.0
7062.0,46.0
7079.0,135.0
7114.0,116.0
7097.0,135.0
7216.0,41.0
7230.0,48.0
7244.0,48.0
7258.0,137.0
7301.0,112.0
7330.0,84.0
7273.0,143.0
7287.0,130.0
7315.0,102.0
7344.0,75.0
7358.0,61.0
7372.0,49.0
7386.0,48.0
7132.0,306.0
7149.0,294.0
7401.0,45.0
7167.0,283.0
7184.0,272.0
7415.0,47.0
7429.0,43.0
7443.0,134.0
7458.0,132.0
7500.0,95.0
7515.0,82.0
7472.0,126.0
7486.0,115.0
7543.0,59.0
7529.0,74.0
7557.0,56.0
7571.0,47.0
7586.0,43.0
7600.0,44.0
7614.0,143.0
7657.0,115.0
7628.0,146.0
7643.0,134.0
7728.0,54.0
7799.0,138.0
7856.0,95.0
7870.0,85.0
7842.0,115.0
7884.0,75.0
7813.0,147.0
7899.0,62.0
7927.0,42.0
7913.0,62.0
7671.0,309.0
7685.0,301.0
7700.0,288.0
7941.0,52.0
7956.0,44.0
7970.0,44.0
7984.0,130.0
8027.0,103.0
7998.0,135.0
8041.0,92.0
8013.0,122.0
8084.0,52.0
8055.0,83.0
8069.0,71.0
8098.0,49.0
7714.0,446.0
8112.0,50.0
7742.0,421.0
7771.0,399.0
7785.0,393.0
8141.0,39.0
8126.0,62.0
8155.0,140.0
8212.0,98.0
8183.0,128.0
8169.0,145.0
8226.0,89.0
8198.0,118.0
8240.0,77.0
8269.0,49.0
8254.0,70.0
8297.0,42.0
8283.0,57.0
7828.0,513.0
8311.0,45.0
8326.0,48.0
8340.0,136.0
8383.0,111.0
8425.0,69.0
8354.0,141.0
8368.0,130.0
8411.0,87.0
8397.0,103.0
8439.0,62.0
8468.0,52.0
8496.0,50.0
8511.0,144.0
8525.0,132.0
8553.0,125.0
8454.0,244.0
8653.0,46.0
8482.0,220.0
8539.0,168.0
8667.0,44.0
8681.0,43.0
8696.0,140.0
8710.0,144.0
8738.0,117.0
8767.0,88.0
8795.0,63.0
8752.0,108.0
8809.0,51.0
8724.0,137.0
8781.0,80.0
8824.0,47.0
8567.0,309.0
8582.0,297.0
8838.0,46.0
8596.0,291.0
8610.0,282.0
8852.0,48.0
8866.0,50.0
8881.0,134.0
8895.0,136.0
8923.0,109.0
8937.0,97.0
8966.0,70.0
8952.0,85.0
8909.0,130.0
8980.0,59.0
8994.0,48.0
8624.0,433.0
9009.0,49.0
8639.0,423.0
9023.0,58.0
9037.0,44.0
9051.0,144.0
9065.0,130.0
9151.0,59.0
9165.0,49.0
9137.0,82.0
9179.0,40.0
9080.0,156.0
9094.0,147.0
9108.0,137.0
9194.0,52.0
9122.0,129.0
9208.0,55.0
9222.0,51.0
9236.0,138.0
9250.0,125.0
9293.0,98.0
9279.0,115.0
9336.0,58.0
9265.0,132.0
9350.0,49.0
9307.0,93.0
9322.0,79.0
9364.0,58.0
9379.0,46.0
9393.0,45.0
9435.0,141.0
9464.0,112.0
9450.0,129.0
9492.0,87.0
9507.0,74.0
9478.0,106.0
9521.0,65.0
9535.0,51.0
9549.0,46.0
9407.0,193.0
9564.0,39.0
9421.0,184.0
9578.0,41.0
9592.0,142.0
9635.0,118.0
9663.0,90.0
9620.0,135.0
9677.0,79.0
9649.0,108.0
9606.0,152.0
9692.0,68.0
9720.0,42.0
9706.0,57.0
9734.0,53.0
9748.0,44.0
9763.0,44.0
9834.0,95.0
9862.0,74.0
9791.0,146.0
9820.0,119.0
9891.0,50.0
9848.0,94.0
9877.0,68.0
9905.0,45.0
9777.0,181.0
9919.0,41.0
9933.0,52.0
9948.0,39.0
9962.0,135.0
9976.0,133.0
9990.0,123.0
10005.0,108.0
10019.0,94.0
10047.0,70.0
10076.0,42.0
10033.0,86.0
10062.0,58.0
10090.0,47.0
9805.0,334.0
10104.0,54.0
10118.0,49.0
10147.0,127.0
10133.0,142.0
10161.0,130.0
10175.0,116.0
10190.0,105.0
10218.0,77.0
10232.0,65.0
10204.0,95.0
10247.0,58.0
10261.0,47.0
10275.0,50.0
10289.0,47.0
10375.0,97.0
10346.0,129.0
10360.0,117.0
10417.0,60.0
10389.0,91.0
10403.0,78.0
10431.0,52.0
10446.0,40.0
10303.0,194.0
10318.0,185.0
10332.0,176.0
10460.0,53.0
10474.0,46.0
10488.0,43.0
10503.0,133.0
10517.0,132.0
10531.0,123.0
10545.0,110.0
10588.0,68.0
10560.0,98.0
10602.0,58.0
10574.0,87.0
10616.0,48.0
10631.0,41.0
10645.0,42.0
10659.0,45.0
10673.0,143.0
10702.0,127.0
10716.0,117.0
10730.0,106.0
10688.0,149.0
10759.0,78.0
10745.0,93.0
10773.0,66.0
10787.0,54.0
10801.0,40.0
10801.0,43.0
10806.0,44.0
10819.0,43.0
10810.0,53.0
10814.0,57.0
10827.0,47.0
10832.0,45.0
10836.0,44.0
10840.0,40.0
10823.0,64.0
10844.0,43.0
10849.0,147.0
10862.0,134.0
10853.0,144.0
10857.0,142.0
10874.0,140.0
10904.0,111.0
10896.0,122.0
10917.0,101.0
10909.0,110.0
10913.0,109.0
10926.0,97.0
10922.0,109.0
10930.0,101.0
10947.0,85.0
10935.0,99.0
10939.0,95.0
10943.0,98.0
10952.0,89.0
10960.0,81.0
10956.0,87.0
10965.0,79.0
10973.0,72.0
10969.0,77.0
10977.0,69.0
10986.0,62.0
10982.0,69.0
10995.0,58.0
10999.0,55.0
11003.0,52.0
10990.0,66.0
11007.0,51.0
11012.0,46.0
11016.0,52.0
11025.0,44.0
11020.0,52.0
11029.0,147.0
11038.0,138.0
11033.0,144.0
11042.0,138.0
11055.0,137.0
11076.0,118.0
11068.0,127.0
11046.0,151.0
11080.0,118.0
11098.0,104.0
11059.0,144.0
